그룹,4개사,11개사,CIC,회사,year,month,반기,분기,계정,항목,저압기기 매출액,저압기기 매출액 누계,저압기기 매출액(국내),저압기기 매출액(국내) 누계,저압기기 매출액(해외),저압기기 매출액(해외) 누계,저압기기 영업이익,저압기기 영업이익 누계,저압기기 영업이익(국내),저압기기 영업이익(국내) 누계,저압기기 영업이익(해외),저압기기 영업이익(해외) 누계,저압기기 조정영업이익,저압기기 조정영업이익 누계,저압기기 세전이익,저압기기 세전이익 누계,고압기기 매출액,고압기기 매출액 누계,고압기기 매출액(국내),고압기기 매출액(국내) 누계,고압기기 매출액(해외),고압기기 매출액(해외) 누계,고압기기 영업이익,고압기기 영업이익 누계,고압기기 영업이익(국내),고압기기 영업이익(국내) 누계,고압기기 영업이익(해외),고압기기 영업이익(해외) 누계,고압기기 조정영업이익,고압기기 조정영업이익 누계,고압기기 세전이익,고압기기 세전이익 누계,계량기기 매출액,계량기기 매출액 누계,계량기기 매출액(국내),계량기기 매출액(국내) 누계,계량기기 매출액(해외),계량기기 매출액(해외) 누계,계량기기 영업이익,계량기기 영업이익 누계,계량기기 영업이익(국내),계량기기 영업이익(국내) 누계,계량기기 영업이익(해외),계량기기 영업이익(해외) 누계,계량기기 조정영업이익,계량기기 조정영업이익 누계,계량기기 세전이익,계량기기 세전이익 누계,계전기기 매출액,계전기기 매출액 누계,계전기기 매출액(국내),계전기기 매출액(국내) 누계,계전기기 매출액(해외),계전기기 매출액(해외) 누계,계전기기 영업이익,계전기기 영업이익 누계,계전기기 영업이익(국내),계전기기 영업이익(국내) 누계,계전기기 영업이익(해외),계전기기 영업이익(해외) 누계,계전기기 조정영업이익,계전기기 조정영업이익 누계,계전기기 세전이익,계전기기 세전이익 누계,개폐기기 매출액,개폐기기 매출액 누계,개폐기기 매출액(국내),개폐기기 매출액(국내) 누계,개폐기기 매출액(해외),개폐기기 매출액(해외) 누계,개폐기기 영업이익,개폐기기 영업이익 누계,개폐기기 영업이익(국내),개폐기기 영업이익(국내) 누계,개폐기기 영업이익(해외),개폐기기 영업이익(해외) 누계,개폐기기 조정영업이익,개폐기기 조정영업이익 누계,개폐기기 세전이익,개폐기기 세전이익 누계,배전반 매출액,배전반 매출액 누계,배전반 매출액(국내),배전반 매출액(국내) 누계,배전반 매출액(해외),배전반 매출액(해외) 누계,배전반 영업이익,배전반 영업이익 누계,배전반 영업이익(국내),배전반 영업이익(국내) 누계,배전반 영업이익(해외),배전반 영업이익(해외) 누계,배전반 조정영업이익,배전반 조정영업이익 누계,배전반 세전이익,배전반 세전이익 누계,초고압GIS 매출액,초고압GIS 매출액 누계,초고압GIS 매출액(국내),초고압GIS 매출액(국내) 누계,초고압GIS 매출액(해외),초고압GIS 매출액(해외) 누계,초고압GIS 영업이익,초고압GIS 영업이익 누계,초고압GIS 영업이익(국내),초고압GIS 영업이익(국내) 누계,초고압GIS 영업이익(해외),초고압GIS 영업이익(해외) 누계,초고압GIS 조정영업이익,초고압GIS 조정영업이익 누계,초고압GIS 세전이익,초고압GIS 세전이익 누계,변압기 매출액,변압기 매출액 누계,변압기 매출액(국내),변압기 매출액(국내) 누계,변압기 매출액(해외),변압기 매출액(해외) 누계,변압기 영업이익,변압기 영업이익 누계,변압기 영업이익(국내),변압기 영업이익(국내) 누계,변압기 영업이익(해외),변압기 영업이익(해외) 누계,변압기 조정영업이익,변압기 조정영업이익 누계,변압기 세전이익,변압기 세전이익 누계,초고압TR 매출액,초고압TR 매출액 누계,초고압TR 매출액(국내),초고압TR 매출액(국내) 누계,초고압TR 매출액(해외),초고압TR 매출액(해외) 누계,초고압TR 영업이익,초고압TR 영업이익 누계,초고압TR 영업이익(국내),초고압TR 영업이익(국내) 누계,초고압TR 영업이익(해외),초고압TR 영업이익(해외) 누계,초고압TR 조정영업이익,초고압TR 조정영업이익 누계,초고압TR 세전이익,초고압TR 세전이익 누계,스카다 매출액,스카다 매출액 누계,스카다 매출액(국내),스카다 매출액(국내) 누계,스카다 매출액(해외),스카다 매출액(해외) 누계,스카다 영업이익,스카다 영업이익 누계,스카다 영업이익(국내),스카다 영업이익(국내) 누계,스카다 영업이익(해외),스카다 영업이익(해외) 누계,스카다 조정영업이익,스카다 조정영업이익 누계,스카다 세전이익,스카다 세전이익 누계,PLC 매출액,PLC 매출액 누계,PLC 매출액(국내),PLC 매출액(국내) 누계,PLC 매출액(해외),PLC 매출액(해외) 누계,PLC 영업이익,PLC 영업이익 누계,PLC 영업이익(국내),PLC 영업이익(국내) 누계,PLC 영업이익(해외),PLC 영업이익(해외) 누계,PLC 조정영업이익,PLC 조정영업이익 누계,PLC 세전이익,PLC 세전이익 누계,Inverter 매출액,Inverter 매출액 누계,Inverter 매출액(국내),Inverter 매출액(국내) 누계,Inverter 매출액(해외),Inverter 매출액(해외) 누계,Inverter 영업이익,Inverter 영업이익 누계,Inverter 영업이익(국내),Inverter 영업이익(국내) 누계,Inverter 영업이익(해외),Inverter 영업이익(해외) 누계,Inverter 조정영업이익,Inverter 조정영업이익 누계,Inverter 세전이익,Inverter 세전이익 누계,SERVO 매출액,SERVO 매출액 누계,SERVO 매출액(국내),SERVO 매출액(국내) 누계,SERVO 매출액(해외),SERVO 매출액(해외) 누계,SERVO 영업이익,SERVO 영업이익 누계,SERVO 영업이익(국내),SERVO 영업이익(국내) 누계,SERVO 영업이익(해외),SERVO 영업이익(해외) 누계,SERVO 조정영업이익,SERVO 조정영업이익 누계,SERVO 세전이익,SERVO 세전이익 누계,HMI 매출액,HMI 매출액 누계,HMI 매출액(국내),HMI 매출액(국내) 누계,HMI 매출액(해외),HMI 매출액(해외) 누계,HMI 영업이익,HMI 영업이익 누계,HMI 영업이익(국내),HMI 영업이익(국내) 누계,HMI 영업이익(해외),HMI 영업이익(해외) 누계,HMI 조정영업이익,HMI 조정영업이익 누계,HMI 세전이익,HMI 세전이익 누계,MC(양산) 매출액,MC(양산) 매출액 누계,MC(양산) 매출액(국내),MC(양산) 매출액(국내) 누계,MC(양산) 매출액(해외),MC(양산) 매출액(해외) 누계,MC(양산) 영업이익,MC(양산) 영업이익 누계,MC(양산) 영업이익(국내),MC(양산) 영업이익(국내) 누계,MC(양산) 영업이익(해외),MC(양산) 영업이익(해외) 누계,MC(양산) 조정영업이익,MC(양산) 조정영업이익 누계,MC(양산) 세전이익,MC(양산) 세전이익 누계,Auto System 매출액,Auto System 매출액 누계,Auto System 매출액(국내),Auto System 매출액(국내) 누계,Auto System 매출액(해외),Auto System 매출액(해외) 누계,Auto System 영업이익,Auto System 영업이익 누계,Auto System 영업이익(국내),Auto System 영업이익(국내) 누계,Auto System 영업이익(해외),Auto System 영업이익(해외) 누계,Auto System 조정영업이익,Auto System 조정영업이익 누계,Auto System 세전이익,Auto System 세전이익 누계,FA System 매출액,FA System 매출액 누계,FA System 매출액(국내),FA System 매출액(국내) 누계,FA System 매출액(해외),FA System 매출액(해외) 누계,FA System 영업이익,FA System 영업이익 누계,FA System 영업이익(국내),FA System 영업이익(국내) 누계,FA System 영업이익(해외),FA System 영업이익(해외) 누계,FA System 조정영업이익,FA System 조정영업이익 누계,FA System 세전이익,FA System 세전이익 누계,ES 설비 매출액,ES 설비 매출액 누계,ES 설비 매출액(국내),ES 설비 매출액(국내) 누계,ES 설비 매출액(해외),ES 설비 매출액(해외) 누계,ES 설비 영업이익,ES 설비 영업이익 누계,ES 설비 영업이익(국내),ES 설비 영업이익(국내) 누계,ES 설비 영업이익(해외),ES 설비 영업이익(해외) 누계,ES 설비 조정영업이익,ES 설비 조정영업이익 누계,ES 설비 세전이익,ES 설비 세전이익 누계,Drive System 매출액,Drive System 매출액 누계,Drive System 매출액(국내),Drive System 매출액(국내) 누계,Drive System 매출액(해외),Drive System 매출액(해외) 누계,Drive System 영업이익,Drive System 영업이익 누계,Drive System 영업이익(국내),Drive System 영업이익(국내) 누계,Drive System 영업이익(해외),Drive System 영업이익(해외) 누계,Drive System 조정영업이익,Drive System 조정영업이익 누계,Drive System 세전이익,Drive System 세전이익 누계,태양광시스템 매출액,태양광시스템 매출액 누계,태양광시스템 매출액(국내),태양광시스템 매출액(국내) 누계,태양광시스템 매출액(해외),태양광시스템 매출액(해외) 누계,태양광시스템 영업이익,태양광시스템 영업이익 누계,태양광시스템 영업이익(국내),태양광시스템 영업이익(국내) 누계,태양광시스템 영업이익(해외),태양광시스템 영업이익(해외) 누계,태양광시스템 조정영업이익,태양광시스템 조정영업이익 누계,태양광시스템 세전이익,태양광시스템 세전이익 누계,태양광기기 매출액,태양광기기 매출액 누계,태양광기기 매출액(국내),태양광기기 매출액(국내) 누계,태양광기기 매출액(해외),태양광기기 매출액(해외) 누계,태양광기기 영업이익,태양광기기 영업이익 누계,태양광기기 영업이익(국내),태양광기기 영업이익(국내) 누계,태양광기기 영업이익(해외),태양광기기 영업이익(해외) 누계,태양광기기 조정영업이익,태양광기기 조정영업이익 누계,태양광기기 세전이익,태양광기기 세전이익 누계,EV-Cordset 매출액,EV-Cordset 매출액 누계,EV-Cordset 매출액(국내),EV-Cordset 매출액(국내) 누계,EV-Cordset 매출액(해외),EV-Cordset 매출액(해외) 누계,EV-Cordset 영업이익,EV-Cordset 영업이익 누계,EV-Cordset 영업이익(국내),EV-Cordset 영업이익(국내) 누계,EV-Cordset 영업이익(해외),EV-Cordset 영업이익(해외) 누계,EV-Cordset 조정영업이익,EV-Cordset 조정영업이익 누계,EV-Cordset 세전이익,EV-Cordset 세전이익 누계,DC-Relay 매출액,DC-Relay 매출액 누계,DC-Relay 매출액(국내),DC-Relay 매출액(국내) 누계,DC-Relay 매출액(해외),DC-Relay 매출액(해외) 누계,DC-Relay 영업이익,DC-Relay 영업이익 누계,DC-Relay 영업이익(국내),DC-Relay 영업이익(국내) 누계,DC-Relay 영업이익(해외),DC-Relay 영업이익(해외) 누계,DC-Relay 조정영업이익,DC-Relay 조정영업이익 누계,DC-Relay 세전이익,DC-Relay 세전이익 누계,ESS 매출액,ESS 매출액 누계,ESS 매출액(국내),ESS 매출액(국내) 누계,ESS 매출액(해외),ESS 매출액(해외) 누계,ESS 영업이익,ESS 영업이익 누계,ESS 영업이익(국내),ESS 영업이익(국내) 누계,ESS 영업이익(해외),ESS 영업이익(해외) 누계,ESS 조정영업이익,ESS 조정영업이익 누계,ESS 세전이익,ESS 세전이익 누계,HVDC Valve 매출액,HVDC Valve 매출액 누계,HVDC Valve 매출액(국내),HVDC Valve 매출액(국내) 누계,HVDC Valve 매출액(해외),HVDC Valve 매출액(해외) 누계,HVDC Valve 영업이익,HVDC Valve 영업이익 누계,HVDC Valve 영업이익(국내),HVDC Valve 영업이익(국내) 누계,HVDC Valve 영업이익(해외),HVDC Valve 영업이익(해외) 누계,HVDC Valve 조정영업이익,HVDC Valve 조정영업이익 누계,HVDC Valve 세전이익,HVDC Valve 세전이익 누계,PSC 매출액,PSC 매출액 누계,PSC 매출액(국내),PSC 매출액(국내) 누계,PSC 매출액(해외),PSC 매출액(해외) 누계,PSC 영업이익,PSC 영업이익 누계,PSC 영업이익(국내),PSC 영업이익(국내) 누계,PSC 영업이익(해외),PSC 영업이익(해외) 누계,PSC 조정영업이익,PSC 조정영업이익 누계,PSC 세전이익,PSC 세전이익 누계,교통 매출액,교통 매출액 누계,교통 매출액(국내),교통 매출액(국내) 누계,교통 매출액(해외),교통 매출액(해외) 누계,교통 영업이익,교통 영업이익 누계,교통 영업이익(국내),교통 영업이익(국내) 누계,교통 영업이익(해외),교통 영업이익(해외) 누계,교통 조정영업이익,교통 조정영업이익 누계,교통 세전이익,교통 세전이익 누계,RFID 매출액,RFID 매출액 누계,RFID 매출액(국내),RFID 매출액(국내) 누계,RFID 매출액(해외),RFID 매출액(해외) 누계,RFID 영업이익,RFID 영업이익 누계,RFID 영업이익(국내),RFID 영업이익(국내) 누계,RFID 영업이익(해외),RFID 영업이익(해외) 누계,RFID 조정영업이익,RFID 조정영업이익 누계,RFID 세전이익,RFID 세전이익 누계,연료전지 매출액,연료전지 매출액 누계,연료전지 매출액(국내),연료전지 매출액(국내) 누계,연료전지 매출액(해외),연료전지 매출액(해외) 누계,연료전지 영업이익,연료전지 영업이익 누계,연료전지 영업이익(국내),연료전지 영업이익(국내) 누계,연료전지 영업이익(해외),연료전지 영업이익(해외) 누계,연료전지 조정영업이익,연료전지 조정영업이익 누계,연료전지 세전이익,연료전지 세전이익 누계,철도 매출액,철도 매출액 누계,철도 매출액(국내),철도 매출액(국내) 누계,철도 매출액(해외),철도 매출액(해외) 누계,철도 영업이익,철도 영업이익 누계,철도 영업이익(국내),철도 영업이익(국내) 누계,철도 영업이익(해외),철도 영업이익(해외) 누계,철도 조정영업이익,철도 조정영업이익 누계,철도 세전이익,철도 세전이익 누계,기타 매출액,기타 매출액 누계,기타 매출액(국내),기타 매출액(국내) 누계,기타 매출액(해외),기타 매출액(해외) 누계,기타 영업이익,기타 영업이익 누계,기타 영업이익(국내),기타 영업이익(국내) 누계,기타 영업이익(해외),기타 영업이익(해외) 누계,기타 조정영업이익,기타 조정영업이익 누계,기타 세전이익,기타 세전이익 누계,합계 매출액,합계 매출액 누계,합계 매출액(국내),합계 매출액(국내) 누계,합계 매출액(해외),합계 매출액(해외) 누계,합계 영업이익,합계 영업이익 누계,합계 영업이익(국내),합계 영업이익(국내) 누계,합계 영업이익(해외),합계 영업이익(해외) 누계,합계 조정영업이익,합계 조정영업이익 누계,합계 세전이익,합계 세전이익 누계
Y,Y,Y,N,ELECTRIC,2012,12,하반기,4분기, 사업별손익,계획,6.54E+11,6.54E+11,6.54E+11,6.54E+11,0,0,1.04E+11,1.04E+11,1.04E+11,1.04E+11,0,0,0,0,95607659926,95607659926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.91E+11,4.91E+11,4.91E+11,4.91E+11,0,0,33877457991,33877457991,33877457991,33877457991,0,0,0,0,26560864602,26560864602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62559517967,62559517967,62559517967,62559517967,0,0,241380137,241380137,241380137,241380137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64E+11,2.64E+11,2.64E+11,2.64E+11,0,0,52970704996,52970704996,52970704996,52970704996,0,0,0,0,47088742129,47088742129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71499853500,71499853500,71499853500,71499853500,0,0,4352496030,4352496030,4352496030,4352496030,0,0,0,0,2210771858,2210771858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08E+11,1.08E+11,1.08E+11,1.08E+11,0,0,4939168539,4939168539,4939168539,4939168539,0,0,0,0,3589156711,3589156711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17399080546,17399080546,17399080546,17399080546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99391428301,99391428301,99391428301,99391428301,0,0,5603883094,5603883094,5603883094,5603883094,0,0,0,0,4462381807,4462381807,18198684731,18198684731,18198684731,18198684731,0,0,117869126,117869126,117869126,117869126,0,0,0,0,0,0,4300000000,4300000000,4300000000,4300000000,0,0,534979438,534979438,534979438,534979438,0,0,0,0,502134680,502134680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14972500000,14972500000,14972500000,14972500000,0,0,0,0,0,0,0,0,0,0,0,0,1.80E+12,1.80E+12,1.80E+12,1.80E+12,0,0,1.84E+11,1.84E+11,1.84E+11,1.84E+11,0,0,0,0,1.53E+11,1.53E+11
Y,Y,Y,N,ELECTRIC,2013,1,상반기,1분기, 사업별손익,계획,51967909533,51967909533,51967909533,51967909533,0,0,8152611024,8152611024,8152611024,8152611024,0,0,0,0,7541897049,7541897049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36001053394,36001053394,36001053394,36001053394,0,0,3831250846,3831250846,3831250846,3831250846,0,0,0,0,2972654346,2972654346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363676754,6363676754,6363676754,6363676754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20453907317,20453907317,20453907317,20453907317,0,0,4620753707,4620753707,4620753707,4620753707,0,0,0,0,4350948978,4350948978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477005061,4477005061,4477005061,4477005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484886983,9484886983,9484886983,9484886983,0,0,231213553,231213553,231213553,231213553,0,0,0,0,118113177,118113177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770332569,1770332569,1770332569,1770332569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576057985,576057985,576057985,576057985,0,0,0,0,0,0,0,0,0,0,0,0,2142060590,2142060590,2142060590,2142060590,0,0,0,0,0,0,0,0,0,0,0,0,1443066667,1443066667,1443066667,1443066667,0,0,2527541,2527541,2527541,2527541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E+11,1.35E+11,1.35E+11,1.35E+11,0,0,11381894495,11381894495,11381894495,11381894495,0,0,0,0,8790453369,8790453369
Y,Y,Y,N,ELECTRIC,2013,2,상반기,1분기, 사업별손익,계획,51967909533,51967909533,51967909533,51967909533,0,0,8152611024,8152611024,8152611024,8152611024,0,0,0,0,7541897049,7541897049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36001053394,36001053394,36001053394,36001053394,0,0,3831250846,3831250846,3831250846,3831250846,0,0,0,0,2972654346,2972654346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363676754,6363676754,6363676754,6363676754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20453907317,20453907317,20453907317,20453907317,0,0,4620753707,4620753707,4620753707,4620753707,0,0,0,0,4350948978,4350948978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477005061,4477005061,4477005061,4477005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484886983,9484886983,9484886983,9484886983,0,0,231213553,231213553,231213553,231213553,0,0,0,0,118113177,118113177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770332569,1770332569,1770332569,1770332569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576057985,576057985,576057985,576057985,0,0,0,0,0,0,0,0,0,0,0,0,2142060590,2142060590,2142060590,2142060590,0,0,0,0,0,0,0,0,0,0,0,0,1443066667,1443066667,1443066667,1443066667,0,0,2527541,2527541,2527541,2527541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E+11,1.35E+11,1.35E+11,1.35E+11,0,0,11381894495,11381894495,11381894495,11381894495,0,0,0,0,8790453369,8790453369
Y,Y,Y,N,ELECTRIC,2013,3,상반기,1분기, 사업별손익,계획,51967909533,51967909533,51967909533,51967909533,0,0,8152611024,8152611024,8152611024,8152611024,0,0,0,0,7541897049,7541897049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36001053394,36001053394,36001053394,36001053394,0,0,3831250846,3831250846,3831250846,3831250846,0,0,0,0,2972654346,2972654346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6363676754,6363676754,6363676754,6363676754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20453907317,20453907317,20453907317,20453907317,0,0,4620753707,4620753707,4620753707,4620753707,0,0,0,0,4350948978,4350948978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477005061,4477005061,4477005061,4477005061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484886983,9484886983,9484886983,9484886983,0,0,231213553,231213553,231213553,231213553,0,0,0,0,118113177,118113177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1770332569,1770332569,1770332569,1770332569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576057985,576057985,576057985,576057985,0,0,0,0,0,0,0,0,0,0,0,0,2142060590,2142060590,2142060590,2142060590,0,0,0,0,0,0,0,0,0,0,0,0,1443066667,1443066667,1443066667,1443066667,0,0,2527541,2527541,2527541,2527541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35E+11,1.35E+11,1.35E+11,1.35E+11,0,0,11381894495,11381894495,11381894495,11381894495,0,0,0,0,8790453369,8790453369
Y,Y,Y,N,ELECTRIC,2013,4,상반기,2분기, 사업별손익,계획,57775180100,57775180100,57775180100,57775180100,0,0,10396618787,10396618787,10396618787,10396618787,0,0,0,0,9648609302,9648609302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42745231202,42745231202,42745231202,42745231202,0,0,3953810230,3953810230,3953810230,3953810230,0,0,0,0,3152529582,3152529582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4316725000,4316725000,4316725000,4316725000,0,0,10497182,10497182,10497182,10497182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23239348117,23239348117,23239348117,23239348117,0,0,5166253877,5166253877,5166253877,5166253877,0,0,0,0,4922167862,4922167862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7386960000,7386960000,7386960000,7386960000,0,0,465266689,465266689,465266689,465266689,0,0,0,0,364633721,364633721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15192248350,15192248350,15192248350,15192248350,0,0,842059162,842059162,842059162,842059162,0,0,0,0,740447986,740447986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3202444908,3202444908,3202444908,3202444908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416636300,416636300,416636300,416636300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,768940100,768940100,768940100,768940100,0,0,0,0,0,0,0,0,0,0,0,0,7990048758,7990048758,7990048758,7990048758,0,0,2310083563,2310083563,2310083563,2310083563,0,0,0,0,2231314790,2231314790,1632620883,1632620883,1632620883,1632620883,0,0,123959658,123959658,123959658,123959658,0,0,0,0,75454354,75454354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.65E+11,1.65E+11,1.65E+11,1.65E+11,0,0,20992441779,20992441779,20992441779,20992441779,0,0,0,0,18373557982,18373557982
