그룹,4개사,11개사,CIC,회사,년월,year,month,반기,분기,계정,항목,트랙터 매출액,트랙터 매출액 누계,트랙터 매출액(국내),트랙터 매출액(국내) 누계,트랙터 매출액(해외),트랙터 매출액(해외) 누계,트랙터 영업이익,트랙터 영업이익 누계,트랙터 영업이익(국내),트랙터 영업이익(국내) 누계,트랙터 영업이익(해외),트랙터 영업이익(해외) 누계,트랙터 조정영업이익,트랙터 조정영업이익 누계,트랙터 세전이익,트랙터 세전이익 누계,사출 매출액,사출 매출액 누계,사출 매출액(국내),사출 매출액(국내) 누계,사출 매출액(해외),사출 매출액(해외) 누계,사출 영업이익,사출 영업이익 누계,사출 영업이익(국내),사출 영업이익(국내) 누계,사출 영업이익(해외),사출 영업이익(해외) 누계,사출 조정영업이익,사출 조정영업이익 누계,사출 세전이익,사출 세전이익 누계,특수 매출액,특수 매출액 누계,특수 매출액(국내),특수 매출액(국내) 누계,특수 매출액(해외),특수 매출액(해외) 누계,특수 영업이익,특수 영업이익 누계,특수 영업이익(국내),특수 영업이익(국내) 누계,특수 영업이익(해외),특수 영업이익(해외) 누계,특수 조정영업이익,특수 조정영업이익 누계,특수 세전이익,특수 세전이익 누계,전자부품 매출액,전자부품 매출액 누계,전자부품 매출액(국내),전자부품 매출액(국내) 누계,전자부품 매출액(해외),전자부품 매출액(해외) 누계,전자부품 영업이익,전자부품 영업이익 누계,전자부품 영업이익(국내),전자부품 영업이익(국내) 누계,전자부품 영업이익(해외),전자부품 영업이익(해외) 누계,전자부품 조정영업이익,전자부품 조정영업이익 누계,전자부품 세전이익,전자부품 세전이익 누계,CF 매출액,CF 매출액 누계,CF 매출액(국내),CF 매출액(국내) 누계,CF 매출액(해외),CF 매출액(해외) 누계,CF 영업이익,CF 영업이익 누계,CF 영업이익(국내),CF 영업이익(국내) 누계,CF 영업이익(해외),CF 영업이익(해외) 누계,CF 조정영업이익,CF 조정영업이익 누계,CF 세전이익,CF 세전이익 누계,FCCL 매출액,FCCL 매출액 누계,FCCL 매출액(국내),FCCL 매출액(국내) 누계,FCCL 매출액(해외),FCCL 매출액(해외) 누계,FCCL 영업이익,FCCL 영업이익 누계,FCCL 영업이익(국내),FCCL 영업이익(국내) 누계,FCCL 영업이익(해외),FCCL 영업이익(해외) 누계,FCCL 조정영업이익,FCCL 조정영업이익 누계,FCCL 세전이익,FCCL 세전이익 누계,자동차부품 매출액,자동차부품 매출액 누계,자동차부품 매출액(국내),자동차부품 매출액(국내) 누계,자동차부품 매출액(해외),자동차부품 매출액(해외) 누계,자동차부품 영업이익,자동차부품 영업이익 누계,자동차부품 영업이익(국내),자동차부품 영업이익(국내) 누계,자동차부품 영업이익(해외),자동차부품 영업이익(해외) 누계,자동차부품 조정영업이익,자동차부품 조정영업이익 누계,자동차부품 세전이익,자동차부품 세전이익 누계,UC 매출액,UC 매출액 누계,UC 매출액(국내),UC 매출액(국내) 누계,UC 매출액(해외),UC 매출액(해외) 누계,UC 영업이익,UC 영업이익 누계,UC 영업이익(국내),UC 영업이익(국내) 누계,UC 영업이익(해외),UC 영업이익(해외) 누계,UC 조정영업이익,UC 조정영업이익 누계,UC 세전이익,UC 세전이익 누계,기타 매출액,기타 매출액 누계,기타 매출액(국내),기타 매출액(국내) 누계,기타 매출액(해외),기타 매출액(해외) 누계,기타 영업이익,기타 영업이익 누계,기타 영업이익(국내),기타 영업이익(국내) 누계,기타 영업이익(해외),기타 영업이익(해외) 누계,기타 조정영업이익,기타 조정영업이익 누계,기타 세전이익,기타 세전이익 누계,합계 매출액,합계 매출액 누계,합계 매출액(국내),합계 매출액(국내) 누계,합계 매출액(해외),합계 매출액(해외) 누계,합계 영업이익,합계 영업이익 누계,합계 영업이익(국내),합계 영업이익(국내) 누계,합계 영업이익(해외),합계 영업이익(해외) 누계,합계 조정영업이익,합계 조정영업이익 누계,합계 세전이익,합계 세전이익 누계
Y,Y,Y,N,엠트론,201804,2018,4,상반기,2분기, 사업별손익,계획,42289741703,42289741703,18372159574,18372159574,23917582129,23917582129,3242477876,3242477876,3242477876,3242477876,0,0,0,0,2532759193,2532759193,11924717619,11924717619,7699553609,7699553609,4225164010,4225164010,0,0,0,0,0,0,0,0,0,0,5036898156,5036898156,4270404956,4270404956,766493200,766493200,466666667,466666667,466666667,466666667,0,0,0,0,448108707,448108707,12457154705,12457154705,10664404382,10664404382,1792750323,1792750323,850340136,850340136,850340136,850340136,0,0,0,0,748597992,748597992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8629211036,8629211036,5325210074,5325210074,3304000962,3304000962,362493198,362493198,362493198,362493198,0,0,0,0,265068815,265068815,1493126208,1493126208,120378791,120378791,1372747417,1372747417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81830849428,81830849428,46452111386,46452111386,35378738042,35378738042,4262159049,4262159049,4262159049,4262159049,0,0,0,0,3060238756,3060238756
Y,Y,Y,N,엠트론,201805,2018,5,상반기,2분기, 사업별손익,계획,42289741703,42289741703,18372159574,18372159574,23917582129,23917582129,3242477876,3242477876,3242477876,3242477876,0,0,0,0,2532759193,2532759193,11924717619,11924717619,7699553609,7699553609,4225164010,4225164010,0,0,0,0,0,0,0,0,0,0,5036898156,5036898156,4270404956,4270404956,766493200,766493200,466666667,466666667,466666667,466666667,0,0,0,0,448108707,448108707,12457154705,12457154705,10664404382,10664404382,1792750323,1792750323,850340136,850340136,850340136,850340136,0,0,0,0,748597992,748597992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8629211036,8629211036,5325210074,5325210074,3304000962,3304000962,362493198,362493198,362493198,362493198,0,0,0,0,265068815,265068815,1493126208,1493126208,120378791,120378791,1372747417,1372747417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81830849428,81830849428,46452111386,46452111386,35378738042,35378738042,4262159049,4262159049,4262159049,4262159049,0,0,0,0,3060238756,3060238756
Y,Y,Y,N,엠트론,201806,2018,6,상반기,2분기, 사업별손익,계획,42289741703,42289741703,18372159574,18372159574,23917582129,23917582129,3242477876,3242477876,3242477876,3242477876,0,0,0,0,2532759193,2532759193,11924717619,11924717619,7699553609,7699553609,4225164010,4225164010,0,0,0,0,0,0,0,0,0,0,5036898156,5036898156,4270404956,4270404956,766493200,766493200,466666667,466666667,466666667,466666667,0,0,0,0,448108707,448108707,12457154705,12457154705,10664404382,10664404382,1792750323,1792750323,850340136,850340136,850340136,850340136,0,0,0,0,748597992,748597992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8629211036,8629211036,5325210074,5325210074,3304000962,3304000962,362493198,362493198,362493198,362493198,0,0,0,0,265068815,265068815,1493126208,1493126208,120378791,120378791,1372747417,1372747417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81830849428,81830849428,46452111386,46452111386,35378738042,35378738042,4262159049,4262159049,4262159049,4262159049,0,0,0,0,3060238756,3060238756
Y,Y,Y,N,엠트론,201807,2018,7,하반기,3분기, 사업별손익,계획,34658158184,34658158184,14512644508,14512644508,20145513677,20145513677,1033038348,1033038348,1033038348,1033038348,0,0,0,0,323319665,323319665,12708545133,12708545133,9212237322,9212237322,3496307811,3496307811,333333333,333333333,333333333,333333333,0,0,0,0,80733156,80733156,5650183999,5650183999,4719466566,4719466566,930717433,930717433,433333333,433333333,433333333,433333333,0,0,0,0,414775374,414775374,11712603194,11712603194,9953920711,9953920711,1758682483,1758682483,159863946,159863946,159863946,159863946,0,0,0,0,58121802,58121802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8314723970,8314723970,4904708946,4904708946,3410015024,3410015024,349282324,349282324,349282324,349282324,0,0,0,0,251857940,251857940,1487584935,1487584935,132877882,132877882,1354707054,1354707054,166666667,166666667,166666667,166666667,0,0,0,0,144789721,144789721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74531799415,74531799415,43435855934,43435855934,31095943481,31095943481,2475517951,2475517951,2475517951,2475517951,0,0,0,0,1273597658,1273597658
Y,Y,Y,N,엠트론,201808,2018,8,하반기,3분기, 사업별손익,계획,34658158184,34658158184,14512644508,14512644508,20145513677,20145513677,1033038348,1033038348,1033038348,1033038348,0,0,0,0,323319665,323319665,12708545133,12708545133,9212237322,9212237322,3496307811,3496307811,333333333,333333333,333333333,333333333,0,0,0,0,80733156,80733156,5650183999,5650183999,4719466566,4719466566,930717433,930717433,433333333,433333333,433333333,433333333,0,0,0,0,414775374,414775374,11712603194,11712603194,9953920711,9953920711,1758682483,1758682483,159863946,159863946,159863946,159863946,0,0,0,0,58121802,58121802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8314723970,8314723970,4904708946,4904708946,3410015024,3410015024,349282324,349282324,349282324,349282324,0,0,0,0,251857940,251857940,1487584935,1487584935,132877882,132877882,1354707054,1354707054,166666667,166666667,166666667,166666667,0,0,0,0,144789721,144789721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74531799415,74531799415,43435855934,43435855934,31095943481,31095943481,2475517951,2475517951,2475517951,2475517951,0,0,0,0,1273597658,1273597658
Y,Y,Y,N,엠트론,201809,2018,9,하반기,3분기, 사업별손익,계획,34658158184,34658158184,14512644508,14512644508,20145513677,20145513677,1033038348,1033038348,1033038348,1033038348,0,0,0,0,323319665,323319665,12708545133,12708545133,9212237322,9212237322,3496307811,3496307811,333333333,333333333,333333333,333333333,0,0,0,0,80733156,80733156,5650183999,5650183999,4719466566,4719466566,930717433,930717433,433333333,433333333,433333333,433333333,0,0,0,0,414775374,414775374,11712603194,11712603194,9953920711,9953920711,1758682483,1758682483,159863946,159863946,159863946,159863946,0,0,0,0,58121802,58121802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8314723970,8314723970,4904708946,4904708946,3410015024,3410015024,349282324,349282324,349282324,349282324,0,0,0,0,251857940,251857940,1487584935,1487584935,132877882,132877882,1354707054,1354707054,166666667,166666667,166666667,166666667,0,0,0,0,144789721,144789721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74531799415,74531799415,43435855934,43435855934,31095943481,31095943481,2475517951,2475517951,2475517951,2475517951,0,0,0,0,1273597658,1273597658
Y,Y,Y,N,엠트론,201810,2018,10,하반기,4분기, 사업별손익,계획,41565409702,41565409702,18410056971,18410056971,23155352730,23155352730,1400589971,1400589971,1400589971,1400589971,0,0,0,0,690871287,690871287,12988812542,12988812542,9593664028,9593664028,3395148514,3395148514,500000000,500000000,500000000,500000000,0,0,0,0,247399823,247399823,5452494457,5452494457,4585074124,4585074124,867420333,867420333,533333333,533333333,533333333,533333333,0,0,0,0,514775374,514775374,11769485692,11769485692,9254788790,9254788790,2514696902,2514696902,159863946,159863946,159863946,159863946,0,0,0,0,58121802,58121802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8018675921,8018675921,4614384249,4614384249,3404291672,3404291672,336846030,336846030,336846030,336846030,0,0,0,0,239421647,239421647,1677077944,1677077944,147533645,147533645,1529544298,1529544298,166666667,166666667,166666667,166666667,0,0,0,0,144789721,144789721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81471956258,81471956258,46605501808,46605501808,34866454450,34866454450,3097299946,3097299946,3097299946,3097299946,0,0,0,0,1895379653,1895379653
Y,Y,Y,N,엠트론,201811,2018,11,하반기,4분기, 사업별손익,계획,41565409702,41565409702,18410056971,18410056971,23155352730,23155352730,1400589971,1400589971,1400589971,1400589971,0,0,0,0,690871287,690871287,12988812542,12988812542,9593664028,9593664028,3395148514,3395148514,500000000,500000000,500000000,500000000,0,0,0,0,247399823,247399823,5452494457,5452494457,4585074124,4585074124,867420333,867420333,533333333,533333333,533333333,533333333,0,0,0,0,514775374,514775374,11769485692,11769485692,9254788790,9254788790,2514696902,2514696902,159863946,159863946,159863946,159863946,0,0,0,0,58121802,58121802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8018675921,8018675921,4614384249,4614384249,3404291672,3404291672,336846030,336846030,336846030,336846030,0,0,0,0,239421647,239421647,1677077944,1677077944,147533645,147533645,1529544298,1529544298,166666667,166666667,166666667,166666667,0,0,0,0,144789721,144789721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81471956258,81471956258,46605501808,46605501808,34866454450,34866454450,3097299946,3097299946,3097299946,3097299946,0,0,0,0,1895379653,1895379653
Y,Y,Y,N,엠트론,201812,2018,12,하반기,4분기, 사업별손익,계획,41565409702,41565409702,18410056971,18410056971,23155352730,23155352730,1400589971,1400589971,1400589971,1400589971,0,0,0,0,690871287,690871287,12988812542,12988812542,9593664028,9593664028,3395148514,3395148514,500000000,500000000,500000000,500000000,0,0,0,0,247399823,247399823,5452494457,5452494457,4585074124,4585074124,867420333,867420333,533333333,533333333,533333333,533333333,0,0,0,0,514775374,514775374,11769485692,11769485692,9254788790,9254788790,2514696902,2514696902,159863946,159863946,159863946,159863946,0,0,0,0,58121802,58121802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8018675921,8018675921,4614384249,4614384249,3404291672,3404291672,336846030,336846030,336846030,336846030,0,0,0,0,239421647,239421647,1677077944,1677077944,147533645,147533645,1529544298,1529544298,166666667,166666667,166666667,166666667,0,0,0,0,144789721,144789721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81471956258,81471956258,46605501808,46605501808,34866454450,34866454450,3097299946,3097299946,3097299946,3097299946,0,0,0,0,1895379653,1895379653
Y,Y,Y,N,엠트론,201901,2019,1,상반기,1분기, 사업별손익,계획,43460291262,43460291262,15471863689,15471863689,27988427573,27988427573,1533333333,1533333333,1533333333,1533333333,0,0,0,0,0,0,12500000000,12500000000,8343750000,8343750000,4156250000,4156250000,0,0,0,0,0,0,0,0,0,0,3087781241,3087781241,2161446869,2161446869,926334372,926334372,0,0,0,0,0,0,0,0,0,0,10041666667,10041666667,8293044330,8293044330,1748622337,1748622337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413333333,1413333333,353333333,353333333,1060000000,1060000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70503072504,70503072504,34623438222,34623438222,35879634282,35879634282,556666667,556666667,556666667,556666667,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201902,2019,2,상반기,1분기, 사업별손익,계획,43460291262,43460291262,15471863689,15471863689,27988427573,27988427573,1533333333,1533333333,1533333333,1533333333,0,0,0,0,0,0,12500000000,12500000000,8343750000,8343750000,4156250000,4156250000,0,0,0,0,0,0,0,0,0,0,3087781241,3087781241,2161446869,2161446869,926334372,926334372,0,0,0,0,0,0,0,0,0,0,10041666667,10041666667,8293044330,8293044330,1748622337,1748622337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413333333,1413333333,353333333,353333333,1060000000,1060000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70503072504,70503072504,34623438222,34623438222,35879634282,35879634282,556666667,556666667,556666667,556666667,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201903,2019,3,상반기,1분기, 사업별손익,계획,43460291262,43460291262,15471863689,15471863689,27988427573,27988427573,1533333333,1533333333,1533333333,1533333333,0,0,0,0,0,0,12500000000,12500000000,8343750000,8343750000,4156250000,4156250000,0,0,0,0,0,0,0,0,0,0,3087781241,3087781241,2161446869,2161446869,926334372,926334372,0,0,0,0,0,0,0,0,0,0,10041666667,10041666667,8293044330,8293044330,1748622337,1748622337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1413333333,1413333333,353333333,353333333,1060000000,1060000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70503072504,70503072504,34623438222,34623438222,35879634282,35879634282,556666667,556666667,556666667,556666667,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201904,2019,4,상반기,2분기, 사업별손익,계획,49126333333,49126333333,17488974667,17488974667,31637358667,31637358667,2903333333,2903333333,2903333333,2903333333,0,0,0,0,0,0,15000000000,15000000000,10012500000,10012500000,4987500000,4987500000,0,0,0,0,0,0,0,0,0,0,4514121193,4514121193,3159884835,3159884835,1354236358,1354236358,33333333,33333333,33333333,33333333,0,0,0,0,0,0,10150000000,10150000000,8382512858,8382512858,1767487142,1767487142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901333333,1901333333,475333333,475333333,1426000000,1426000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80691787859,80691787859,39519205693,39519205693,41172582166,41172582166,2184333333,2184333333,2184333333,2184333333,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201905,2019,5,상반기,2분기, 사업별손익,계획,49126333333,49126333333,17488974667,17488974667,31637358667,31637358667,2903333333,2903333333,2903333333,2903333333,0,0,0,0,0,0,15000000000,15000000000,10012500000,10012500000,4987500000,4987500000,0,0,0,0,0,0,0,0,0,0,4514121193,4514121193,3159884835,3159884835,1354236358,1354236358,33333333,33333333,33333333,33333333,0,0,0,0,0,0,10150000000,10150000000,8382512858,8382512858,1767487142,1767487142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901333333,1901333333,475333333,475333333,1426000000,1426000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80691787859,80691787859,39519205693,39519205693,41172582166,41172582166,2184333333,2184333333,2184333333,2184333333,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201906,2019,6,상반기,2분기, 사업별손익,계획,49126333333,49126333333,17488974667,17488974667,31637358667,31637358667,2903333333,2903333333,2903333333,2903333333,0,0,0,0,0,0,15000000000,15000000000,10012500000,10012500000,4987500000,4987500000,0,0,0,0,0,0,0,0,0,0,4514121193,4514121193,3159884835,3159884835,1354236358,1354236358,33333333,33333333,33333333,33333333,0,0,0,0,0,0,10150000000,10150000000,8382512858,8382512858,1767487142,1767487142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901333333,1901333333,475333333,475333333,1426000000,1426000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80691787859,80691787859,39519205693,39519205693,41172582166,41172582166,2184333333,2184333333,2184333333,2184333333,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201907,2019,7,하반기,3분기, 사업별손익,계획,36000970874,36000970874,12816345631,12816345631,23184625243,23184625243,376666667,376666667,376666667,376666667,0,0,0,0,0,0,12333333333,12333333333,8232500000,8232500000,4100833333,4100833333,0,0,0,0,0,0,0,0,0,0,5335209039,5335209039,3734646327,3734646327,1600562712,1600562712,133333333,133333333,133333333,133333333,0,0,0,0,0,0,12648333333,12648333333,10445794759,10445794759,2202538575,2202538575,113333333,113333333,113333333,113333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153333333,2153333333,538333333,538333333,1615000000,1615000000,33333333,33333333,33333333,33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68471179912,68471179912,35767620050,35767620050,32703559862,32703559862,0,0,0,0,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201908,2019,8,하반기,3분기, 사업별손익,계획,36000970874,36000970874,12816345631,12816345631,23184625243,23184625243,376666667,376666667,376666667,376666667,0,0,0,0,0,0,12333333333,12333333333,8232500000,8232500000,4100833333,4100833333,0,0,0,0,0,0,0,0,0,0,5335209039,5335209039,3734646327,3734646327,1600562712,1600562712,133333333,133333333,133333333,133333333,0,0,0,0,0,0,12648333333,12648333333,10445794759,10445794759,2202538575,2202538575,113333333,113333333,113333333,113333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153333333,2153333333,538333333,538333333,1615000000,1615000000,33333333,33333333,33333333,33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68471179912,68471179912,35767620050,35767620050,32703559862,32703559862,0,0,0,0,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201909,2019,9,하반기,3분기, 사업별손익,계획,36000970874,36000970874,12816345631,12816345631,23184625243,23184625243,376666667,376666667,376666667,376666667,0,0,0,0,0,0,12333333333,12333333333,8232500000,8232500000,4100833333,4100833333,0,0,0,0,0,0,0,0,0,0,5335209039,5335209039,3734646327,3734646327,1600562712,1600562712,133333333,133333333,133333333,133333333,0,0,0,0,0,0,12648333333,12648333333,10445794759,10445794759,2202538575,2202538575,113333333,113333333,113333333,113333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153333333,2153333333,538333333,538333333,1615000000,1615000000,33333333,33333333,33333333,33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68471179912,68471179912,35767620050,35767620050,32703559862,32703559862,0,0,0,0,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201910,2019,10,하반기,4분기, 사업별손익,계획,38063333333,38063333333,13550546667,13550546667,24512786667,24512786667,1190000000,1190000000,1190000000,1190000000,0,0,0,0,0,0,13500000000,13500000000,9011250000,9011250000,4488750000,4488750000,0,0,0,0,0,0,0,0,0,0,5396221861,5396221861,3777355302,3777355302,1618866558,1618866558,233333333,233333333,233333333,233333333,0,0,0,0,0,0,12175000000,12175000000,10054886113,10054886113,2120113887,2120113887,96666667,96666667,96666667,96666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208000000,2208000000,552000000,552000000,1656000000,1656000000,33333333,33333333,33333333,33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71342555194,71342555194,36946038082,36946038082,34396517112,34396517112,1532000000,1532000000,1532000000,1532000000,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201911,2019,11,하반기,4분기, 사업별손익,계획,38063333333,38063333333,13550546667,13550546667,24512786667,24512786667,1190000000,1190000000,1190000000,1190000000,0,0,0,0,0,0,13500000000,13500000000,9011250000,9011250000,4488750000,4488750000,0,0,0,0,0,0,0,0,0,0,5396221861,5396221861,3777355302,3777355302,1618866558,1618866558,233333333,233333333,233333333,233333333,0,0,0,0,0,0,12175000000,12175000000,10054886113,10054886113,2120113887,2120113887,96666667,96666667,96666667,96666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208000000,2208000000,552000000,552000000,1656000000,1656000000,33333333,33333333,33333333,33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71342555194,71342555194,36946038082,36946038082,34396517112,34396517112,1532000000,1532000000,1532000000,1532000000,0,0,0,0,0,0
Y,Y,Y,N,엠트론,201912,2019,12,하반기,4분기, 사업별손익,계획,38063333333,38063333333,13550546667,13550546667,24512786667,24512786667,1190000000,1190000000,1190000000,1190000000,0,0,0,0,0,0,13500000000,13500000000,9011250000,9011250000,4488750000,4488750000,0,0,0,0,0,0,0,0,0,0,5396221861,5396221861,3777355302,3777355302,1618866558,1618866558,233333333,233333333,233333333,233333333,0,0,0,0,0,0,12175000000,12175000000,10054886113,10054886113,2120113887,2120113887,96666667,96666667,96666667,96666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2208000000,2208000000,552000000,552000000,1656000000,1656000000,33333333,33333333,33333333,33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71342555194,71342555194,36946038082,36946038082,34396517112,34396517112,1532000000,1532000000,1532000000,1532000000,0,0,0,0,0,0
Y,Y,Y,N,엠트론,202001,2020,1,상반기,1분기, 사업별손익,계획,46700000000,46700000000,17200000000,17200000000,29500000000,29500000000,2700000000,2700000000,2700000000,2700000000,0,0,0,0,2400000000,2400000000,12500000000,12500000000,9500000000,9500000000,3000000000,3000000000,0,0,0,0,0,0,0,0,0,0,2700000000,2700000000,2000000000,2000000000,700000000,700000000,0,0,0,0,0,0,0,0,0,0,11058568793,11058568793,9800000000,9800000000,1258568793,1258568793,218875956,218875956,218875956,218875956,0,0,0,0,118875956,118875956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700000000,1700000000,200000000,200000000,1500000000,1500000000,4444444,4444444,4444444,4444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74658568793,74658568793,38700000000,38700000000,35958568793,35958568793,2023320400,2023320400,2023320400,2023320400,0,0,0,0,1433820400,1433820400
