그룹,4개사,11개사,CIC,회사,year,month,반기,분기,계정,항목,산업기기-튜브 매출액,산업기기-튜브 매출액 누계,산업기기-튜브 매출액(국내),산업기기-튜브 매출액(국내) 누계,산업기기-튜브 매출액(해외),산업기기-튜브 매출액(해외) 누계,산업기기-튜브 영업이익,산업기기-튜브 영업이익 누계,산업기기-튜브 영업이익(국내),산업기기-튜브 영업이익(국내) 누계,산업기기-튜브 영업이익(해외),산업기기-튜브 영업이익(해외) 누계,산업기기-튜브 조정영업이익,산업기기-튜브 조정영업이익 누계,산업기기-튜브 세전이익,산업기기-튜브 세전이익 누계,자동차전선 매출액,자동차전선 매출액 누계,자동차전선 매출액(국내),자동차전선 매출액(국내) 누계,자동차전선 매출액(해외),자동차전선 매출액(해외) 누계,자동차전선 영업이익,자동차전선 영업이익 누계,자동차전선 영업이익(국내),자동차전선 영업이익(국내) 누계,자동차전선 영업이익(해외),자동차전선 영업이익(해외) 누계,자동차전선 조정영업이익,자동차전선 조정영업이익 누계,자동차전선 세전이익,자동차전선 세전이익 누계,피복선 매출액,피복선 매출액 누계,피복선 매출액(국내),피복선 매출액(국내) 누계,피복선 매출액(해외),피복선 매출액(해외) 누계,피복선 영업이익,피복선 영업이익 누계,피복선 영업이익(국내),피복선 영업이익(국내) 누계,피복선 영업이익(해외),피복선 영업이익(해외) 누계,피복선 조정영업이익,피복선 조정영업이익 누계,피복선 세전이익,피복선 세전이익 누계,산업용특수케이블 매출액,산업용특수케이블 매출액 누계,산업용특수케이블 매출액(국내),산업용특수케이블 매출액(국내) 누계,산업용특수케이블 매출액(해외),산업용특수케이블 매출액(해외) 누계,산업용특수케이블 영업이익,산업용특수케이블 영업이익 누계,산업용특수케이블 영업이익(국내),산업용특수케이블 영업이익(국내) 누계,산업용특수케이블 영업이익(해외),산업용특수케이블 영업이익(해외) 누계,산업용특수케이블 조정영업이익,산업용특수케이블 조정영업이익 누계,산업용특수케이블 세전이익,산업용특수케이블 세전이익 누계,부스닥트 매출액,부스닥트 매출액 누계,부스닥트 매출액(국내),부스닥트 매출액(국내) 누계,부스닥트 매출액(해외),부스닥트 매출액(해외) 누계,부스닥트 영업이익,부스닥트 영업이익 누계,부스닥트 영업이익(국내),부스닥트 영업이익(국내) 누계,부스닥트 영업이익(해외),부스닥트 영업이익(해외) 누계,부스닥트 조정영업이익,부스닥트 조정영업이익 누계,부스닥트 세전이익,부스닥트 세전이익 누계,권선 매출액,권선 매출액 누계,권선 매출액(국내),권선 매출액(국내) 누계,권선 매출액(해외),권선 매출액(해외) 누계,권선 영업이익,권선 영업이익 누계,권선 영업이익(국내),권선 영업이익(국내) 누계,권선 영업이익(해외),권선 영업이익(해외) 누계,권선 조정영업이익,권선 조정영업이익 누계,권선 세전이익,권선 세전이익 누계,소재 매출액,소재 매출액 누계,소재 매출액(국내),소재 매출액(국내) 누계,소재 매출액(해외),소재 매출액(해외) 누계,소재 영업이익,소재 영업이익 누계,소재 영업이익(국내),소재 영업이익(국내) 누계,소재 영업이익(해외),소재 영업이익(해외) 누계,소재 조정영업이익,소재 조정영업이익 누계,소재 세전이익,소재 세전이익 누계,알미늄 매출액,알미늄 매출액 누계,알미늄 매출액(국내),알미늄 매출액(국내) 누계,알미늄 매출액(해외),알미늄 매출액(해외) 누계,알미늄 영업이익,알미늄 영업이익 누계,알미늄 영업이익(국내),알미늄 영업이익(국내) 누계,알미늄 영업이익(해외),알미늄 영업이익(해외) 누계,알미늄 조정영업이익,알미늄 조정영업이익 누계,알미늄 세전이익,알미늄 세전이익 누계,광통신 매출액,광통신 매출액 누계,광통신 매출액(국내),광통신 매출액(국내) 누계,광통신 매출액(해외),광통신 매출액(해외) 누계,광통신 영업이익,광통신 영업이익 누계,광통신 영업이익(국내),광통신 영업이익(국내) 누계,광통신 영업이익(해외),광통신 영업이익(해외) 누계,광통신 조정영업이익,광통신 조정영업이익 누계,광통신 세전이익,광통신 세전이익 누계,UTP 매출액,UTP 매출액 누계,UTP 매출액(국내),UTP 매출액(국내) 누계,UTP 매출액(해외),UTP 매출액(해외) 누계,UTP 영업이익,UTP 영업이익 누계,UTP 영업이익(국내),UTP 영업이익(국내) 누계,UTP 영업이익(해외),UTP 영업이익(해외) 누계,UTP 조정영업이익,UTP 조정영업이익 누계,UTP 세전이익,UTP 세전이익 누계,무선망 매출액,무선망 매출액 누계,무선망 매출액(국내),무선망 매출액(국내) 누계,무선망 매출액(해외),무선망 매출액(해외) 누계,무선망 영업이익,무선망 영업이익 누계,무선망 영업이익(국내),무선망 영업이익(국내) 누계,무선망 영업이익(해외),무선망 영업이익(해외) 누계,무선망 조정영업이익,무선망 조정영업이익 누계,무선망 세전이익,무선망 세전이익 누계,SI 매출액,SI 매출액 누계,SI 매출액(국내),SI 매출액(국내) 누계,SI 매출액(해외),SI 매출액(해외) 누계,SI 영업이익,SI 영업이익 누계,SI 영업이익(국내),SI 영업이익(국내) 누계,SI 영업이익(해외),SI 영업이익(해외) 누계,SI 조정영업이익,SI 조정영업이익 누계,SI 세전이익,SI 세전이익 누계,초고압 매출액,초고압 매출액 누계,초고압 매출액(국내),초고압 매출액(국내) 누계,초고압 매출액(해외),초고압 매출액(해외) 누계,초고압 영업이익,초고압 영업이익 누계,초고압 영업이익(국내),초고압 영업이익(국내) 누계,초고압 영업이익(해외),초고압 영업이익(해외) 누계,초고압 조정영업이익,초고압 조정영업이익 누계,초고압 세전이익,초고압 세전이익 누계,해저케이블 매출액,해저케이블 매출액 누계,해저케이블 매출액(국내),해저케이블 매출액(국내) 누계,해저케이블 매출액(해외),해저케이블 매출액(해외) 누계,해저케이블 영업이익,해저케이블 영업이익 누계,해저케이블 영업이익(국내),해저케이블 영업이익(국내) 누계,해저케이블 영업이익(해외),해저케이블 영업이익(해외) 누계,해저케이블 조정영업이익,해저케이블 조정영업이익 누계,해저케이블 세전이익,해저케이블 세전이익 누계,기타 매출액,기타 매출액 누계,기타 매출액(국내),기타 매출액(국내) 누계,기타 매출액(해외),기타 매출액(해외) 누계,기타 영업이익,기타 영업이익 누계,기타 영업이익(국내),기타 영업이익(국내) 누계,기타 영업이익(해외),기타 영업이익(해외) 누계,기타 조정영업이익,기타 조정영업이익 누계,기타 세전이익,기타 세전이익 누계,합계 매출액,합계 매출액 누계,합계 매출액(국내),합계 매출액(국내) 누계,합계 매출액(해외),합계 매출액(해외) 누계,합계 영업이익,합계 영업이익 누계,합계 영업이익(국내),합계 영업이익(국내) 누계,합계 영업이익(해외),합계 영업이익(해외) 누계,합계 조정영업이익,합계 조정영업이익 누계,합계 세전이익,합계 세전이익 누계
Y,Y,Y,N,전선,2019,2,상반기,1분기, 사업별손익,계획,7711156697,7711156697,7711156697,7711156697,0,0,583333333,583333333,583333333,583333333,0,0,0,0,689682178,689682178,8766666667,8766666667,8766666667,8766666667,0,0,475833333,475833333,475833333,475833333,0,0,0,0,450669807,450669807,37233333333,37233333333,37233333333,37233333333,0,0,91666667,91666667,91666667,91666667,0,0,0,0,0,0,5531851852,5531851852,5531851852,5531851852,0,0,0,0,0,0,0,0,0,0,0,0,13666666667,13666666667,13666666667,13666666667,0,0,1820280000,1820280000,1820280000,1820280000,0,0,0,0,1634551471,1634551471,17103333333,17103333333,17103333333,17103333333,0,0,200000000,200000000,200000000,200000000,0,0,0,0,0,0,84200000000,84200000000,84200000000,84200000000,0,0,1000000000,1000000000,1000000000,1000000000,0,0,0,0,509633713,509633713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15851359656,15851359656,15851359656,15851359656,0,0,1594000472,1594000472,1594000472,1594000472,0,0,0,0,1603179074,1603179074,4720000000,4720000000,4720000000,4720000000,0,0,496235055,496235055,496235055,496235055,0,0,0,0,606488493,606488493,2233333333,2233333333,2233333333,2233333333,0,0,0,0,0,0,0,0,0,0,138149036,138149036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59901355787,59901355787,59901355787,59901355787,0,0,204841667,204841667,204841667,204841667,0,0,0,0,0,0,3333333333,3333333333,3333333333,3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60252E+11,2.60252E+11,2.60252E+11,2.60252E+11,0,0,3955250000,3955250000,3955250000,3955250000,0,0,0,0,288583333,288583333
Y,Y,Y,N,전선,2019,3,상반기,1분기, 사업별손익,계획,7711156697,7711156697,7711156697,7711156697,0,0,583333333,583333333,583333333,583333333,0,0,0,0,689682178,689682178,8766666667,8766666667,8766666667,8766666667,0,0,475833333,475833333,475833333,475833333,0,0,0,0,450669807,450669807,37233333333,37233333333,37233333333,37233333333,0,0,91666667,91666667,91666667,91666667,0,0,0,0,0,0,5531851852,5531851852,5531851852,5531851852,0,0,0,0,0,0,0,0,0,0,0,0,13666666667,13666666667,13666666667,13666666667,0,0,1820280000,1820280000,1820280000,1820280000,0,0,0,0,1634551471,1634551471,17103333333,17103333333,17103333333,17103333333,0,0,200000000,200000000,200000000,200000000,0,0,0,0,0,0,84200000000,84200000000,84200000000,84200000000,0,0,1000000000,1000000000,1000000000,1000000000,0,0,0,0,509633713,509633713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15851359656,15851359656,15851359656,15851359656,0,0,1594000472,1594000472,1594000472,1594000472,0,0,0,0,1603179074,1603179074,4720000000,4720000000,4720000000,4720000000,0,0,496235055,496235055,496235055,496235055,0,0,0,0,606488493,606488493,2233333333,2233333333,2233333333,2233333333,0,0,0,0,0,0,0,0,0,0,138149036,138149036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59901355787,59901355787,59901355787,59901355787,0,0,204841667,204841667,204841667,204841667,0,0,0,0,0,0,3333333333,3333333333,3333333333,3333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60252E+11,2.60252E+11,2.60252E+11,2.60252E+11,0,0,3955250000,3955250000,3955250000,3955250000,0,0,0,0,288583333,288583333
Y,Y,Y,N,전선,2019,4,상반기,2분기, 사업별손익,계획,8585490031,8585490031,8585490031,8585490031,0,0,220000000,220000000,220000000,220000000,0,0,0,0,326348845,326348845,9133333333,9133333333,9133333333,9133333333,0,0,342500000,342500000,342500000,342500000,0,0,0,0,317336474,317336474,42533333333,42533333333,42533333333,42533333333,0,0,0,0,0,0,0,0,0,0,0,0,6887407407,6887407407,6887407407,6887407407,0,0,0,0,0,0,0,0,0,0,0,0,15833333333,15833333333,15833333333,15833333333,0,0,1629333333,1629333333,1629333333,1629333333,0,0,0,0,1443604805,1443604805,18603333333,18603333333,18603333333,18603333333,0,0,228333333,228333333,228333333,228333333,0,0,0,0,0,0,91200000000,91200000000,91200000000,91200000000,0,0,666666667,666666667,666666667,666666667,0,0,0,0,176300380,176300380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17552930599,17552930599,17552930599,17552930599,0,0,1197333805,1197333805,1197333805,1197333805,0,0,0,0,1206512408,1206512408,5390000000,5390000000,5390000000,5390000000,0,0,299568388,299568388,299568388,299568388,0,0,0,0,409821826,409821826,2775000000,2775000000,2775000000,2775000000,0,0,0,0,0,0,0,0,0,0,29815703,29815703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34769968719,34769968719,34769968719,34769968719,0,0,364608333,364608333,364608333,364608333,0,0,0,0,0,0,14541000000,14541000000,14541000000,14541000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67805E+11,2.67805E+11,2.67805E+11,2.67805E+11,0,0,3034070000,3034070000,3034070000,3034070000,0,0,0,0,534070000,534070000
Y,Y,Y,N,전선,2019,5,상반기,2분기, 사업별손익,계획,8585490031,8585490031,8585490031,8585490031,0,0,520000000,520000000,520000000,520000000,0,0,0,0,626348845,626348845,9133333333,9133333333,9133333333,9133333333,0,0,542500000,542500000,542500000,542500000,0,0,0,0,517336474,517336474,42533333333,42533333333,42533333333,42533333333,0,0,558333333,558333333,558333333,558333333,0,0,0,0,0,0,6887407407,6887407407,6887407407,6887407407,0,0,0,0,0,0,0,0,0,0,24027428,24027428,15833333333,15833333333,15833333333,15833333333,0,0,1829333333,1829333333,1829333333,1829333333,0,0,0,0,1643604805,1643604805,18603333333,18603333333,18603333333,18603333333,0,0,228333333,228333333,228333333,228333333,0,0,0,0,0,0,91200000000,91200000000,91200000000,91200000000,0,0,1066666667,1066666667,1066666667,1066666667,0,0,0,0,576300380,576300380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17552930599,17552930599,17552930599,17552930599,0,0,1497333805,1497333805,1497333805,1497333805,0,0,0,0,1506512408,1506512408,5390000000,5390000000,5390000000,5390000000,0,0,499568388,499568388,499568388,499568388,0,0,0,0,609821826,609821826,2775000000,2775000000,2775000000,2775000000,0,0,0,0,0,0,0,0,0,0,129815703,129815703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34769968719,34769968719,34769968719,34769968719,0,0,1464608333,1464608333,1464608333,1464608333,0,0,0,0,1019073264,1019073264,14541000000,14541000000,14541000000,14541000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67805E+11,2.67805E+11,2.67805E+11,2.67805E+11,0,0,6934070000,6934070000,6934070000,6934070000,0,0,0,0,4434070000,4434070000
Y,Y,Y,N,전선,2019,6,상반기,2분기, 사업별손익,계획,8585490031,8585490031,8585490031,8585490031,0,0,1120000000,1120000000,1120000000,1120000000,0,0,0,0,1226348845,1226348845,9133333333,9133333333,9133333333,9133333333,0,0,742500000,742500000,742500000,742500000,0,0,0,0,717336474,717336474,42533333333,42533333333,42533333333,42533333333,0,0,1458333333,1458333333,1458333333,1458333333,0,0,0,0,795259415,795259415,6887407407,6887407407,6887407407,6887407407,0,0,133333333,133333333,133333333,133333333,0,0,0,0,324027428,324027428,15833333333,15833333333,15833333333,15833333333,0,0,2029333333,2029333333,2029333333,2029333333,0,0,0,0,1843604805,1843604805,18603333333,18603333333,18603333333,18603333333,0,0,228333333,228333333,228333333,228333333,0,0,0,0,0,0,91200000000,91200000000,91200000000,91200000000,0,0,1766666667,1766666667,1766666667,1766666667,0,0,0,0,1276300380,1276300380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17552930599,17552930599,17552930599,17552930599,0,0,2097333805,2097333805,2097333805,2097333805,0,0,0,0,2106512408,2106512408,5390000000,5390000000,5390000000,5390000000,0,0,699568388,699568388,699568388,699568388,0,0,0,0,809821826,809821826,2775000000,2775000000,2775000000,2775000000,0,0,89892807,89892807,89892807,89892807,0,0,0,0,229815703,229815703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34769968719,34769968719,34769968719,34769968719,0,0,2864608333,2864608333,2864608333,2864608333,0,0,0,0,2419073264,2419073264,14541000000,14541000000,14541000000,14541000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67805E+11,2.67805E+11,2.67805E+11,2.67805E+11,0,0,12934070000,12934070000,12934070000,12934070000,0,0,0,0,10434070000,10434070000
Y,Y,Y,N,전선,2019,7,하반기,3분기, 사업별손익,계획,9508156697,9508156697,9508156697,9508156697,0,0,826666667,826666667,826666667,826666667,0,0,0,0,933015511,933015511,9466666667,9466666667,9466666667,9466666667,0,0,542500000,542500000,542500000,542500000,0,0,0,0,517336474,517336474,42266666667,42266666667,42266666667,42266666667,0,0,791666667,791666667,791666667,791666667,0,0,0,0,128592749,128592749,6949629630,6949629630,6949629630,6949629630,0,0,0,0,0,0,0,0,0,0,90694094,90694094,16500000000,16500000000,16500000000,16500000000,0,0,1829333333,1829333333,1829333333,1829333333,0,0,0,0,1643604805,1643604805,15903333333,15903333333,15903333333,15903333333,0,0,266666667,266666667,266666667,266666667,0,0,0,0,0,0,87700000000,87700000000,87700000000,87700000000,0,0,1183333333,1183333333,1183333333,1183333333,0,0,0,0,692967047,692967047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17586263933,17586263933,17586263933,17586263933,0,0,1677333805,1677333805,1677333805,1677333805,0,0,0,0,1686512408,1686512408,5133333333,5133333333,5133333333,5133333333,0,0,472901722,472901722,472901722,472901722,0,0,0,0,583155160,583155160,3350000000,3350000000,3350000000,3350000000,0,0,118226140,118226140,118226140,118226140,0,0,0,0,258149036,258149036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72409428283,72409428283,72409428283,72409428283,0,0,3548775000,3548775000,3548775000,3548775000,0,0,0,0,3103239931,3103239931,9076666667,9076666667,9076666667,9076666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9585E+11,2.9585E+11,2.9585E+11,2.9585E+11,0,0,10601570000,10601570000,10601570000,10601570000,0,0,0,0,6434903333,6434903333
Y,Y,Y,N,전선,2019,8,하반기,3분기, 사업별손익,계획,9508156697,9508156697,9508156697,9508156697,0,0,826666667,826666667,826666667,826666667,0,0,0,0,933015511,933015511,9466666667,9466666667,9466666667,9466666667,0,0,542500000,542500000,542500000,542500000,0,0,0,0,517336474,517336474,42266666667,42266666667,42266666667,42266666667,0,0,791666667,791666667,791666667,791666667,0,0,0,0,128592749,128592749,6949629630,6949629630,6949629630,6949629630,0,0,0,0,0,0,0,0,0,0,90694094,90694094,16500000000,16500000000,16500000000,16500000000,0,0,1829333333,1829333333,1829333333,1829333333,0,0,0,0,1643604805,1643604805,15903333333,15903333333,15903333333,15903333333,0,0,266666667,266666667,266666667,266666667,0,0,0,0,0,0,87700000000,87700000000,87700000000,87700000000,0,0,1183333333,1183333333,1183333333,1183333333,0,0,0,0,692967047,692967047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17586263933,17586263933,17586263933,17586263933,0,0,1677333805,1677333805,1677333805,1677333805,0,0,0,0,1686512408,1686512408,5133333333,5133333333,5133333333,5133333333,0,0,472901722,472901722,472901722,472901722,0,0,0,0,583155160,583155160,3350000000,3350000000,3350000000,3350000000,0,0,118226140,118226140,118226140,118226140,0,0,0,0,258149036,258149036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72409428283,72409428283,72409428283,72409428283,0,0,3548775000,3548775000,3548775000,3548775000,0,0,0,0,3103239931,3103239931,9076666667,9076666667,9076666667,9076666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9585E+11,2.9585E+11,2.9585E+11,2.9585E+11,0,0,10601570000,10601570000,10601570000,10601570000,0,0,0,0,6434903333,6434903333
Y,Y,Y,N,전선,2019,9,하반기,3분기, 사업별손익,계획,9508156697,9508156697,9508156697,9508156697,0,0,826666667,826666667,826666667,826666667,0,0,0,0,933015511,933015511,9466666667,9466666667,9466666667,9466666667,0,0,542500000,542500000,542500000,542500000,0,0,0,0,517336474,517336474,42266666667,42266666667,42266666667,42266666667,0,0,791666667,791666667,791666667,791666667,0,0,0,0,128592749,128592749,6949629630,6949629630,6949629630,6949629630,0,0,0,0,0,0,0,0,0,0,90694094,90694094,16500000000,16500000000,16500000000,16500000000,0,0,1829333333,1829333333,1829333333,1829333333,0,0,0,0,1643604805,1643604805,15903333333,15903333333,15903333333,15903333333,0,0,266666667,266666667,266666667,266666667,0,0,0,0,0,0,87700000000,87700000000,87700000000,87700000000,0,0,1183333333,1183333333,1183333333,1183333333,0,0,0,0,692967047,692967047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17586263933,17586263933,17586263933,17586263933,0,0,1677333805,1677333805,1677333805,1677333805,0,0,0,0,1686512408,1686512408,5133333333,5133333333,5133333333,5133333333,0,0,472901722,472901722,472901722,472901722,0,0,0,0,583155160,583155160,3350000000,3350000000,3350000000,3350000000,0,0,118226140,118226140,118226140,118226140,0,0,0,0,258149036,258149036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72409428283,72409428283,72409428283,72409428283,0,0,3548775000,3548775000,3548775000,3548775000,0,0,0,0,3103239931,3103239931,9076666667,9076666667,9076666667,9076666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9585E+11,2.9585E+11,2.9585E+11,2.9585E+11,0,0,10601570000,10601570000,10601570000,10601570000,0,0,0,0,6434903333,6434903333
Y,Y,Y,N,전선,2019,10,하반기,4분기, 사업별손익,계획,9862823364,9862823364,9862823364,9862823364,0,0,1066666667,1066666667,1066666667,1066666667,0,0,0,0,1173015511,1173015511,10300000000,10300000000,10300000000,10300000000,0,0,609166667,609166667,609166667,609166667,0,0,0,0,584003141,584003141,44633333333,44633333333,44633333333,44633333333,0,0,1291666667,1291666667,1291666667,1291666667,0,0,0,0,628592749,628592749,7297777778,7297777778,7297777778,7297777778,0,0,0,0,0,0,0,0,0,0,124027428,124027428,14000000000,14000000000,14000000000,14000000000,0,0,1521053333,1521053333,1521053333,1521053333,0,0,0,0,1335324805,1335324805,17403333333,17403333333,17403333333,17403333333,0,0,304000000,304000000,304000000,304000000,0,0,0,0,0,0,87700000000,87700000000,87700000000,87700000000,0,0,1316666667,1316666667,1316666667,1316666667,0,0,0,0,826300380,826300380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17363518063,17363518063,17363518063,17363518063,0,0,1700667138,1700667138,1700667138,1700667138,0,0,0,0,1709845741,1709845741,5460000000,5460000000,5460000000,5460000000,0,0,506235055,506235055,506235055,506235055,0,0,0,0,616488493,616488493,3808333333,3808333333,3808333333,3808333333,0,0,144892807,144892807,144892807,144892807,0,0,0,0,284815703,284815703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84878876407,84878876407,84878876407,84878876407,0,0,5119775000,5119775000,5119775000,5119775000,0,0,0,0,4674239931,4674239931,17949000000,17949000000,17949000000,17949000000,0,0,117500000,117500000,117500000,117500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20657E+11,3.20657E+11,3.20657E+11,3.20657E+11,0,0,13631623333,13631623333,13631623333,13631623333,0,0,0,0,9464956667,9464956667
Y,Y,Y,N,전선,2019,11,하반기,4분기, 사업별손익,계획,9862823364,9862823364,9862823364,9862823364,0,0,1066666667,1066666667,1066666667,1066666667,0,0,0,0,1173015511,1173015511,10300000000,10300000000,10300000000,10300000000,0,0,609166667,609166667,609166667,609166667,0,0,0,0,584003141,584003141,44633333333,44633333333,44633333333,44633333333,0,0,1291666667,1291666667,1291666667,1291666667,0,0,0,0,628592749,628592749,7297777778,7297777778,7297777778,7297777778,0,0,0,0,0,0,0,0,0,0,124027428,124027428,14000000000,14000000000,14000000000,14000000000,0,0,1521053333,1521053333,1521053333,1521053333,0,0,0,0,1335324805,1335324805,17403333333,17403333333,17403333333,17403333333,0,0,304000000,304000000,304000000,304000000,0,0,0,0,0,0,87700000000,87700000000,87700000000,87700000000,0,0,1316666667,1316666667,1316666667,1316666667,0,0,0,0,826300380,826300380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17363518063,17363518063,17363518063,17363518063,0,0,1700667138,1700667138,1700667138,1700667138,0,0,0,0,1709845741,1709845741,5460000000,5460000000,5460000000,5460000000,0,0,506235055,506235055,506235055,506235055,0,0,0,0,616488493,616488493,3808333333,3808333333,3808333333,3808333333,0,0,144892807,144892807,144892807,144892807,0,0,0,0,284815703,284815703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84878876407,84878876407,84878876407,84878876407,0,0,5119775000,5119775000,5119775000,5119775000,0,0,0,0,4674239931,4674239931,17949000000,17949000000,17949000000,17949000000,0,0,117500000,117500000,117500000,117500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20657E+11,3.20657E+11,3.20657E+11,3.20657E+11,0,0,13631623333,13631623333,13631623333,13631623333,0,0,0,0,9464956667,9464956667
Y,Y,Y,N,전선,2019,12,하반기,4분기, 사업별손익,계획,9862823364,9862823364,9862823364,9862823364,0,0,1066666667,1066666667,1066666667,1066666667,0,0,0,0,1173015511,1173015511,10300000000,10300000000,10300000000,10300000000,0,0,609166667,609166667,609166667,609166667,0,0,0,0,584003141,584003141,44633333333,44633333333,44633333333,44633333333,0,0,1291666667,1291666667,1291666667,1291666667,0,0,0,0,628592749,628592749,7297777778,7297777778,7297777778,7297777778,0,0,0,0,0,0,0,0,0,0,124027428,124027428,14000000000,14000000000,14000000000,14000000000,0,0,1521053333,1521053333,1521053333,1521053333,0,0,0,0,1335324805,1335324805,17403333333,17403333333,17403333333,17403333333,0,0,304000000,304000000,304000000,304000000,0,0,0,0,0,0,87700000000,87700000000,87700000000,87700000000,0,0,1316666667,1316666667,1316666667,1316666667,0,0,0,0,826300380,826300380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17363518063,17363518063,17363518063,17363518063,0,0,1700667138,1700667138,1700667138,1700667138,0,0,0,0,1709845741,1709845741,5460000000,5460000000,5460000000,5460000000,0,0,506235055,506235055,506235055,506235055,0,0,0,0,616488493,616488493,3808333333,3808333333,3808333333,3808333333,0,0,144892807,144892807,144892807,144892807,0,0,0,0,284815703,284815703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84878876407,84878876407,84878876407,84878876407,0,0,5119775000,5119775000,5119775000,5119775000,0,0,0,0,4674239931,4674239931,17949000000,17949000000,17949000000,17949000000,0,0,117500000,117500000,117500000,117500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.20657E+11,3.20657E+11,3.20657E+11,3.20657E+11,0,0,13631623333,13631623333,13631623333,13631623333,0,0,0,0,9464956667,9464956667
Y,Y,Y,N,전선,2020,1,상반기,1분기, 사업별손익,계획,6655806808,6655806808,6655806808,6655806808,0,0,279873323,279873323,279873323,279873323,0,0,0,0,191549204,191549204,6668326835,6668326835,6668326835,6668326835,0,0,225166667,225166667,225166667,225166667,0,0,0,0,170325063,170325063,28346492199,28346492199,28346492199,28346492199,0,0,33333333,33333333,33333333,33333333,0,0,0,0,0,0,9683556556,9683556556,9683556556,9683556556,0,0,0,0,0,0,0,0,0,0,0,0,12666666667,12666666667,12666666667,12666666667,0,0,1483333333,1483333333,1483333333,1483333333,0,0,0,0,1379520025,1379520025,13327670560,13327670560,13327670560,13327670560,0,0,37163307,37163307,37163307,37163307,0,0,0,0,0,0,79993769184,79993769184,79993769184,79993769184,0,0,666666667,666666667,666666667,666666667,0,0,0,0,217205496,217205496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10301965310,10301965310,10301965310,10301965310,0,0,500000000,500000000,500000000,500000000,0,0,0,0,298171899,298171899,4341728964,4341728964,4341728964,4341728964,0,0,400000000,400000000,400000000,400000000,0,0,0,0,343134681,343134681,2028512709,2028512709,2028512709,2028512709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66662422306,66662422306,66662422306,66662422306,0,0,2800358631,2800358631,2800358631,2800358631,0,0,0,0,1900229484,1900229484,4996190476,4996190476,4996190476,4996190476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45673E+11,2.45673E+11,2.45673E+11,2.45673E+11,0,0,5725095261,5725095261,5725095261,5725095261,0,0,0,0,2870230224,2870230224
