그룹,4개사,11개사,CIC,회사,year,month,반기,분기,계정,항목,산업기기-튜브 매출액,산업기기-튜브 매출액 누계,산업기기-튜브 매출액(국내),산업기기-튜브 매출액(국내) 누계,산업기기-튜브 매출액(해외),산업기기-튜브 매출액(해외) 누계,산업기기-튜브 영업이익,산업기기-튜브 영업이익 누계,산업기기-튜브 영업이익(국내),산업기기-튜브 영업이익(국내) 누계,산업기기-튜브 영업이익(해외),산업기기-튜브 영업이익(해외) 누계,산업기기-튜브 조정영업이익,산업기기-튜브 조정영업이익 누계,산업기기-튜브 세전이익,산업기기-튜브 세전이익 누계,자동차전선 매출액,자동차전선 매출액 누계,자동차전선 매출액(국내),자동차전선 매출액(국내) 누계,자동차전선 매출액(해외),자동차전선 매출액(해외) 누계,자동차전선 영업이익,자동차전선 영업이익 누계,자동차전선 영업이익(국내),자동차전선 영업이익(국내) 누계,자동차전선 영업이익(해외),자동차전선 영업이익(해외) 누계,자동차전선 조정영업이익,자동차전선 조정영업이익 누계,자동차전선 세전이익,자동차전선 세전이익 누계,피복선 매출액,피복선 매출액 누계,피복선 매출액(국내),피복선 매출액(국내) 누계,피복선 매출액(해외),피복선 매출액(해외) 누계,피복선 영업이익,피복선 영업이익 누계,피복선 영업이익(국내),피복선 영업이익(국내) 누계,피복선 영업이익(해외),피복선 영업이익(해외) 누계,피복선 조정영업이익,피복선 조정영업이익 누계,피복선 세전이익,피복선 세전이익 누계,산업용특수케이블 매출액,산업용특수케이블 매출액 누계,산업용특수케이블 매출액(국내),산업용특수케이블 매출액(국내) 누계,산업용특수케이블 매출액(해외),산업용특수케이블 매출액(해외) 누계,산업용특수케이블 영업이익,산업용특수케이블 영업이익 누계,산업용특수케이블 영업이익(국내),산업용특수케이블 영업이익(국내) 누계,산업용특수케이블 영업이익(해외),산업용특수케이블 영업이익(해외) 누계,산업용특수케이블 조정영업이익,산업용특수케이블 조정영업이익 누계,산업용특수케이블 세전이익,산업용특수케이블 세전이익 누계,부스닥트 매출액,부스닥트 매출액 누계,부스닥트 매출액(국내),부스닥트 매출액(국내) 누계,부스닥트 매출액(해외),부스닥트 매출액(해외) 누계,부스닥트 영업이익,부스닥트 영업이익 누계,부스닥트 영업이익(국내),부스닥트 영업이익(국내) 누계,부스닥트 영업이익(해외),부스닥트 영업이익(해외) 누계,부스닥트 조정영업이익,부스닥트 조정영업이익 누계,부스닥트 세전이익,부스닥트 세전이익 누계,권선 매출액,권선 매출액 누계,권선 매출액(국내),권선 매출액(국내) 누계,권선 매출액(해외),권선 매출액(해외) 누계,권선 영업이익,권선 영업이익 누계,권선 영업이익(국내),권선 영업이익(국내) 누계,권선 영업이익(해외),권선 영업이익(해외) 누계,권선 조정영업이익,권선 조정영업이익 누계,권선 세전이익,권선 세전이익 누계,소재 매출액,소재 매출액 누계,소재 매출액(국내),소재 매출액(국내) 누계,소재 매출액(해외),소재 매출액(해외) 누계,소재 영업이익,소재 영업이익 누계,소재 영업이익(국내),소재 영업이익(국내) 누계,소재 영업이익(해외),소재 영업이익(해외) 누계,소재 조정영업이익,소재 조정영업이익 누계,소재 세전이익,소재 세전이익 누계,알미늄 매출액,알미늄 매출액 누계,알미늄 매출액(국내),알미늄 매출액(국내) 누계,알미늄 매출액(해외),알미늄 매출액(해외) 누계,알미늄 영업이익,알미늄 영업이익 누계,알미늄 영업이익(국내),알미늄 영업이익(국내) 누계,알미늄 영업이익(해외),알미늄 영업이익(해외) 누계,알미늄 조정영업이익,알미늄 조정영업이익 누계,알미늄 세전이익,알미늄 세전이익 누계,광통신 매출액,광통신 매출액 누계,광통신 매출액(국내),광통신 매출액(국내) 누계,광통신 매출액(해외),광통신 매출액(해외) 누계,광통신 영업이익,광통신 영업이익 누계,광통신 영업이익(국내),광통신 영업이익(국내) 누계,광통신 영업이익(해외),광통신 영업이익(해외) 누계,광통신 조정영업이익,광통신 조정영업이익 누계,광통신 세전이익,광통신 세전이익 누계,UTP 매출액,UTP 매출액 누계,UTP 매출액(국내),UTP 매출액(국내) 누계,UTP 매출액(해외),UTP 매출액(해외) 누계,UTP 영업이익,UTP 영업이익 누계,UTP 영업이익(국내),UTP 영업이익(국내) 누계,UTP 영업이익(해외),UTP 영업이익(해외) 누계,UTP 조정영업이익,UTP 조정영업이익 누계,UTP 세전이익,UTP 세전이익 누계,무선망 매출액,무선망 매출액 누계,무선망 매출액(국내),무선망 매출액(국내) 누계,무선망 매출액(해외),무선망 매출액(해외) 누계,무선망 영업이익,무선망 영업이익 누계,무선망 영업이익(국내),무선망 영업이익(국내) 누계,무선망 영업이익(해외),무선망 영업이익(해외) 누계,무선망 조정영업이익,무선망 조정영업이익 누계,무선망 세전이익,무선망 세전이익 누계,SI 매출액,SI 매출액 누계,SI 매출액(국내),SI 매출액(국내) 누계,SI 매출액(해외),SI 매출액(해외) 누계,SI 영업이익,SI 영업이익 누계,SI 영업이익(국내),SI 영업이익(국내) 누계,SI 영업이익(해외),SI 영업이익(해외) 누계,SI 조정영업이익,SI 조정영업이익 누계,SI 세전이익,SI 세전이익 누계,초고압 매출액,초고압 매출액 누계,초고압 매출액(국내),초고압 매출액(국내) 누계,초고압 매출액(해외),초고압 매출액(해외) 누계,초고압 영업이익,초고압 영업이익 누계,초고압 영업이익(국내),초고압 영업이익(국내) 누계,초고압 영업이익(해외),초고압 영업이익(해외) 누계,초고압 조정영업이익,초고압 조정영업이익 누계,초고압 세전이익,초고압 세전이익 누계,해저케이블 매출액,해저케이블 매출액 누계,해저케이블 매출액(국내),해저케이블 매출액(국내) 누계,해저케이블 매출액(해외),해저케이블 매출액(해외) 누계,해저케이블 영업이익,해저케이블 영업이익 누계,해저케이블 영업이익(국내),해저케이블 영업이익(국내) 누계,해저케이블 영업이익(해외),해저케이블 영업이익(해외) 누계,해저케이블 조정영업이익,해저케이블 조정영업이익 누계,해저케이블 세전이익,해저케이블 세전이익 누계,기타 매출액,기타 매출액 누계,기타 매출액(국내),기타 매출액(국내) 누계,기타 매출액(해외),기타 매출액(해외) 누계,기타 영업이익,기타 영업이익 누계,기타 영업이익(국내),기타 영업이익(국내) 누계,기타 영업이익(해외),기타 영업이익(해외) 누계,기타 조정영업이익,기타 조정영업이익 누계,기타 세전이익,기타 세전이익 누계,합계 매출액,합계 매출액 누계,합계 매출액(국내),합계 매출액(국내) 누계,합계 매출액(해외),합계 매출액(해외) 누계,합계 영업이익,합계 영업이익 누계,합계 영업이익(국내),합계 영업이익(국내) 누계,합계 영업이익(해외),합계 영업이익(해외) 누계,합계 조정영업이익,합계 조정영업이익 누계,합계 세전이익,합계 세전이익 누계
Y,Y,Y,N,전선,2017,11,하반기,4분기, 사업별손익,실적,8067000000,8067000000,8067000000,8067000000,0,0,1117876530,1117876530,1117876530,1117876530,0,0,0,0,856477093,856477093,15010000000,15010000000,15010000000,15010000000,0,0,883500340,883500340,883500340,883500340,0,0,0,0,649428214,649428214,32158000000,32158000000,32158000000,32158000000,0,0,827868882,827868882,827868882,827868882,0,0,0,0,217332269,217332269,7634000000,7634000000,7634000000,7634000000,0,0,0,0,0,0,0,0,0,0,0,0,14192000000,14192000000,14192000000,14192000000,0,0,1750932236,1750932236,1750932236,1750932236,0,0,0,0,1432432543,1432432543,16185000000,16185000000,16185000000,16185000000,0,0,136384553,136384553,136384553,136384553,0,0,0,0,0,0,80109000000,80109000000,80109000000,80109000000,0,0,1207846817,1207846817,1207846817,1207846817,0,0,0,0,460941347,460941347,5653000000,5653000000,5653000000,5653000000,0,0,121498698,121498698,121498698,121498698,0,0,0,0,0,0,10773000000,10773000000,10773000000,10773000000,0,0,1030662212,1030662212,1030662212,1030662212,0,0,0,0,666585129,666585129,4296000000,4296000000,4296000000,4296000000,0,0,481386593,481386593,481386593,481386593,0,0,0,0,334595898,334595898,2793000000,2793000000,2793000000,2793000000,0,0,12442478,12442478,12442478,12442478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55590000000,55590000000,55590000000,55590000000,0,0,4516785641,4516785641,4516785641,4516785641,0,0,0,0,5007655257,5007655257,3330000000,3330000000,3330000000,3330000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5579E+11,2.5579E+11,2.5579E+11,2.5579E+11,0,0,10110000000,10110000000,10110000000,10110000000,0,0,0,0,6809016538,6809016538
Y,Y,Y,N,전선,2017,12,하반기,4분기, 사업별손익,실적,10788000000,10788000000,10788000000,10788000000,0,0,2083045237,2083045237,2083045237,2083045237,0,0,0,0,1609374139,1609374139,13743000000,13743000000,13743000000,13743000000,0,0,860834127,860834127,860834127,860834127,0,0,0,0,451434966,451434966,41022000000,41022000000,41022000000,41022000000,0,0,1383027392,1383027392,1383027392,1383027392,0,0,0,0,1256752247,1256752247,7877000000,7877000000,7877000000,7877000000,0,0,636598590,636598590,636598590,636598590,0,0,0,0,294361996,294361996,13146000000,13146000000,13146000000,13146000000,0,0,1046508550,1046508550,1046508550,1046508550,0,0,0,0,549408253,549408253,14633000000,14633000000,14633000000,14633000000,0,0,457897290,457897290,457897290,457897290,0,0,0,0,135687511,135687511,76706000000,76706000000,76706000000,76706000000,0,0,730309240,730309240,730309240,730309240,0,0,0,0,0,0,5621000000,5621000000,5621000000,5621000000,0,0,124163629,124163629,124163629,124163629,0,0,0,0,0,0,10751000000,10751000000,10751000000,10751000000,0,0,2214878495,2214878495,2214878495,2214878495,0,0,0,0,1633402680,1633402680,4481000000,4481000000,4481000000,4481000000,0,0,736235384,736235384,736235384,736235384,0,0,0,0,487521357,487521357,2491000000,2491000000,2491000000,2491000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58089000000,58089000000,58089000000,58089000000,0,0,4097833162,4097833162,4097833162,4097833162,0,0,0,0,4658655510,4658655510,53310000000,53310000000,53310000000,53310000000,0,0,391969788,391969788,391969788,391969788,0,0,0,0,448774174,448774174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12658E+11,3.12658E+11,3.12658E+11,3.12658E+11,0,0,14606000000,14606000000,14606000000,14606000000,0,0,0,0,10692254702,10692254702
Y,Y,Y,N,전선,2018,1,상반기,1분기, 사업별손익,실적,7596000000,7596000000,7596000000,7596000000,0,0,206000000,206000000,206000000,206000000,0,0,0,0,205501036,205501036,9267000000,9267000000,9267000000,9267000000,0,0,591000000,591000000,591000000,591000000,0,0,0,0,488239628,488239628,36455000000,36455000000,36455000000,36455000000,0,0,0,0,0,0,0,0,0,0,0,0,4944000000,4944000000,4944000000,4944000000,0,0,0,0,0,0,0,0,0,0,0,0,14466000000,14466000000,14466000000,14466000000,0,0,2331000000,2331000000,2331000000,2331000000,0,0,0,0,2128166631,2128166631,17205000000,17205000000,17205000000,17205000000,0,0,0,0,0,0,0,0,0,0,0,0,87238000000,87238000000,87238000000,87238000000,0,0,607000000,607000000,607000000,607000000,0,0,0,0,431444354,431444354,5254000000,5254000000,5254000000,5254000000,0,0,0,0,0,0,0,0,0,0,0,0,11090000000,11090000000,11090000000,11090000000,0,0,1176000000,1176000000,1176000000,1176000000,0,0,0,0,1136456755,1136456755,4354000000,4354000000,4354000000,4354000000,0,0,479000000,479000000,479000000,479000000,0,0,0,0,538569764,538569764,1763000000,1763000000,1763000000,1763000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42637000000,42637000000,42637000000,42637000000,0,0,3167000000,3167000000,3167000000,3167000000,0,0,0,0,3834744770,3834744770,3501000000,3501000000,3501000000,3501000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4577E+11,2.4577E+11,2.4577E+11,2.4577E+11,0,0,4571000000,4571000000,4571000000,4571000000,0,0,0,0,2916000000,2916000000
Y,Y,Y,N,전선,2018,2,상반기,1분기, 사업별손익,실적,6846000000,6846000000,6846000000,6846000000,0,0,233000000,233000000,233000000,233000000,0,0,0,0,315285653,315285653,8341000000,8341000000,8341000000,8341000000,0,0,544000000,544000000,544000000,544000000,0,0,0,0,507364990,507364990,32040000000,32040000000,32040000000,32040000000,0,0,435000000,435000000,435000000,435000000,0,0,0,0,0,0,7475000000,7475000000,7475000000,7475000000,0,0,0,0,0,0,0,0,0,0,0,0,15753000000,15753000000,15753000000,15753000000,0,0,2386000000,2386000000,2386000000,2386000000,0,0,0,0,2293973029,2293973029,15654000000,15654000000,15654000000,15654000000,0,0,0,0,0,0,0,0,0,0,0,0,77660000000,77660000000,77660000000,77660000000,0,0,441000000,441000000,441000000,441000000,0,0,0,0,482133947,482133947,5579000000,5579000000,5579000000,5579000000,0,0,0,0,0,0,0,0,0,0,0,0,12232000000,12232000000,12232000000,12232000000,0,0,1091000000,1091000000,1091000000,1091000000,0,0,0,0,1188179819,1188179819,3250000000,3250000000,3250000000,3250000000,0,0,239000000,239000000,239000000,239000000,0,0,0,0,340526537,340526537,1650000000,1650000000,1650000000,1650000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67714000000,67714000000,67714000000,67714000000,0,0,884000000,884000000,884000000,884000000,0,0,0,0,1433287426,1433287426,21674000000,21674000000,21674000000,21674000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75868E+11,2.75868E+11,2.75868E+11,2.75868E+11,0,0,3636000000,3636000000,3636000000,3636000000,0,0,0,0,2244000000,2244000000
Y,Y,Y,N,전선,2018,3,상반기,1분기, 사업별손익,실적,9857000000,9857000000,9857000000,9857000000,0,0,741000000,741000000,741000000,741000000,0,0,0,0,1014821907,1014821907,8744000000,8744000000,8744000000,8744000000,0,0,316000000,316000000,316000000,316000000,0,0,0,0,406804110,406804110,42502000000,42502000000,42502000000,42502000000,0,0,1349000000,1349000000,1349000000,1349000000,0,0,0,0,1260639222,1260639222,6433000000,6433000000,6433000000,6433000000,0,0,0,0,0,0,0,0,0,0,0,0,17699000000,17699000000,17699000000,17699000000,0,0,2447000000,2447000000,2447000000,2447000000,0,0,0,0,2478732990,2478732990,17091000000,17091000000,17091000000,17091000000,0,0,243000000,243000000,243000000,243000000,0,0,0,0,13124969,13124969,87586000000,87586000000,87586000000,87586000000,0,0,999000000,999000000,999000000,999000000,0,0,0,0,1143154811,1143154811,6268000000,6268000000,6268000000,6268000000,0,0,0,0,0,0,0,0,0,0,0,0,13495000000,13495000000,13495000000,13495000000,0,0,1837000000,1837000000,1837000000,1837000000,0,0,0,0,2260514017,2260514017,3962000000,3962000000,3962000000,3962000000,0,0,402000000,402000000,402000000,402000000,0,0,0,0,628900849,628900849,1473000000,1473000000,1473000000,1473000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71848000000,71848000000,71848000000,71848000000,0,0,3876000000,3876000000,3876000000,3876000000,0,0,0,0,5315162732,5315162732,3447000000,3447000000,3447000000,3447000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.90405E+11,2.90405E+11,2.90405E+11,2.90405E+11,0,0,8363000000,8363000000,8363000000,8363000000,0,0,0,0,11249000000,11249000000
Y,Y,Y,N,전선,2018,4,상반기,2분기, 사업별손익,실적,7439000000,7439000000,7439000000,7439000000,0,0,365000000,365000000,365000000,365000000,0,0,0,0,357914908,357914908,9277000000,9277000000,9277000000,9277000000,0,0,461000000,461000000,461000000,461000000,0,0,0,0,397018080,397018080,40331000000,40331000000,40331000000,40331000000,0,0,414000000,414000000,414000000,414000000,0,0,0,0,0,0,7472000000,7472000000,7472000000,7472000000,0,0,0,0,0,0,0,0,0,0,0,0,16521000000,16521000000,16521000000,16521000000,0,0,2053000000,2053000000,2053000000,2053000000,0,0,0,0,1734434301,1734434301,17830000000,17830000000,17830000000,17830000000,0,0,204000000,204000000,204000000,204000000,0,0,0,0,0,0,88742000000,88742000000,88742000000,88742000000,0,0,597000000,597000000,597000000,597000000,0,0,0,0,7576615,7576615,7197000000,7197000000,7197000000,7197000000,0,0,47000000,47000000,47000000,47000000,0,0,0,0,22449924,22449924,13172000000,13172000000,13172000000,13172000000,0,0,1724000000,1724000000,1724000000,1724000000,0,0,0,0,1715639813,1715639813,3771000000,3771000000,3771000000,3771000000,0,0,95000000,95000000,95000000,95000000,0,0,0,0,172040134,172040134,2197000000,2197000000,2197000000,2197000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43453000000,43453000000,43453000000,43453000000,0,0,651000000,651000000,651000000,651000000,0,0,0,0,589645591,589645591,10530000000,10530000000,10530000000,10530000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67932E+11,2.67932E+11,2.67932E+11,2.67932E+11,0,0,4522000000,4522000000,4522000000,4522000000,0,0,0,0,1548000000,1548000000
Y,Y,Y,N,전선,2018,5,상반기,2분기, 사업별손익,실적,7440000000,7440000000,7440000000,7440000000,0,0,40000000,40000000,40000000,40000000,0,0,0,0,152583935,152583935,9387000000,9387000000,9387000000,9387000000,0,0,442000000,442000000,442000000,442000000,0,0,0,0,419020878,419020878,43362000000,43362000000,43362000000,43362000000,0,0,1823000000,1823000000,1823000000,1823000000,0,0,0,0,1249830582,1249830582,5486000000,5486000000,5486000000,5486000000,0,0,0,0,0,0,0,0,0,0,0,0,18022000000,18022000000,18022000000,18022000000,0,0,2175000000,2175000000,2175000000,2175000000,0,0,0,0,1913013771,1913013771,17413000000,17413000000,17413000000,17413000000,0,0,284000000,284000000,284000000,284000000,0,0,0,0,0,0,95693000000,95693000000,95693000000,95693000000,0,0,1229000000,1229000000,1229000000,1229000000,0,0,0,0,560266930,560266930,6120000000,6120000000,6120000000,6120000000,0,0,111000000,111000000,111000000,111000000,0,0,0,0,153939599,153939599,13879000000,13879000000,13879000000,13879000000,0,0,1756000000,1756000000,1756000000,1756000000,0,0,0,0,1950594590,1950594590,3960000000,3960000000,3960000000,3960000000,0,0,366000000,366000000,366000000,366000000,0,0,0,0,489639727,489639727,2786000000,2786000000,2786000000,2786000000,0,0,120000000,120000000,120000000,120000000,0,0,0,0,284962288,284962288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50602000000,50602000000,50602000000,50602000000,0,0,0,0,0,0,0,0,0,0,0,0,6100000000,6100000000,6100000000,6100000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8025E+11,2.8025E+11,2.8025E+11,2.8025E+11,0,0,5211000000,5211000000,5211000000,5211000000,0,0,0,0,3318000000,3318000000
Y,Y,Y,N,전선,2018,6,상반기,2분기, 사업별손익,실적,7955000000,7955000000,7955000000,7955000000,0,0,559000000,559000000,559000000,559000000,0,0,0,0,743015861,743015861,9488000000,9488000000,9488000000,9488000000,0,0,654000000,654000000,654000000,654000000,0,0,0,0,669651318,669651318,39814000000,39814000000,39814000000,39814000000,0,0,1279000000,1279000000,1279000000,1279000000,0,0,0,0,1005795176,1005795176,6804000000,6804000000,6804000000,6804000000,0,0,0,0,0,0,0,0,0,0,0,0,16336000000,16336000000,16336000000,16336000000,0,0,1391000000,1391000000,1391000000,1391000000,0,0,0,0,1268293160,1268293160,18084000000,18084000000,18084000000,18084000000,0,0,246000000,246000000,246000000,246000000,0,0,0,0,0,0,92690000000,92690000000,92690000000,92690000000,0,0,1354000000,1354000000,1354000000,1354000000,0,0,0,0,360614218,360614218,5617000000,5617000000,5617000000,5617000000,0,0,0,0,0,0,0,0,0,0,51252428,51252428,15784000000,15784000000,15784000000,15784000000,0,0,2520000000,2520000000,2520000000,2520000000,0,0,0,0,2657074377,2657074377,4965000000,4965000000,4965000000,4965000000,0,0,388000000,388000000,388000000,388000000,0,0,0,0,547734249,547734249,2776000000,2776000000,2776000000,2776000000,0,0,230000000,230000000,230000000,230000000,0,0,0,0,451372651,451372651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59116000000,59116000000,59116000000,59116000000,0,0,5259000000,5259000000,5259000000,5259000000,0,0,0,0,4401460202,4401460202,9525000000,9525000000,9525000000,9525000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88954E+11,2.88954E+11,2.88954E+11,2.88954E+11,0,0,11789000000,11789000000,11789000000,11789000000,0,0,0,0,9016000000,9016000000
Y,Y,Y,N,전선,2018,7,하반기,3분기, 사업별손익,실적,7379000000,7379000000,7379000000,7379000000,0,0,47000000,47000000,47000000,47000000,0,0,0,0,64395862,64395862,9176000000,9176000000,9176000000,9176000000,0,0,527000000,527000000,527000000,527000000,0,0,0,0,456603370,456603370,47455000000,47455000000,47455000000,47455000000,0,0,576000000,576000000,576000000,576000000,0,0,0,0,0,0,4750000000,4750000000,4750000000,4750000000,0,0,0,0,0,0,0,0,0,0,0,0,16708000000,16708000000,16708000000,16708000000,0,0,1537000000,1537000000,1537000000,1537000000,0,0,0,0,1246699141,1246699141,17420000000,17420000000,17420000000,17420000000,0,0,521000000,521000000,521000000,521000000,0,0,0,0,89937958,89937958,83052000000,83052000000,83052000000,83052000000,0,0,788000000,788000000,788000000,788000000,0,0,0,0,0,0,5440000000,5440000000,5440000000,5440000000,0,0,0,0,0,0,0,0,0,0,0,0,14612000000,14612000000,14612000000,14612000000,0,0,1604000000,1604000000,1604000000,1604000000,0,0,0,0,1535735969,1535735969,4350000000,4350000000,4350000000,4350000000,0,0,358000000,358000000,358000000,358000000,0,0,0,0,428170018,428170018,2744000000,2744000000,2744000000,2744000000,0,0,12000000,12000000,12000000,12000000,0,0,0,0,103088030,103088030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68239000000,68239000000,68239000000,68239000000,0,0,1029000000,1029000000,1029000000,1029000000,0,0,0,0,295017771,295017771,10774000000,10774000000,10774000000,10774000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92099E+11,2.92099E+11,2.92099E+11,2.92099E+11,0,0,5208000000,5208000000,5208000000,5208000000,0,0,0,0,858165379,858165379
Y,Y,Y,N,전선,2018,8,하반기,3분기, 사업별손익,실적,7191000000,7191000000,7191000000,7191000000,0,0,103000000,103000000,103000000,103000000,0,0,0,0,229910125,229910125,8979000000,8979000000,8979000000,8979000000,0,0,398000000,398000000,398000000,398000000,0,0,0,0,373678402,373678402,51105000000,51105000000,51105000000,51105000000,0,0,606000000,606000000,606000000,606000000,0,0,0,0,0,0,9017000000,9017000000,9017000000,9017000000,0,0,0,0,0,0,0,0,0,0,0,0,15409000000,15409000000,15409000000,15409000000,0,0,2240000000,2240000000,2240000000,2240000000,0,0,0,0,1952469293,1952469293,15178000000,15178000000,15178000000,15178000000,0,0,190000000,190000000,190000000,190000000,0,0,0,0,0,0,87735000000,87735000000,87735000000,87735000000,0,0,734000000,734000000,734000000,734000000,0,0,0,0,209649930,209649930,4689000000,4689000000,4689000000,4689000000,0,0,208000000,208000000,208000000,208000000,0,0,0,0,271195620,271195620,14777000000,14777000000,14777000000,14777000000,0,0,2150000000,2150000000,2150000000,2150000000,0,0,0,0,2174355731,2174355731,4207000000,4207000000,4207000000,4207000000,0,0,336000000,336000000,336000000,336000000,0,0,0,0,450569785,450569785,2667000000,2667000000,2667000000,2667000000,0,0,0,0,0,0,0,0,0,0,34933452,34933452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44932000000,44932000000,44932000000,44932000000,0,0,2486000000,2486000000,2486000000,2486000000,0,0,0,0,2375661993,2375661993,6051000000,6051000000,6051000000,6051000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71937E+11,2.71937E+11,2.71937E+11,2.71937E+11,0,0,6931000000,6931000000,6931000000,6931000000,0,0,0,0,4341000000,4341000000
Y,Y,Y,N,전선,2018,9,하반기,3분기, 사업별손익,실적,7593000000,7593000000,7593000000,7593000000,0,0,522296067,522296067,522296067,522296067,0,0,0,0,621485302,621485302,8156000000,8156000000,8156000000,8156000000,0,0,575361609,575361609,575361609,575361609,0,0,0,0,550149968,550149968,39785000000,39785000000,39785000000,39785000000,0,0,1885390079,1885390079,1885390079,1885390079,0,0,0,0,1010552053,1010552053,6508000000,6508000000,6508000000,6508000000,0,0,0,0,0,0,0,0,0,0,65297861,65297861,14357000000,14357000000,14357000000,14357000000,0,0,1395311214,1395311214,1395311214,1395311214,0,0,0,0,1157939282,1157939282,14465000000,14465000000,14465000000,14465000000,0,0,404876505,404876505,404876505,404876505,0,0,0,0,194911783,194911783,79634000000,79634000000,79634000000,79634000000,0,0,1188223484,1188223484,1188223484,1188223484,0,0,0,0,512682275,512682275,4151000000,4151000000,4151000000,4151000000,0,0,234149995,234149995,234149995,234149995,0,0,0,0,256829143,256829143,12859000000,12859000000,12859000000,12859000000,0,0,1979920839,1979920839,1979920839,1979920839,0,0,0,0,1967011856,1967011856,4269000000,4269000000,4269000000,4269000000,0,0,549535581,549535581,549535581,549535581,0,0,0,0,654961747,654961747,2625000000,2625000000,2625000000,2625000000,0,0,198997691,198997691,198997691,198997691,0,0,0,0,328749277,328749277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42990000000,42990000000,42990000000,42990000000,0,0,3148275646,3148275646,3148275646,3148275646,0,0,0,0,2704894469,2704894469,7262000000,7262000000,7262000000,7262000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44654E+11,2.44654E+11,2.44654E+11,2.44654E+11,0,0,11979000000,11979000000,11979000000,11979000000,0,0,0,0,8982000000,8982000000
Y,Y,Y,N,전선,2018,10,하반기,4분기, 사업별손익,실적,7827000000,7827000000,7827000000,7827000000,0,0,576489370,576489370,576489370,576489370,0,0,0,0,767399786,767399786,9544000000,9544000000,9544000000,9544000000,0,0,499416321,499416321,499416321,499416321,0,0,0,0,517565014,517565014,36872000000,36872000000,36872000000,36872000000,0,0,287743398,287743398,287743398,287743398,0,0,0,0,0,0,6126000000,6126000000,6126000000,6126000000,0,0,0,0,0,0,0,0,0,0,22148711,22148711,10196000000,10196000000,10196000000,10196000000,0,0,640265550,640265550,640265550,640265550,0,0,0,0,500207890,500207890,15790000000,15790000000,15790000000,15790000000,0,0,0,0,0,0,0,0,0,0,0,0,95806000000,95806000000,95806000000,95806000000,0,0,1439012627,1439012627,1439012627,1439012627,0,0,0,0,987844175,987844175,4671000000,4671000000,4671000000,4671000000,0,0,0,0,0,0,0,0,0,0,0,0,15905000000,15905000000,15905000000,15905000000,0,0,1780211604,1780211604,1780211604,1780211604,0,0,0,0,1992048814,1992048814,5599000000,5599000000,5599000000,5599000000,0,0,553311495,553311495,553311495,553311495,0,0,0,0,672133296,672133296,2725000000,2725000000,2725000000,2725000000,0,0,45135163,45135163,45135163,45135163,0,0,0,0,211835215,211835215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50537000000,50537000000,50537000000,50537000000,0,0,1074596414,1074596414,1074596414,1074596414,0,0,0,0,629299298,629299298,6300000000,6300000000,6300000000,6300000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67898E+11,2.67898E+11,2.67898E+11,2.67898E+11,0,0,4524000000,4524000000,4524000000,4524000000,0,0,0,0,3111000000,3111000000
