그룹,4개사,11개사,CIC,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,당기순이익_지배주주손익,당기순이익_비지배주주손익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,자기자본_비지배주주지분,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일
Y,N,Y,N,가온,2022,7,하반기,3분기,IS(연결),실적,"114,735,225,563","97,727,309,457","17,007,916,106","12,833,048.60","7,362,223,187","4,057,778,428","3,304,444,759",2.88,"-269,135,559","-5,641,300,015","5,333,596,456",0,"38,568,000","3,035,309,200","-447,642,615","-519,812,222","-366,163,778","486,490,366","60,699,774","-88,976,294","-19,880,461","2,587,666,585","2,587,666,585",2.26,"521,586,861",,"2,066,079,724","2,066,079,724",,6.26,"8,317,373","528,129,595",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,8,하반기,3분기,IS(연결),계획,"104,990,078,490","94,617,078,490","10,373,000,000",,"5,414,860,194","3,802,650,859","1,612,209,335",1.54,"-10,699,141","-11,666,667",0,0,"967,526","1,601,510,194","-400,742,694","-347,407,352",0,0,0,0,"-53,335,342","1,200,767,500",,1.14,"244,423,850",0,"956,343,650",0,0,4.58,"4,250,685","351,658,037","2,326,400,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,8,하반기,3분기,IS(연결),실적,"107,098,850,517","91,351,927,662","15,746,922,855","11,700,095.20","7,443,311,372","6,028,461,009","1,414,850,363",1.32,"-420,108,504","-2,147,870,358","1,689,193,854",0,"38,568,000","994,741,859","-806,994,420","-548,915,707","803,575,419","-759,667,480","-266,972,213","-97,437,554","62,423,115","187,747,439","187,747,439",0.18,"357,322,797",,"-169,575,358","-169,575,358",,2.55,"5,488,179","554,403,886",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,9,하반기,3분기,IS(연결),계획,"104,990,078,490","94,617,078,490","10,373,000,000",,"5,414,860,194","3,802,650,859","1,612,209,335",1.54,"-10,699,141","-11,666,667",0,0,"967,526","1,601,510,194","-400,742,694","-347,407,352",0,0,0,0,"-53,335,342","1,200,767,500",,1.14,"244,423,850",0,"956,343,650",0,0,4.58,"4,250,685","351,658,037","2,326,400,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,9,하반기,3분기,IS(연결),실적,"117,491,342,558","101,072,293,550","16,419,049,008","11,532,153.40","8,071,290,348","4,567,259,627","3,504,030,721",2.98,"-811,597,855","-3,514,837,858","2,665,153,253","-281,250","38,368,000","2,692,432,866","-477,974,813","-538,816,815","1,688,544,114","-1,599,170,339","-21,258,115","-117,605,414","110,331,756","2,214,458,053","2,214,458,053",1.88,"1,130,217,900",,"1,084,240,153","1,084,240,153",,6.29,"18,465,909","557,282,724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,10,하반기,4분기,IS(연결),계획,"125,988,094,188","116,450,094,188","9,538,000,000",,"5,575,006,861","3,788,375,258","1,786,631,603",1.42,"-10,641,409","-11,666,667",0,0,"1,025,258","1,775,990,194","-400,742,694","-347,407,352",0,0,0,0,"-53,335,342","1,375,247,500",,1.09,"279,656,117",0,"1,095,591,383",0,0,5.08,"4,250,685","351,658,037","2,486,547,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,10,하반기,4분기,IS(연결),실적,"128,756,691,553","109,194,376,367","19,562,315,186","13,733,099.30","8,967,677,163","6,297,096,045","2,670,581,118",2.07,"159,021,207","-3,040,347,723","3,160,319,860","681,070","38,368,000","2,829,602,325","-796,337,160","-534,301,108","-2,272,409,491","2,255,693,601","-96,888,476","-99,921,035","-48,510,651","2,033,265,165","2,033,265,165",1.58,"-658,672,407",,"2,691,937,572","2,691,937,572",,4.94,"6,530,970","540,832,078",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,11,하반기,4분기,IS(연결),계획,"125,988,094,188","116,450,094,188","9,538,000,000",,"5,575,006,861","3,788,375,258","1,786,631,603",1.42,"-10,641,409","-11,666,667",0,0,"1,025,258","1,775,990,194","-400,742,694","-347,407,352",0,0,0,0,"-53,335,342","1,375,247,500",,1.09,"279,656,117",0,"1,095,591,383",0,0,5.08,"4,250,685","351,658,037","2,486,547,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,11,하반기,4분기,IS(연결),실적,"121,014,236,257","105,886,593,421","15,127,642,836","10,832,690.20","7,874,182,952","5,928,662,804","1,945,520,148",1.61,"1,172,678,518","-658,639,678","1,804,896,986","-11,946,790","38,368,000","3,118,198,666","-1,523,239,217","-430,482,358","-2,070,876,551","1,180,709,344","-57,732,413","-170,381,185","25,523,946","1,594,959,449","1,594,959,449",1.32,"-113,540,813",,"1,708,500,262","1,708,500,262",,4.07,"47,211,065","477,693,423",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,12,하반기,4분기,IS(연결),계획,"125,988,094,188","116,450,094,188","9,538,000,000",,"5,575,006,861","3,788,375,258","1,786,631,603",1.42,"-10,641,409","-11,666,667",0,0,"1,025,258","1,775,990,194","-400,742,694","-347,407,352",0,0,0,0,"-53,335,342","1,375,247,500",,1.09,"279,656,117",0,"1,095,591,383",0,0,5.08,"4,250,685","351,658,037","2,486,547,337",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2022,12,하반기,4분기,IS(연결),실적,"104,246,065,993","92,880,788,656","11,365,277,337","8,746,451.00","5,847,192,620","6,597,494,680","-750,302,060",-0.72,"-75,667,211","1,130,660,110","-537,559,786","-35,755,764","-633,011,771","-825,969,271","-6,925,784,588","-417,387,431","-802,629,183","393,448,173","-6,112,177,785","-138,127,415","151,089,053","-7,751,753,859","-7,751,753,859",-7.44,"-933,591,722",,"-6,818,162,137","-6,818,162,137",,-1.54,"70,987,547","488,374,978",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,1,상반기,1분기,IS(연결),계획,"114,354,496,827","95,408,830,161","18,945,666,667","14,573,589.70","6,625,023,095","5,097,779,324","1,527,243,771",1.34,"-49,166,667","-49,166,667",0,0,0,"1,478,077,104","-545,577,104","-545,577,104",0,0,0,0,0,"932,500,000",,0.82,"187,366,667",0,"745,133,333",0,0,2.8,"123,288","545,700,392","2,090,751,595","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,1,상반기,1분기,IS(연결),실적,"122,922,581,230","105,731,928,830","17,190,652,400","13,782,844.20","9,591,681,612","5,349,235,985","4,242,445,627",3.45,"202,441,043","-10,088,120,388","10,311,850,821","2,530,110","-23,819,500","4,444,886,670","-822,961,169","-439,795,436","-508,287,987","289,891,636","-82,558,721","-124,118,662","41,908,001","3,621,925,501","3,621,925,501",2.95,"618,313,113",,"3,003,612,388","3,003,612,388",,8.43,"63,706,645","503,502,081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,2,상반기,1분기,IS(연결),계획,"114,354,496,827","95,408,830,161","18,945,666,667","14,573,589.70","6,625,023,095","5,097,779,324","1,527,243,771",1.34,"-49,166,667","-49,166,667",0,0,0,"1,478,077,104","-545,577,104","-545,577,104",0,0,0,0,0,"932,500,000",,0.82,"187,366,667",0,"745,133,333",0,0,2.8,"123,288","545,700,392","2,090,751,595","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,2,상반기,1분기,IS(연결),실적,"117,029,576,179","102,114,818,233","14,914,757,946","11,717,878.90","7,612,502,434","3,144,997,801","4,467,504,633",3.82,"-681,993,539","13,558,602,848","-14,283,964,387",0,"43,368,000","3,785,511,094","-1,640,222,244","-447,050,566","2,074,657,202","-3,098,418,649","-66,882,470","-84,422,312","-18,105,449","2,145,288,850","2,145,288,850",1.83,"962,031,484",,"1,183,257,366","1,183,257,366",,9.31,"32,632,042","479,682,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,3,상반기,1분기,IS(연결),계획,"114,354,496,827","95,408,830,161","18,945,666,667","14,573,589.70","6,625,023,095","5,097,779,324","1,527,243,771",1.34,"-49,166,667","-49,166,667",0,0,0,"1,478,077,104","-545,577,104","-545,577,104",0,0,0,0,0,"932,500,000",,0.82,"187,366,667",0,"745,133,333",0,0,2.8,"123,288","545,700,392","2,090,751,595","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,3,상반기,1분기,IS(연결),실적,"136,090,297,896","111,880,862,106","24,209,435,790","18,647,700.50","13,137,975,614","7,721,345,559","5,416,630,055",3.98,"381,079,077","507,929,172","-163,350,695","7,999,000","28,501,600","5,797,709,132","-477,926,333","-544,172,555","-196,041,953","276,446,649","-4,114,884","-107,909,682","97,866,092","5,319,782,799","5,319,782,799",3.91,"727,616,218",,"4,592,166,581","4,592,166,581",,9.46,"28,611,239","572,783,794",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,4,상반기,2분기,IS(연결),계획,"142,943,121,034","127,330,787,701","15,612,333,333","12,009,487.20","6,943,293,691","5,211,009,738","1,732,283,953",1.21,"-49,166,667","-49,166,667",0,0,0,"1,683,117,287","-545,617,287","-545,617,287",0,0,0,0,0,"1,137,500,000",,0.8,"228,433,333",0,"909,066,667",0,0,3.17,"83,105","545,700,392","2,295,791,778","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,4,상반기,2분기,IS(연결),실적,"127,730,814,689","104,944,466,225","22,786,348,464","17,341,454.90","10,972,523,810","4,008,500,596","6,964,023,214",5.45,"343,811,910","625,019,196","-329,237,650","4,662,364","43,368,000","7,307,835,124","-1,059,027,695","-610,025,730","-59,943,267","-214,656,423","-63,799,760","-135,178,817","24,576,302","6,248,807,429","6,248,807,429",4.89,"1,844,876,444",,"4,403,930,985","4,403,930,985",,11.35,"3,282,065","613,307,795",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,5,상반기,2분기,IS(연결),계획,"142,943,121,034","127,330,787,701","15,612,333,333","12,009,487.20","6,943,293,691","5,211,009,738","1,732,283,953",1.21,"-49,166,667","-49,166,667",0,0,0,"1,683,117,287","-545,617,287","-545,617,287",0,0,0,0,0,"1,137,500,000",,0.8,"228,433,333",0,"909,066,667",0,0,3.17,"83,105","545,700,392","2,295,791,778","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,5,상반기,2분기,IS(연결),실적,"120,672,733,630","97,435,481,502","23,237,252,128","17,559,755.50","11,355,748,576","5,097,584,153","6,258,164,423",5.19,"283,864,608","-1,928,960,459","1,967,871,508","201,585,559","43,368,000","6,542,029,031","-904,407,688","-706,280,842","-482,139,932","488,580,916","-41,701,667","-131,486,553","-31,379,610","5,637,621,343","5,637,621,343",4.67,"721,540,116",,"4,916,081,227","4,916,081,227",,8.71,"12,605,438","718,886,280",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,6,상반기,2분기,IS(연결),계획,"142,943,121,034","127,330,787,701","15,612,333,333","12,009,487.20","6,943,293,691","5,211,009,738","1,732,283,953",1.21,"-49,166,667","-49,166,667",0,0,0,"1,683,117,287","-545,617,287","-545,617,287",0,0,0,0,0,"1,137,500,000",,0.8,"228,433,333",0,"909,066,667",0,0,3.17,"83,105","545,700,392","2,295,791,778","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,6,상반기,2분기,IS(연결),실적,"89,828,431,715","79,491,314,020","10,337,117,695","7,960,539.50","6,237,084,928","4,562,681,260","1,674,403,668",1.86,"841,430,343","1,120,699,339","-136,636,996","-186,000,000","43,368,000","2,515,834,011","-1,229,923,499","-858,163,423","-503,642,493","212,991,660","-36,583,586","-199,398,299","154,872,642","1,285,910,512","1,285,910,512",1.43,"3,020,834,732",,"-1,734,924,220","-1,734,924,220",,1.85,"45,111,472","903,274,895",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,7,하반기,3분기,IS(연결),계획,"142,943,121,034","129,097,454,368","13,845,666,667","10,650,512.80","7,199,960,358","5,192,677,317","2,007,283,040",1.4,"-49,166,667","-49,166,667",0,0,0,"1,958,116,373","-545,616,373","-545,616,373",0,0,0,0,0,"1,412,500,000",,0.99,"284,900,000",0,"1,127,600,000",0,0,3.68,"84,018","545,700,392","2,570,790,864","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,7,하반기,3분기,IS(연결),실적,"126,978,387,963","107,003,574,646","19,974,813,317","15,525,482.10","10,694,007,850","4,866,948,595","5,827,059,255",4.59,"177,044,542","-305,476,276","437,435,142","1,717,676","43,368,000","6,004,103,797","-703,428,080","-704,063,584","-247,392,340","274,200,100","-39,251,669","-36,958,617","50,038,030","5,300,675,717","5,300,675,717",4.17,"1,035,192,335",,"4,265,483,382","4,265,483,382",,7.74,"48,640,118","752,703,702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,8,하반기,3분기,IS(연결),계획,"142,943,121,034","129,097,454,368","13,845,666,667","10,650,512.80","7,199,960,358","5,192,677,317","2,007,283,040",1.4,"-49,166,667","-49,166,667",0,0,0,"1,958,116,373","-545,616,373","-545,616,373",0,0,0,0,0,"1,412,500,000",,0.99,"284,900,000",0,"1,127,600,000",0,0,3.68,"84,018","545,700,392","2,570,790,864","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,8,하반기,3분기,IS(연결),실적,"131,865,638,072","108,828,487,279","23,037,150,793","17,501,914.80","11,578,915,038","6,108,186,029","5,470,729,009",4.15,"-665,512,977","-123,321,034","-780,356,810","194,796,867","43,368,000","4,805,216,032","-432,661,326","-525,865,067","894,090,981","-567,312,110","-39,242,937","-54,144,373","-140,187,820","4,372,554,706","4,372,554,706",3.32,"925,964,791",,"3,446,589,915","3,446,589,915",,9.28,"63,913,564","589,778,631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,9,하반기,3분기,IS(연결),계획,"142,943,121,034","129,097,454,368","13,845,666,667","10,650,512.80","7,199,960,358","5,192,677,317","2,007,283,040",1.4,"-49,166,667","-49,166,667",0,0,0,"1,958,116,373","-545,616,373","-545,616,373",0,0,0,0,0,"1,412,500,000",,0.99,"284,900,000",0,"1,127,600,000",0,0,3.68,"84,018","545,700,392","2,570,790,864","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,9,하반기,3분기,IS(연결),실적,"152,932,781,105","146,390,998,920","6,541,782,185","4,723,496.60","5,667,412,726","7,781,238,956","-2,113,826,230",-1.38,"394,725,402","-1,260,744,148","1,610,374,621","1,726,929","43,368,000","-1,719,100,828","-1,001,704,523","-582,262,702","-66,754,037","-113,469,279","-24,163,168","-104,779,144","-110,276,193","-2,720,805,351","-2,720,805,351",-1.78,"-712,925,893",,"-2,007,879,458","-2,007,879,458",,-3.15,"89,096,056","671,358,758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,10,하반기,4분기,IS(연결),계획,"171,531,745,241","157,386,078,574","14,145,666,667","10,881,282.10","8,851,564,287","5,305,947,914","3,545,616,373",2.07,"-49,166,667","-49,166,667",0,0,0,"3,496,449,707","-632,283,040","-545,616,373",0,0,"-86,666,667",0,0,"2,864,166,667",,1.67,"325,966,667",0,"2,538,200,000",0,0,6.5,"84,018","545,700,392","4,109,124,198","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,10,하반기,4분기,IS(연결),실적,"122,973,391,593","110,362,727,646","12,610,663,947","9,214,898.40","7,375,680,119","5,282,431,073","2,093,249,046",1.7,"793,403,422","-2,344,629,176","1,983,160,008","1,111,504,590","43,368,000","2,886,652,468","-1,780,735,286","-582,195,222","-118,643,637","81,359,976","-36,792,381","-136,548,147","-987,915,875","1,105,917,182","1,105,917,182",0.9,"118,798,983",,"987,118,199","987,118,199",,3.22,"68,783,681","650,978,903",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,11,하반기,4분기,IS(연결),계획,"171,531,745,241","157,386,078,574","14,145,666,667","10,881,282.10","8,851,564,287","5,305,947,914","3,545,616,373",2.07,"-49,166,667","-49,166,667",0,0,0,"3,496,449,707","-632,283,040","-545,616,373",0,0,"-86,666,667",0,0,"2,864,166,667",,1.67,"325,966,667",0,"2,538,200,000",0,0,6.5,"84,018","545,700,392","4,109,124,198","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,11,하반기,4분기,IS(연결),실적,"137,237,897,057","114,960,438,504","22,277,458,553","17,009,399.40","13,335,121,567","10,717,760,036","2,617,361,531",1.91,"458,416,128","-745,424,543","1,155,766,631","206,040","47,868,000","3,075,777,659","-724,486,832","-520,383,472","-532,856,094","705,208,958","-28,947,216","-105,925,692","-241,583,316","2,351,290,827","2,351,290,827",1.71,"-215,856,497",,"2,567,147,324","2,567,147,324",,4.2,"102,552,115","622,935,587",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,12,하반기,4분기,IS(연결),계획,"171,531,745,241","157,386,078,574","14,145,666,667","10,881,282.10","8,851,564,287","5,305,947,914","3,545,616,373",2.07,"-49,166,667","-49,166,667",0,0,0,"3,496,449,707","-4,632,283,040","-545,616,373",0,0,"-86,666,667",0,"-4,000,000,000","-1,135,833,333",,-0.66,"325,966,667",0,"-1,461,800,000",0,0,6.5,"84,018","545,700,392","4,109,124,198","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2023,12,하반기,4분기,IS(연결),실적,0,0,0,"15,036.00",0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,1,상반기,1분기,IS(연결),계획,"131,787,966,667","115,412,633,333","16,375,333,333","12,596,410.30","8,344,000,000","5,482,633,333","2,861,366,667",2.17,"-106,666,667",0,0,0,"-106,666,667","2,754,700,000","-713,633,333","-679,133,333",0,0,0,0,"-34,500,000","2,041,066,667",,1.55,"426,433,333",0,"1,614,633,333",,,4.12,"14,633,333","693,766,667","3,469,333,333","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,1,상반기,1분기,IS(연결),실적,"137,133,382,386","122,357,068,315","14,776,314,071","11,163,983.80","9,531,827,716","6,183,047,311","3,348,780,405",2.44,"-668,233,421","105,578,007","-889,379,428","77,200,000","38,368,000","2,680,546,984","46,177,583","-448,210,916","950,750,206","-372,217,099",,"-118,565,632","34,421,024","2,726,724,567","2,726,724,567",1.99,"498,179,053",,"2,228,545,514","2,228,545,514",,5.52,"158,604,496","606,815,412",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,2,상반기,1분기,IS(연결),계획,"131,787,966,667","115,412,633,333","16,375,333,333","12,596,410.30","8,344,000,000","5,482,633,333","2,861,366,667",2.17,"-106,666,667",0,0,0,"-106,666,667","2,754,700,000","-713,633,333","-679,133,333",0,0,0,0,"-34,500,000","2,041,066,667",,1.55,"426,433,333",0,"1,614,633,333",,,4.12,"14,633,333","693,766,667","3,469,333,333","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,2,상반기,1분기,IS(연결),실적,"128,734,418,239","121,373,211,806","7,361,206,433","5,513,999.00","7,251,461,985","4,058,096,281","3,193,365,704",2.48,"228,676,994","-289,805,984","480,114,978",0,"38,368,000","3,422,042,698","-614,461,869","-483,266,516","-135,915,484","114,329,124",,"-88,496,711","-21,112,282","2,807,580,829","2,807,580,829",2.18,"1,095,970,943",,"1,711,609,886","1,711,609,886",,5.32,"116,889,909","600,156,425",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,3,상반기,1분기,IS(연결),계획,"131,787,966,667","115,412,633,333","16,375,333,333","12,596,410.30","8,344,000,000","5,482,633,333","2,861,366,667",2.17,"-106,666,667",0,0,0,"-106,666,667","2,754,700,000","-713,633,333","-679,133,333",0,0,0,0,"-34,500,000","2,041,066,667",,1.55,"426,433,333",0,"1,614,633,333",,,4.12,"14,633,333","693,766,667","3,469,333,333","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,3,상반기,1분기,IS(연결),실적,"136,294,848,955","113,597,949,012","22,696,899,943","17,071,439.80","12,229,453,433","5,993,203,285","6,236,250,148",4.58,"-63,296,991","-119,121,694","16,643,128","2,343,575","36,838,000","6,172,953,157","-588,164,206","-445,883,631","-46,498,646","40,268,241",,"-110,830,199","-25,219,971","5,584,788,951","5,584,788,951",4.1,"597,281,030",,"4,987,507,921","4,987,507,921",,10.62,"141,237,319","587,120,950",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,4,상반기,2분기,IS(연결),계획,"147,699,266,667","131,290,600,000","16,408,666,667","12,622,051.30","8,631,800,000","5,482,633,333","3,149,166,667",2.13,"-106,333,333",0,0,0,"-106,333,333","3,042,833,333","-730,933,333","-679,166,667",0,0,0,0,"-51,766,667","2,311,900,000",,1.57,"477,500,000",0,"1,834,400,000",,,4.54,"14,566,667","693,766,667","3,742,333,333","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,4,상반기,2분기,IS(연결),실적,"146,529,610,176","135,361,130,617","11,168,479,559","8,089,684.50","8,165,521,917","5,019,447,453","3,146,074,464",2.15,"-1,023,374,742","-324,297,060","-733,975,682",0,"34,898,000","2,122,699,722","147,689,040","-491,411,711","1,054,711,369","-303,113,634",,"-104,300,256","-8,196,728","2,270,388,762","2,270,388,762",1.55,"-3,035,078,026",,"5,305,466,788","5,305,466,788",,4.73,"173,288,217","664,699,928",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,5,상반기,2분기,IS(연결),계획,"147,699,266,667","131,290,600,000","16,408,666,667","12,622,051.30","8,631,800,000","5,482,633,333","3,149,166,667",2.13,"-106,333,333",0,0,0,"-106,333,333","3,042,833,333","-730,933,333","-679,166,667",0,0,0,0,"-51,766,667","2,311,900,000",,1.57,"477,500,000",0,"1,834,400,000",,,4.54,"14,566,667","693,766,667","3,742,333,333","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,5,상반기,2분기,IS(연결),실적,"137,970,240,228","122,551,259,431","15,418,980,797","11,310,082.40","9,962,334,117","6,705,796,943","3,256,537,174",2.36,"310,920,374","453,371,731","-225,602,012","7,401,855","75,748,800","3,567,457,548","-920,383,093","-593,688,738","-529,486,879","291,529,362",,"-70,384,118","-18,352,720","2,647,074,455","2,647,074,455",1.92,"1,213,173,590",,"1,433,900,865","1,433,900,865",,4.73,"94,536,606","688,225,344",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,6,상반기,2분기,IS(연결),계획,"147,699,266,667","131,290,600,000","16,408,666,667","12,622,051.30","8,631,800,000","5,482,633,333","3,149,166,667",2.13,"-106,333,333",0,0,0,"-106,333,333","3,042,833,333","-730,933,333","-679,166,667",0,0,0,0,"-51,766,667","2,311,900,000",,1.57,"477,500,000",0,"1,834,400,000",,,4.54,"14,566,667","693,766,667","3,742,333,333","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,6,상반기,2분기,IS(연결),실적,"125,478,886,548","107,330,587,635","18,148,298,913","13,223,674.40","8,455,949,276","4,374,255,384","4,081,693,892",3.25,"-78,021,518","-708,043,054","557,221,536","7,350,000","65,450,000","4,003,672,374","-527,765,198","-635,514,392","103,380,017","-35,212,956",,"-37,533,271","77,115,404","3,475,907,176","3,475,907,176",2.77,"3,369,869,804",,"106,037,372","106,037,372",,5.65,"87,440,213","722,954,605",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,7,하반기,3분기,IS(연결),계획,"147,628,466,667","131,186,466,667","16,442,000,000","12,647,692.30","8,654,400,000","5,518,400,000","3,136,000,000",2.12,"-106,666,667",0,0,0,"-106,666,667","3,029,333,333","-721,766,667","-679,166,667",0,0,0,0,"-42,600,000","2,307,566,667",,1.56,"468,333,333",0,"1,839,233,333",,,4.52,"14,600,000","693,766,667","3,744,000,000","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,7,하반기,3분기,IS(연결),실적,"136,134,987,615","115,832,578,984","20,302,408,631","14,718,705.00","9,599,478,159","5,170,671,535","4,428,806,624",3.25,"-304,079,599","-152,000,408","-194,327,648","-29,251,543","71,500,000","4,124,727,025","-834,278,361","-685,557,263","-247,529,149","214,329,438",,"-43,047,101","-72,474,286","3,290,448,664","3,290,448,664",2.42,"646,081,115",,"2,644,367,549","2,644,367,549",,5.86,"70,294,825","755,852,088",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,가온,2024,8,하반기,3분기,IS(연결),계획,"147,628,466,667","131,186,466,667","16,442,000,000","12,647,692.30","8,654,400,000","5,518,400,000","3,136,000,000",2.12,"-106,666,667",0,0,0,"-106,666,667","3,029,333,333","-721,766,667","-679,166,667",0,0,0,0,"-42,600,000","2,307,566,667",,1.56,"468,333,333",0,"1,839,233,333",,,4.52,"14,600,000","693,766,667","3,744,000,000","1,300.00","9,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
