그룹,4개사,11개사,CIC,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,당기순이익_지배주주손익,당기순이익_비지배주주손익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,자기자본_비지배주주지분,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일
Y,N,Y,N,E1,2024,5,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,955,810,217,292","96,755,001,284","599,870,501,181","890,509,024,252",,"368,675,690,576","2,352,632,561,382","837,921,818,698","786,838,369,477","361,913,372,614","365,959,000,593","4,308,442,778,674","2,407,906,005,516","638,955,929,907","993,969,847,371","774,980,228,238","1,900,536,773,158","34,300,000,000","40,703,572,421","-24,642,401,980","16,052,617,502","1,834,122,985,215",0,126.7,52.3,66.61,26.81,39.8
Y,N,Y,N,E1,2024,6,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,6,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,942,901,201,159","164,259,484,220","514,842,274,113","1,011,045,720,486",,"252,753,722,340","2,362,773,703,550","842,476,170,366","785,862,750,744","352,498,726,758","381,936,055,682","4,305,674,904,709","2,382,697,006,917","654,906,197,702","975,507,449,634","752,283,359,581","1,922,977,897,792","34,300,000,000","40,864,112,970","-24,642,401,980","18,969,907,580","1,853,486,279,222",0,123.91,50.73,66.45,22.42,44.03
Y,N,Y,N,E1,2024,7,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,7,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,152,394,197,779","58,616,085,273","433,746,345,848","897,421,115,862",,"762,610,650,796","2,352,635,774,054","842,453,156,826","784,997,493,686","349,653,004,244","375,532,119,298","4,505,029,971,833","2,610,473,603,906","473,424,061,044","1,311,966,163,622","825,083,379,240","1,894,556,367,927","34,300,000,000","40,864,112,970","-24,642,401,980","18,969,907,580","1,825,064,749,357",0,137.79,69.25,56.42,18.39,38.04
Y,N,Y,N,E1,2024,8,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,8,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,297,222,107,888","67,098,878,684","506,393,953,703","906,079,212,972",,"817,650,062,529","2,333,005,681,502","842,430,143,286","783,986,644,533","341,180,043,589","365,408,850,094","4,630,227,789,390","2,712,550,144,955","600,843,664,297","1,279,498,134,652","832,208,346,006","1,917,677,644,435","34,300,000,000","40,864,112,970","-24,642,401,980","18,969,907,580","1,848,186,025,865",0,141.45,66.72,58.88,21.11,37.77
Y,N,Y,N,E1,2024,9,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,9,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,091,349,325,509","265,724,850,355","495,932,111,392","1,041,395,073,819",,"288,297,289,943","3,345,340,210,044","1,184,756,453,362","1,388,019,049,767","399,933,522,044","372,631,184,871","5,436,689,535,553","3,447,226,100,390","732,899,594,620","1,796,105,303,424","918,221,202,346","1,989,463,435,163","34,300,000,000","40,188,761,529","-24,642,401,980","14,081,784,921","1,925,535,290,693",0,173.27,90.28,63.09,20.35,42.74
Y,N,Y,N,E1,2024,10,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,10,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,241,920,491,840","193,873,013,716","505,658,747,508","1,185,735,309,580",,"356,653,421,036","3,368,439,436,300","852,990,106,646","1,377,978,407,113","729,434,001,913","408,036,920,628","5,610,359,928,140","3,640,231,193,753","916,982,982,824","1,795,663,855,523","927,584,355,406","1,970,128,734,387","34,300,000,000","40,721,732,904","-24,642,401,980",0,"1,919,749,403,463",0,184.77,91.14,68.16,20.38,47.78
Y,N,Y,N,E1,2024,11,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,11,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,226,705,463,180","259,330,380,011","559,874,061,924","1,035,922,111,529",,"371,578,909,716","3,406,560,291,580","891,994,921,553","1,379,744,214,982","721,234,232,532","413,586,922,513","5,633,265,754,760","3,608,531,544,287","787,816,449,094","1,822,800,390,327","997,914,704,866","2,008,642,153,694","34,300,000,000","40,721,732,904","-24,642,401,980",0,"1,958,262,822,770",0,179.65,90.75,64.11,22.49,41.62
Y,N,Y,N,E1,2024,12,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,572,430,521,825","102,717,910,139","459,295,317,250","674,575,149,391",0,"335,842,145,045","2,334,102,990,033","835,186,682,308","813,484,874,746","24,672,317,347","660,759,115,632","3,906,533,511,858","2,061,083,457,887","292,585,045,991","1,026,522,186,440","741,976,225,456","1,845,450,053,971","35,450,000,000","40,721,732,904","-8,823,716,068",0,"1,778,102,037,135",0,111.68,55.62,74.85,30.32,44.53
Y,N,Y,N,E1,2024,12,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,289,274,879,213","135,233,281,946","507,230,077,855","1,102,627,859,751",,"544,183,659,661","3,335,255,077,998","857,030,095,807","1,471,610,263,901","696,892,820,702","309,721,897,588","5,624,529,957,211","3,686,690,640,835","681,942,817,061","2,053,933,011,141","950,814,812,633","1,937,839,316,376","34,300,000,000","40,593,919,104","-24,300,781,956","24,840,970,838","1,862,405,208,390",0,190.25,105.99,63.42,19.98,43.44
Y,N,Y,N,I&D,2022,1,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,1,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,289,611,388,106","44,712,524,893","596,319,073,459","541,467,920,693",0,"107,111,869,061","984,061,703,135","10,137,281,718","360,602,330,510","409,433,946,454","203,888,144,453","2,273,673,091,241","1,983,046,806,031","624,987,163,768","905,902,236,703","452,157,405,560","290,626,285,210","73,851,310,000","370,482,526,391","-239,453,597,046","1,352,918,447","-115,514,443,616","199,907,571,034",682.34,311.71,123.13,64.53,58.6
Y,N,Y,N,I&D,2022,2,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,2,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,302,407,181,002","55,712,763,161","604,832,038,077","557,231,147,833",0,"84,631,231,931","983,014,401,649","10,141,563,460","361,006,463,117","408,388,370,955","203,478,004,117","2,285,421,582,651","1,991,170,888,680","610,631,084,760","940,155,459,070","440,384,344,850","294,250,693,971","73,851,310,000","370,482,526,391","-239,453,597,046","1,334,389,974","-112,288,179,557","200,324,244,209",676.69,319.51,123.07,64.06,59.02
Y,N,Y,N,I&D,2022,3,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,3,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,339,360,303,029","57,473,158,881","599,948,709,655","586,802,112,000",0,"95,136,322,493","980,368,635,464","10,137,174,340","358,899,419,660","409,000,867,094","202,331,174,370","2,319,728,938,493","2,024,699,321,510","618,090,395,200","960,571,075,808","446,037,850,502","295,029,616,983","73,851,310,000","370,482,526,391","-239,453,597,046","-1,896,594,420","-109,635,228,042","201,681,200,100",686.27,325.58,123.2,62.28,60.92
Y,N,Y,N,I&D,2022,4,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,4,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,407,743,822,169","43,531,924,224","638,620,447,799","631,423,554,199",0,"94,167,895,947","1,004,057,757,751","9,929,465,714","364,753,995,354","425,993,998,572","203,380,298,111","2,411,801,579,920","2,103,944,120,546","629,107,133,168","1,021,146,977,368","453,690,010,010","307,857,459,374","73,851,310,000","370,482,526,391","-239,453,597,046","-7,919,539,189","-100,417,434,088","211,314,193,306",683.42,331.69,129.76,65.25,64.51
Y,N,Y,N,I&D,2022,5,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,5,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,383,389,805,646","54,605,077,092","622,627,670,946","617,984,394,616",0,"88,172,662,992","989,743,088,318","9,924,703,205","359,890,031,613","417,223,680,882","202,704,672,618","2,373,132,893,964","2,068,910,867,103","625,330,389,263","989,215,261,613","454,365,216,227","304,222,026,861","73,851,310,000","370,482,526,391","-239,453,597,046","-14,241,784,920","-93,787,486,282","207,371,058,718",680.07,325.16,124.44,62.45,61.99
Y,N,Y,N,I&D,2022,6,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,6,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,439,558,028,255","94,272,468,426","616,425,466,855","646,760,296,000",0,"82,099,796,974","1,011,132,906,879","9,934,225,270","366,093,618,303","430,249,755,236","204,855,308,070","2,450,690,935,134","2,183,044,084,588","686,528,607,500","1,020,630,177,147","475,885,299,941","267,646,850,546","73,851,310,000","370,482,526,391","-239,453,597,046","-28,475,180,870","-123,978,702,129","215,220,494,200",815.64,381.33,124.62,60.81,63.81
Y,N,Y,N,I&D,2022,7,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,7,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,399,853,262,475","83,941,380,336","615,582,035,151","622,756,424,280",0,"77,573,422,708","1,015,188,277,623","9,917,251,414","366,587,023,937","433,929,688,590","204,754,313,682","2,415,041,540,098","2,153,521,092,173","663,050,263,312","1,013,178,286,387","477,292,542,474","261,520,447,925","73,851,310,000","370,482,526,391","-239,453,597,046","-31,376,676,825","-129,062,221,519","217,079,106,924",823.46,387.42,121.04,60.17,60.87
Y,N,Y,N,I&D,2022,8,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,8,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,348,846,899,330","94,783,644,087","600,245,573,038","596,605,905,280",0,"57,211,776,925","1,044,841,225,931","9,899,817,403","374,924,609,778","446,094,457,355","213,922,341,395","2,393,688,125,261","2,145,527,942,079","637,068,531,923","1,010,411,008,690","498,048,401,466","248,160,183,182","73,851,310,000","370,482,526,391","-239,453,597,046","-36,993,332,155","-143,978,769,723","224,252,045,715",864.57,407.16,115.42,57.88,57.53
Y,N,Y,N,I&D,2022,9,하반기,3분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,9,하반기,3분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,429,927,954,905","87,601,635,720","653,349,860,677","626,616,852,307",0,"62,359,606,201","1,092,711,686,249","9,959,869,122","394,527,938,094","472,206,028,742","216,017,850,291","2,522,639,641,154","2,251,506,640,835","683,523,296,300","1,030,959,277,195","537,024,067,340","271,133,000,319","73,851,310,000","370,482,526,391","-239,453,597,046","-41,144,389,980","-131,276,219,461","238,673,370,415",830.41,380.24,121.63,62.08,59.54
Y,N,Y,N,I&D,2022,10,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,10,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,392,696,820,057","65,829,855,323","650,370,068,675","614,088,210,238",0,"62,408,685,821","1,078,677,257,134","9,968,669,381","389,540,952,407","465,116,839,772","214,050,795,574","2,471,374,077,191","2,212,709,217,894","663,195,671,296","1,024,818,270,519","524,695,276,079","258,664,859,297","73,851,310,000","370,482,526,391","-239,453,597,046","-44,947,509,236","-137,267,876,479","236,000,005,667",855.43,396.2,118.8,61.1,57.69
Y,N,Y,N,I&D,2022,11,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,11,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,377,401,243,397","85,118,972,760","637,361,038,833","589,927,210,552",0,"64,994,021,252","1,030,275,620,923","9,936,911,463","373,864,296,482","436,684,249,209","209,790,163,769","2,407,676,864,320","2,150,802,317,501","618,292,937,043","1,028,426,578,621","504,082,801,837","256,874,546,819","73,851,310,000","370,482,526,391","-239,453,597,046","-32,201,230,493","-137,401,910,269","221,597,448,236",837.3,400.36,114.56,59.49,55.06
Y,N,Y,N,I&D,2022,12,하반기,4분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"986,463,385,949","42,550,946,066","434,807,439,883","509,105,000,000",,,"969,705,276,151","119,600,000,000","433,962,028,669","375,173,247,482","40,970,000,000","1,956,168,662,100","1,808,161,445,097","268,295,000,000","803,340,000,000","736,526,445,097","193,434,254,903","193,434,254,903",,,,,,934.77,415.3,102.99,47.44,55.55
Y,N,Y,N,I&D,2022,12,하반기,4분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,266,903,624,671","52,607,520,730","631,697,020,794","511,458,960,574",0,"71,140,122,573","937,891,360,116","9,835,688,632","301,328,873,935","401,890,910,200","224,835,887,349","2,204,794,984,787","1,912,528,370,393","566,573,696,106","948,325,004,711","397,629,669,576","292,266,614,394","73,851,310,000","370,482,526,391","-239,453,597,046","-23,014,401,076","-93,589,940,896","203,990,717,021",654.38,324.47,106.46,58.83,47.63
Y,N,Y,N,I&D,2023,1,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217,789,068,357","58,294,875,302","532,044,193,055","573,326,000,000",0,"54,124,000,000","1,128,467,400,000","130,300,000,000","556,168,000,000","414,489,400,000","27,510,000,000","2,346,256,468,357","2,024,609,000,000","610,896,000,000","1,074,025,000,000","339,688,000,000","321,647,468,357","321,647,468,357",,,,,,629.45,333.91,100.13,48.19,51.93
Y,N,Y,N,I&D,2023,1,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,267,053,393,372","52,607,520,730","631,697,020,794","511,458,960,574",0,"71,289,891,274","937,891,360,116","9,835,688,632","301,328,873,935","401,890,910,200","224,835,887,349","2,204,944,753,488","1,912,528,371,622","566,573,697,335","948,325,004,711","397,629,669,576","292,416,381,866","73,851,310,000","370,482,526,391","-239,453,597,046","-23,016,662,154","-93,437,912,346","203,990,717,021",654.04,324.31,106.19,58.68,47.51
Y,N,Y,N,I&D,2023,2,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217,789,068,357","58,294,875,302","532,044,193,055","573,326,000,000",0,"54,124,000,000","1,128,467,400,000","130,300,000,000","556,168,000,000","414,489,400,000","27,510,000,000","2,346,256,468,357","2,024,609,000,000","610,896,000,000","1,074,025,000,000","339,688,000,000","321,647,468,357","321,647,468,357",,,,,,629.45,333.91,100.13,48.19,51.93
Y,N,Y,N,I&D,2023,2,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,409,152,920,033","59,491,616,566","698,422,847,992","581,147,345,544",0,"70,091,109,931","990,757,604,157","9,915,396,666","323,064,122,942","428,675,633,800","229,102,450,749","2,399,910,524,190","2,091,700,408,507","623,746,430,976","1,042,206,111,193","425,747,866,338","308,210,115,683","73,851,310,000","370,482,526,391","-239,453,597,046","-26,949,937,787","-88,188,235,676","218,468,049,801",678.66,338.15,118.43,64.64,53.79
Y,N,Y,N,I&D,2023,3,상반기,1분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217,789,068,357","58,294,875,302","532,044,193,055","573,326,000,000",0,"54,124,000,000","1,128,467,400,000","130,300,000,000","556,168,000,000","414,489,400,000","27,510,000,000","2,346,256,468,357","2,024,609,000,000","610,896,000,000","1,074,025,000,000","339,688,000,000","321,647,468,357","321,647,468,357",,,,,,629.45,333.91,100.13,48.19,51.93
Y,N,Y,N,I&D,2023,3,상반기,1분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,519,342,353,453","57,193,537,943","772,832,876,296","616,182,940,077",0,"73,132,999,137","1,011,812,125,507","10,152,012,094","338,829,816,401","423,366,443,843","239,463,853,169","2,531,154,478,960","2,207,039,530,075","669,888,269,144","1,107,665,796,549","429,485,464,382","324,114,948,885","73,851,310,000","370,482,526,391","-239,453,597,046","-22,289,162,645","-74,794,246,160","216,318,118,345",680.94,341.75,127.93,71.18,56.75
Y,N,Y,N,I&D,2023,4,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217,789,068,357","58,294,875,302","532,044,193,055","573,326,000,000",0,"54,124,000,000","1,128,467,400,000","130,300,000,000","556,168,000,000","414,489,400,000","27,510,000,000","2,346,256,468,357","2,024,609,000,000","610,896,000,000","1,074,025,000,000","339,688,000,000","321,647,468,357","321,647,468,357",,,,,,629.45,333.91,100.13,48.19,51.93
Y,N,Y,N,I&D,2023,4,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,561,926,888,615","57,342,134,475","791,601,545,059","632,368,417,805",0,"80,614,791,276","1,038,020,656,867","10,222,535,994","348,929,707,847","433,187,633,944","245,680,779,082","2,599,947,545,482","2,270,238,621,539","643,498,437,845","1,169,307,016,318","457,433,167,376","329,708,923,943","73,851,310,000","370,482,526,391","-239,453,597,046","-23,154,020,563","-74,346,518,091","222,329,223,252",688.56,354.65,131.17,72.92,58.25
Y,N,Y,N,I&D,2023,5,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217,789,068,357","58,294,875,302","532,044,193,055","573,326,000,000",0,"54,124,000,000","1,128,467,400,000","130,300,000,000","556,168,000,000","414,489,400,000","27,510,000,000","2,346,256,468,357","2,024,609,000,000","610,896,000,000","1,074,025,000,000","339,688,000,000","321,647,468,357","321,647,468,357",,,,,,629.45,333.91,100.13,48.19,51.93
Y,N,Y,N,I&D,2023,5,상반기,2분기,BS(연결),실적,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,631,185,632,761","204,428,038,578","764,286,007,572","575,581,428,844",0,"86,890,157,767","1,027,785,143,647","9,931,519,261","346,572,972,491","425,729,645,519","245,551,006,376","2,658,970,776,408","2,160,867,344,892","590,636,123,653","1,104,930,960,032","465,300,261,207","498,103,431,516","73,851,310,000","433,242,629,971","-239,453,597,046","-30,531,019,482","-75,870,150,432","336,864,258,505",433.82,221.83,123.34,70.36,52.98
Y,N,Y,N,I&D,2023,6,상반기,2분기,BS(연결),계획,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,217,789,068,357","58,294,875,302","532,044,193,055","573,326,000,000",0,"54,124,000,000","1,128,467,400,000","130,300,000,000","556,168,000,000","414,489,400,000","27,510,000,000","2,346,256,468,357","2,024,609,000,000","610,896,000,000","1,074,025,000,000","339,688,000,000","321,647,468,357","321,647,468,357",,,,,,629.45,333.91,100.13,48.19,51.93
