그룹,4개사,11개사,N,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),금리,유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일,차입금구분기표_Usance,차입금구분기표_CP,차입금구분기표_기타장기차입,차입금구분기표_차입금소계
Y,Y,Y,N,전선,2022,11,하반기,4분기,IS(별도),실적,"352,366,217,985","234,771,415,415","117,594,802,570","83,600,390.80","17,456,391,059","17,006,123,561","450,267,498",0.13,"-1,488,037,663","15,925,477,812","-17,587,546,547","-10,525,849","184,556,921","-1,037,770,165","-5,473,687,308","-6,646,115,684","-1,299,242,642","1,808,429,112","1,428,289,789","-38,412,589","-726,635,294","-6,511,457,473","-6,511,457,473",-1.85,"-1,561,710,504",,"-4,949,746,969",0.07,"230,031,678","6,876,147,362",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2022,12,하반기,4분기,IS(별도),계획,"590,020,000,000","590,020,000,000",,,"56,651,900,000","33,873,900,000","22,778,000,000",3.86,,,,,,"22,778,000,000","-3,936,400,000","-3,000,000,000",0,0,"3,000,832,558",0,"-3,937,232,558","18,841,600,000",,3.19,"4,592,435,200",0,"14,249,164,800",7.15,"187,500,000","3,187,500,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2022,12,하반기,4분기,IS(별도),실적,"-45,491,384,082","-107,846,130,701","62,354,746,619","47,838,895.40","29,871,359,832","19,749,638,136","10,121,721,696",-22.25,"-4,143,299,191","24,678,729,860","-26,907,881,996","3,999,000","-1,918,146,055","5,978,422,505","8,815,814,311","-4,787,863,797","1,586,900,225","-9,110,181,029","-10,955,684,589","-1,836,403","32,084,479,904","14,794,236,816","14,794,236,816",-32.52,"-7,267,188,828","2,211,209,638","22,061,425,644",2.29,"-376,527,775","4,411,336,022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,1,상반기,1분기,IS(별도),계획,"248,970,000,000","248,970,000,000",,,"25,569,891,892","16,869,891,892","8,700,000,000",3.49,,,,,,"8,700,000,000","-2,370,000,000","-6,083,333,333",,,"1,491,523,449",,"2,221,809,884","6,330,000,000",,2.54,"1,568,594,335",,"4,761,405,665",1.51,"300,000,000","5,775,000,000","13,283,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,1,상반기,1분기,IS(별도),실적,"277,662,444,609","167,148,416,780","110,514,027,829","88,606,155.80","24,183,524,221","18,595,147,636","5,588,376,585",2.01,"1,094,110,670","5,966,114,754","-4,761,834,264","14,099,000","-124,268,820","6,682,487,255","-6,547,838,880","-6,580,373,142","116,417,199","-209,837,715","1,067,622,422","-229,394","-941,438,250","134,648,375","134,648,375",0.05,"1,010,185,361","972,587,159","-875,536,986",0.78,"621,395,019","7,201,768,161",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,2,상반기,1분기,IS(별도),계획,"248,970,000,000","248,970,000,000",,,"25,569,891,892","16,869,891,892","8,700,000,000",3.49,,,,,,"8,700,000,000","-2,370,000,000","-6,083,333,333",,,"1,491,523,449",,"2,221,809,884","6,330,000,000",,2.54,"1,568,594,335",,"4,761,405,665",1.51,"300,000,000","5,775,000,000","13,283,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,2,상반기,1분기,IS(별도),실적,"303,072,197,860","171,168,829,260","131,903,368,600","103,941,418.80","36,686,574,053","18,844,803,853","17,841,770,200",5.89,"-2,248,880,775","-29,750,630,150","27,332,000,361","3,155,480","166,593,534","15,592,889,425","-4,971,078,850","-6,707,923,175","3,140,117,728","-764,461,687","9,920,939,359","-228,894","-10,559,522,181","10,621,810,575","10,621,810,575",3.5,"2,889,293,769","663,845,984","7,732,516,806",2.5,"438,425,446","7,146,348,621",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,3,상반기,1분기,IS(별도),계획,"332,060,000,000","332,060,000,000",,,"34,103,459,459","22,503,459,459","11,600,000,000",3.49,,,,,,"11,600,000,000","-3,260,000,000","-6,083,333,333",,,"1,988,697,933",,"834,635,401","8,340,000,000",,2.51,"2,066,678,792",,"6,273,321,208",1.51,"400,000,000","7,700,000,000","16,183,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,3,상반기,1분기,IS(별도),실적,"335,678,389,980","190,559,141,784","145,119,248,196","111,264,530.20","32,884,689,736","20,078,322,715","12,806,367,021",3.82,"-2,860,077,350","-21,419,375,567","18,361,797,835","3,499,000","194,001,382","9,946,289,671","-2,577,690,891","-6,925,925,128","631,238,489","400,116,233","4,257,258,088","-362,804","-940,015,769","7,368,598,780","7,368,598,780",2.2,"-882,501,601","268,320,090","8,251,100,381",1.7,"591,448,474","7,517,373,602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,4,상반기,2분기,IS(별도),계획,"216,870,000,000","216,870,000,000",,,"22,273,135,135","12,043,135,135","10,230,000,000",4.72,,,,,,"10,230,000,000","-5,400,000,000","-6,083,333,333",,,"2,582,588,375",,"-1,899,255,042","4,830,000,000",,2.23,"1,196,889,516",,"3,633,110,484",1.77,"300,000,000","5,775,000,000","14,813,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,4,상반기,2분기,IS(별도),실적,"282,688,165,145","170,917,762,568","111,770,402,577","84,327,794.00","26,334,767,383","17,405,562,420","8,929,204,963",3.16,"329,217,653","-33,117,757,395","33,309,664,099","-24,037,000","161,347,949","9,258,422,616","-5,552,986,436","-7,295,228,155","-417,476,762","195,659,406","2,470,188,854","-50,038,357","-456,091,422","3,705,436,180","3,705,436,180",1.31,"925,447,588","28,383,742","2,779,988,592",1.17,"347,427,804","7,642,655,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,5,상반기,2분기,IS(별도),계획,"216,870,000,000","216,870,000,000",,,"22,273,135,135","12,043,135,135","10,230,000,000",4.72,,,,,,"10,230,000,000","-5,400,000,000","-6,083,333,333",,,"2,582,588,375",,"-1,899,255,042","4,830,000,000",,2.23,"1,196,889,516",,"3,633,110,484",1.77,"300,000,000","5,775,000,000","14,813,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,5,상반기,2분기,IS(별도),실적,"318,040,054,123","181,568,149,782","136,471,904,341","102,956,996.50","26,566,852,254","21,587,442,534","4,979,409,720",1.57,"-597,152,906","-9,570,802,907","8,776,398,847","-38,294,500","235,545,654","4,382,256,814","-4,093,804,428","-6,855,057,602","-352,965,654","-364,911,123","4,159,147,093","-42,066,555","-637,950,587","288,452,386","288,452,386",0.09,"302,086,275","316,698,122","-13,633,889",0.7,"236,525,151","7,091,582,753",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,6,상반기,2분기,IS(별도),계획,"289,260,000,000","289,260,000,000",,,"29,707,783,784","16,167,783,784","13,540,000,000",4.68,,,,,,"13,540,000,000","-7,200,000,000","-6,083,333,333",,,"3,443,451,167",,"-4,560,117,834","6,340,000,000",,2.19,"1,571,072,367",,"4,768,927,633",1.76,"400,000,000","7,700,000,000","18,123,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,6,상반기,2분기,IS(별도),실적,"310,897,256,939","160,107,065,742","150,790,191,197","116,306,475.30","35,500,358,619","40,456,389,239","-4,956,030,620",-1.59,"90,200,015","8,127,336,534","-8,179,331,388","-31,857,760","174,052,629","-4,865,830,605","4,928,062,617","-6,951,040,003","-802,710,694","8,940,548,244","4,080,337,022","-57,847,840","-281,224,112","62,232,012","62,232,012",0.02,"709,967,827","377,241,672","-647,735,815",-0.7,"104,393,520","7,055,433,523",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,7,하반기,3분기,IS(별도),계획,"282,960,000,000","282,960,000,000",,,"29,060,756,757","16,160,756,757","12,900,000,000",4.56,,,,,,"12,900,000,000","-2,550,000,000","-6,083,333,333",,,"3,189,145,326",,"344,188,007","10,350,000,000",,3.66,"2,564,763,249",,"7,785,236,751",2.23,"300,000,000","5,775,000,000","17,483,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,7,하반기,3분기,IS(별도),실적,"392,022,048,700","151,976,713,979","240,045,334,721","186,145,734.70","41,129,647,447","17,365,340,495","23,764,306,952",6.06,"451,668,557","13,207,468,962","-12,998,447,022","449,000","242,197,617","24,215,975,509","-5,917,374,618","-5,910,804,067","-1,029,018,085","-51,990,514","1,651,644,122","-48,065,043","-529,141,031","18,298,600,891","18,298,600,891",4.67,"5,030,047,480","1,044,584,984","13,268,553,411",3.79,"356,115,228","6,266,919,295",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,8,하반기,3분기,IS(별도),계획,"282,960,000,000","282,960,000,000",,,"29,060,756,757","16,160,756,757","12,900,000,000",4.56,,,,,,"12,900,000,000","-2,550,000,000","-6,083,333,333",,,"3,189,145,326",,"344,188,007","10,350,000,000",,3.66,"2,564,763,249",,"7,785,236,751",2.23,"300,000,000","5,775,000,000","17,483,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,8,하반기,3분기,IS(별도),실적,"265,449,311,104","142,605,948,278","122,843,362,826","92,701,243.90","26,412,001,094","19,054,195,574","7,357,805,520",2.77,"-217,053,035","-8,177,168,985","7,710,872,515","999,000","248,244,435","7,140,752,485","-5,876,683,611","-7,764,612,399","186,700,657","-741,569,016","2,883,368,567","-35,589,664","-404,981,756","1,264,068,874","1,264,068,874",0.48,"1,231,355,660","1,031,855,664","32,713,214",0.99,"-331,149,160","7,433,463,239",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,9,하반기,3분기,IS(별도),계획,"377,080,000,000","377,080,000,000",,,"38,727,135,135","21,527,135,135","17,200,000,000",4.56,,,,,,"17,200,000,000","-3,400,000,000","-6,083,333,333",,,"4,252,193,768",,"-1,568,860,435","13,800,000,000",,3.66,"3,419,684,332",,"10,380,315,668",2.23,"400,000,000","7,700,000,000","21,783,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,9,하반기,3분기,IS(별도),실적,"338,264,807,725","186,207,274,976","152,057,532,749","114,668,942.30","35,563,575,051","26,570,284,448","8,993,290,603",2.66,"687,486,729","-17,792,535,026","18,229,420,651","5,453,546","245,147,558","9,680,777,332","-6,353,163,653","-6,762,001,825","-2,248,921,484","-117,108,757","3,256,871,645","-37,155,976","-444,847,256","3,327,613,679","3,327,613,679",0.98,"1,907,895,103","901,403,773","1,419,718,576",1.23,"522,449,154","7,284,450,979",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,10,하반기,4분기,IS(별도),계획,"361,200,000,000","361,200,000,000",,,"37,096,216,216","20,896,216,216","16,200,000,000",4.49,,,,,,"16,200,000,000","-2,580,000,000","-6,083,333,333",,,"3,755,246,547",,"-251,913,214","13,620,000,000",,3.77,"3,375,079,753",,"10,244,920,247",2.81,"300,000,000","5,775,000,000","20,783,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,10,하반기,4분기,IS(별도),실적,"290,272,157,418","191,173,493,696","99,098,663,722","72,339,945.50","40,816,034,707","18,494,083,196","22,321,951,511",7.69,"51,756,956","-20,431,298,142","20,234,952,666",0,"248,102,432","22,373,708,467","-7,285,306,710","-6,760,625,764","-62,490,728","-160,225,149","151,402,428","-79,062,442","-374,305,055","15,088,401,757","15,088,401,757",5.2,"640,422,077","597,994,146","14,447,979,680",3.08,"491,011,063","7,251,636,827",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,11,하반기,4분기,IS(별도),계획,"361,200,000,000","361,200,000,000",,,"37,096,216,216","20,896,216,216","16,200,000,000",4.49,,,,,,"16,200,000,000","-2,580,000,000","-6,083,333,333",,,"3,755,246,547",,"-251,913,214","13,620,000,000",,3.77,"3,375,079,753",,"10,244,920,247",2.81,"300,000,000","5,775,000,000","20,783,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,11,하반기,4분기,IS(별도),실적,"290,799,014,157","174,169,702,530","116,629,311,627","88,898,451.40","32,769,877,784","25,728,291,311","7,041,586,473",2.42,"2,888,008,420","17,372,926,479","-14,648,512,981","9,107,000","154,487,922","9,929,594,893","-5,543,025,281","-6,469,999,966","-2,579,144,594","-739,956,487","4,779,945,800","-49,430,252","-484,439,782","4,386,569,612","4,386,569,612",1.51,"-147,162,454","604,196,684","4,533,732,066",0.92,"1,185,003,770","7,655,003,736",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,12,하반기,4분기,IS(별도),계획,"481,600,000,000","481,600,000,000",,,"49,461,621,622","27,861,621,622","21,600,000,000",4.49,,,,,,"21,600,000,000","-3,340,000,000","-6,083,333,333",,,"5,006,995,396",,"-2,263,662,063","18,260,000,000",,3.79,"4,524,886,659",,"13,735,113,341",2.81,"400,000,000","7,700,000,000","26,183,333,333",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2023,12,하반기,4분기,IS(별도),실적,"371,031,726,003","160,543,357,443","210,488,368,560","161,358,844.40","54,601,114,960","22,870,117,857","31,730,997,103",8.55,"-4,953,919,473","-9,775,232,816","4,736,717,159","-12,779,666","97,375,850","26,777,077,630","-10,886,722,317","-6,218,020,439","-979,289,946","85,451,747,804","-35,025,955,527","-82,406,669","-54,032,797,540","15,890,355,313","15,890,355,313",4.28,"6,447,118,230","-375,657,143","9,443,237,083",4.1,"1,519,418,576","7,737,439,015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,1,상반기,1분기,IS(별도),계획,"246,150,000,000","246,150,000,000",0,,"25,452,683,246","21,802,683,246","3,650,000,000",1.48,0,0,0,0,0,"3,650,000,000","-8,214,072,553","-8,750,000,000","-833,333,333",0,"1,022,594,114",0,"346,666,667","-4,564,072,553",,-1.85,"-950,590,585",0,"-3,613,481,968",0.4,"416,666,667","9,166,666,667","15,500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,1,상반기,1분기,IS(별도),실적,"257,689,483,086","151,237,537,031","106,451,946,055","80,427,892.80","25,865,586,762","18,612,419,349","7,253,167,413",2.81,"-1,424,810,114","-9,917,534,339","8,239,717,025","104,220,023","148,787,177","5,828,357,299","-7,329,721,299","-6,716,269,313","97,275,403","238,785,818","-93,991,797","-89,042,949","-766,478,461","-1,501,364,000","-1,501,364,000",-0.58,"92,781,394",,"-1,594,145,394",1.01,"477,166,288","7,193,435,601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,2,상반기,1분기,IS(별도),계획,"249,150,000,000","249,150,000,000",0,,"25,762,892,670","22,612,892,670","3,150,000,000",1.26,0,0,0,0,0,"3,150,000,000","-8,201,609,492","-8,750,000,000","-833,333,333",0,"1,035,057,174",0,"346,666,667","-5,051,609,492",,-2.03,"-1,052,133,235",0,"-3,999,476,257",0.34,"416,666,667","9,166,666,667","15,500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,2,상반기,1분기,IS(별도),실적,"274,862,642,966","152,221,841,852","122,640,801,114","92,166,183.50","27,731,264,460","17,750,015,240","9,981,249,220",3.63,"-1,577,525,474","-13,310,879,102","11,490,796,381","9,005,991","233,551,256","8,403,723,746","-3,365,002,174","-5,466,108,576","-418,647,183","941,658,107","2,042,202,716","-39,528,976","-424,578,262","5,038,721,572","5,038,721,572",1.83,"828,647,643","767,000,000","4,210,073,929",1.45,"1,404,924,188","6,871,032,764",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,3,상반기,1분기,IS(별도),계획,"525,200,000,000","525,200,000,000",0,,"54,307,329,843","29,007,329,843","25,300,000,000",4.82,0,0,0,0,0,"25,300,000,000","-17,054,800,209","-8,750,000,000","-833,333,333",0,"2,181,866,458",0,"-9,653,333,333","8,245,199,791",,1.57,"1,717,284,114",0,"6,527,915,677",2.76,"416,666,667","9,166,666,667","18,500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,3,상반기,1분기,IS(별도),실적,"495,041,954,471","174,589,475,808","320,452,478,663","241,079,924.10","50,821,591,262","21,027,452,831","29,794,138,431",6.02,"-10,535,307,626","-38,521,931,651","27,851,919,628","-97,940,203","232,644,600","19,258,830,805","-10,471,889,536","-4,973,997,441","1,589,722,065","-344,641,919","4,727,840,708","-38,390,704","-11,432,422,245","8,786,941,269","8,786,941,269",1.77,"-686,567,349","1,469,398,164","9,473,508,618",4.13,"2,242,726,797","7,216,724,238",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,4,상반기,2분기,IS(별도),계획,"265,800,000,000","265,800,000,000",0,,"27,484,554,974","17,464,554,974","10,020,000,000",3.77,0,0,0,0,0,"10,020,000,000","-6,898,214,285","-8,750,000,000","-833,333,333",0,"2,338,452,382",0,"346,666,667","3,121,785,715",,1.17,"650,195,648",0,"2,471,590,068",1.09,"416,666,667","9,166,666,667","16,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,4,상반기,2분기,IS(별도),실적,"311,836,317,997","185,870,981,527","125,965,336,470","90,991,985.70","37,968,769,624","17,908,132,539","20,060,637,085",6.43,"-3,925,531,806","-40,113,852,134","35,897,046,957","4,090,176","287,183,195","16,135,105,279","-3,738,345,252","-6,616,432,545","482,001,154","1,492,110,231","1,240,385,016","-44,127,311","-292,281,797","12,396,760,027","12,396,760,027",3.98,"671,718,696","53,350,000","11,725,041,331",2.79,"580,386,223","7,196,818,768",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,5,상반기,2분기,IS(별도),계획,"265,800,000,000","265,800,000,000",0,,"27,484,554,974","17,464,554,974","10,020,000,000",3.77,0,0,0,0,0,"10,020,000,000","-6,898,214,285","-8,750,000,000","-833,333,333",0,"2,338,452,382",0,"346,666,667","3,121,785,715",,1.17,"650,195,648",0,"2,471,590,068",1.09,"416,666,667","9,166,666,667","16,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,5,상반기,2분기,IS(별도),실적,"278,005,053,442","187,136,601,874","90,868,451,568","65,641,361.70","24,484,717,616","17,487,447,250","6,997,270,366",2.52,"-1,262,504,259","-2,798,161,847","1,271,944,859","999,000","262,713,729","5,734,766,107","6,844,154,397","-6,568,345,520","945,408,840","4,837,483","12,805,844,422","-88,728,736","-254,862,092","12,578,920,504","12,578,920,504",4.52,"979,309,481","227,780,000","11,599,611,023",0.93,"964,992,553","7,533,338,073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,6,상반기,2분기,IS(별도),계획,"354,400,000,000","354,400,000,000",0,,"36,646,073,298","23,286,073,298","13,360,000,000",3.77,0,0,0,0,0,"13,360,000,000","-6,118,730,157","-8,750,000,000","-833,333,333",0,"3,117,936,509",0,"346,666,667","7,241,269,843",,2.04,"1,508,188,762",0,"5,733,081,080",1.46,"416,666,667","9,166,666,667","19,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,6,상반기,2분기,IS(별도),실적,"309,160,191,799","172,507,089,847","136,653,101,952","98,853,167.90","38,927,700,393","24,643,953,459","14,283,746,934",4.62,"-3,628,910,313","-4,107,189,245","315,846,288","2,758,000","159,674,644","10,654,836,621","16,869,130,081","-6,246,993,494","2,966,497,122","-1,361,274,286","8,359,564,051","-72,774,953","13,224,111,641","27,523,966,702","27,523,966,702",8.9,"17,462,575,389","1,179,263,350","10,061,391,313",1.91,"1,233,535,241","7,480,528,735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,7,하반기,3분기,IS(별도),계획,"281,100,000,000","281,100,000,000",0,,"29,066,623,037","14,696,623,037","14,370,000,000",5.11,0,0,0,0,0,"14,370,000,000","-6,268,476,007","-8,750,000,000","-833,333,333",0,"2,968,190,660",0,"346,666,667","8,101,523,993",,2.88,"1,687,359,774",0,"6,414,164,219",1.57,"416,666,667","9,166,666,667","20,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,7,하반기,3분기,IS(별도),실적,"428,300,516,150","180,450,375,586","247,850,140,564","180,249,232.90","44,655,239,941","22,579,454,131","22,075,785,810",5.15,"-2,694,891,391","-8,586,191,158","7,071,170,823",0,"-1,179,871,056","19,380,894,419","-5,424,007,327","-7,033,583,224","167,187,156","158,172,354","1,200,239,256","-331,882","84,309,013","13,956,887,092","13,956,887,092",3.26,"323,928,972","121,390,209","13,632,958,120",3.3,"-348,348,554","6,685,234,670",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,8,하반기,3분기,IS(별도),계획,"281,100,000,000","281,100,000,000",0,,"29,066,623,037","14,696,623,037","14,370,000,000",5.11,0,0,0,0,0,"14,370,000,000","-6,268,476,007","-8,750,000,000","-833,333,333",0,"2,968,190,660",0,"346,666,667","8,101,523,993",,2.88,"1,687,359,774",0,"6,414,164,219",1.57,"416,666,667","9,166,666,667","20,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,8,하반기,3분기,IS(별도),실적,"274,413,760,445","180,195,006,032","94,218,754,413","69,606,069.70","28,973,690,044","19,598,610,223","9,375,079,821",3.42,"5,267,958,243","4,898,550,374","175,023,127","29,469,400","164,915,342","14,643,038,064","-3,269,277,028","-4,972,406,934","-780,999,242","-2,921,036,105","5,706,145,747","-103,230","-300,877,264","11,373,761,036","11,373,761,036",4.14,"352,765,396","102,320,000","11,020,995,640",1.44,"1,522,505,763","6,494,912,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,9,하반기,3분기,IS(별도),계획,"374,800,000,000","374,800,000,000",0,,"38,755,497,382","19,595,497,382","19,160,000,000",5.11,0,0,0,0,0,"19,160,000,000","-5,279,079,120","-8,750,000,000","-833,333,333",0,"3,957,587,547",0,"346,666,667","13,880,920,880",,3.7,"2,891,074,264",0,"10,989,846,616",2.09,"416,666,667","9,166,666,667","25,500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,9,하반기,3분기,IS(별도),실적,"295,935,616,398","187,458,684,460","108,476,931,938","81,522,262.70","31,748,499,385","21,715,753,934","10,032,745,451",3.39,"-1,265,815,030","2,605,548,206","-4,075,908,511",0,"204,545,275","8,766,930,421","-3,248,267,766","-5,349,844,324","-2,797,422,287","2,687,366,067","3,086,032,845","-264,432","-874,135,635","5,518,662,655","5,518,662,655",1.86,"2,913,008,728","575,460,266","2,605,653,927",1.56,"1,085,571,451","6,435,415,775",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,10,하반기,4분기,IS(별도),계획,"292,950,000,000","292,950,000,000",0,,"30,291,950,262","16,311,950,262","13,980,000,000",4.77,0,0,0,0,0,"13,980,000,000","-5,957,305,669","-8,750,000,000","-833,333,333",0,"3,279,360,997",0,"346,666,667","8,022,694,331",,2.74,"1,670,941,381",0,"6,351,752,949",1.53,"416,666,667","9,166,666,667","20,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,10,하반기,4분기,IS(별도),실적,"348,252,747,143","148,072,178,157","200,180,568,986","147,290,760.90","34,941,513,908","27,111,119,249","7,830,394,659",2.25,"-1,797,433,531","-19,412,501,861","17,439,355,426",0,"175,712,904","6,032,961,128","62,288,274,247","-6,095,416,972","1,126,119,930","214,843,500","-1,395,323,553","-470,616","68,438,521,958","68,321,235,375","68,321,235,375",19.62,"-41,166,986",0,"68,362,402,361",1.15,"739,671,602","6,835,088,574",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,11,하반기,4분기,IS(별도),계획,"292,950,000,000","292,950,000,000",0,,"30,291,950,262","16,311,950,262","13,980,000,000",4.77,0,0,0,0,0,"13,980,000,000","-5,957,305,669","-8,750,000,000","-833,333,333",0,"3,279,360,997",0,"346,666,667","8,022,694,331",,2.74,"1,670,941,381",0,"6,351,752,949",1.53,"416,666,667","9,166,666,667","20,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,11,하반기,4분기,IS(별도),실적,"264,726,074,892","164,065,968,247","100,660,106,645","71,003,481.00","29,907,782,322","22,598,016,769","7,309,765,553",2.76,"-2,141,315,961","-17,887,711,849","15,575,516,535","2,598,000","168,281,353","5,168,449,592","-2,355,187,342","-5,693,479,285","573,266,875","-250,528,890","3,346,798,769","-270,229","-330,974,582","2,813,262,250","2,813,262,250",1.06,"123,215,760",0,"2,690,046,490",1.15,"679,796,680","6,373,275,965",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,Y,N,전선,2024,12,하반기,4분기,IS(별도),계획,"390,600,000,000","390,600,000,000",0,,"40,389,267,016","21,749,267,016","18,640,000,000",4.77,0,0,0,0,0,"18,640,000,000","-4,864,185,337","-8,750,000,000","-833,333,333",0,"4,372,481,330",0,"346,666,667","13,775,814,663",,3.53,"2,869,183,074",0,"10,906,631,589",2.03,"416,666,667","9,166,666,667","24,000,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
