그룹,4개사,11개사,N,회사,year,month,반기,분기,계정,항목,매출액_합계,국내_매출액,해외_매출액,해외_매출액_Million_USD,매출총이익,판매관리비,영업이익,영업이익률,기타영업손익_합계,기타영업손익_환관련실현손익,기타영업손익_환관련평가손익,기타영업손익_자산처분손익,기타영업손익_기타,조정영업이익,영업외손익_합계,영업외손익_순지급이자,영업외손익_환관련실현손익,영업외손익_환관련평가손익,영업외손익_지분법손익,영업외손익_자산처분손익,영업외손익_기타,세전이익,검증,세전이익률,법인세,중단사업손익,당기순이익,영업이익_이자보상배율,수입이자,지급이자,EBITDA,환율(원/달러),동가(달러/톤),금리,유동자산_합계,유동자산_현/예금,유동자산_재고자산,유동자산_매출채권,유동자산_   (미청구공사),유동자산_기타유동자산,비유동자산_합계,비유동자산_투자자산,비유동자산_유형자산,비유동자산_무형자산,비유동자산_기타비유동자산,자산_합계,부채_합계,부채_매입채무,부채_차입금,부채_기타부채,자기자본_합계,자기자본_자본금,자기자본_자본잉여금,자기자본_기타자본구성요소,자기자본_기타포괄손익누계액,자기자본_이익잉여금,관리지표_부채비율(%),관리지표_운전자산회전일,관리지표_재고회전일,관리지표_차입금비율(%),관리지표_채권회전일,차입금구분기표_Usance,차입금구분기표_CP,차입금구분기표_기타장기차입,차입금구분기표_차입금소계
Y,N,Y,N,E1,2022,1,상반기,1분기,IS(별도),계획,"424,764,047,573","198,095,123,215","226,668,924,358",,"21,129,749,079","14,830,707,501","6,299,041,578",1.48,"2,908,118,004",,,,"2,908,118,004","9,207,159,582","-1,440,060,926","-1,440,060,926",,,,,,"7,767,098,656",,1.83,"1,879,637,875",,"5,887,460,781",3.29,"475,249,030","1,915,309,956",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,1,상반기,1분기,IS(별도),실적,"575,754,151,246","345,508,311,215","230,245,840,031","192,834,096.90","42,644,988,542","10,445,158,225","32,199,830,317",5.59,"6,688,248,986","-1,818,190,433","-5,791,019,917","-54,348,245","14,351,807,581","38,888,079,303","-863,540,528","-1,354,640,528",,,,,"491,100,000","38,024,538,775","38,024,538,775",6.6,"321,325",,"38,024,217,450",16.39,"609,569,141","1,964,209,669",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,2,상반기,1분기,IS(별도),계획,"397,446,118,302","175,216,853,660","222,229,264,642",,"18,907,409,420","10,219,882,254","8,687,527,167",2.19,"3,519,596,819",,,,"3,519,596,819","12,207,123,986","-1,529,030,282","-1,529,030,282",,,,,,"10,678,093,704",,2.69,"2,584,098,676",,"8,093,995,028",4.34,"473,033,017","2,002,063,299",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,2,상반기,1분기,IS(별도),실적,"509,768,461,577","276,523,799,983","233,244,661,594","194,680,326.80","-4,364,852,437","9,925,647,364","-14,290,499,801",-2.8,"30,674,992,195","-2,280,599,253","1,093,573,394","173,706,815","31,688,311,239","16,384,492,394","-1,164,527,780","-1,199,627,780",,,,,"35,100,000","15,219,964,614","15,219,964,614",2.99,0,,"15,219,964,614",-7.4,"732,009,866","1,931,637,646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,3,상반기,1분기,IS(별도),계획,"383,538,951,428","162,985,889,806","220,553,061,622",,"27,106,867,168","15,094,438,656","12,012,428,511",3.13,"3,429,771,135",,,,"3,429,771,135","15,442,199,646","-1,491,540,880","-1,491,540,880",,,,,,"13,950,658,766",,3.64,"788,470,060",,"13,162,188,706",6.04,"496,352,855","1,987,893,735",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,3,상반기,1분기,IS(별도),실적,"677,363,929,673","340,701,059,044","336,662,870,629","276,540,825.30","-692,826,082","10,750,862,789","-11,443,688,871",-1.69,"30,287,355,663","-5,305,696,185","2,197,060,863","-112,891,648","33,508,882,633","18,843,666,792","-1,271,633,747","-1,552,055,358",,,,,"280,421,611","17,572,033,045","17,572,033,045",2.59,"324,748",,"17,571,708,297",-5.47,"539,947,017","2,092,002,375",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,4,상반기,2분기,IS(별도),계획,"434,951,598,399","221,985,854,648","212,965,743,751",,"19,200,792,496","10,393,430,337","8,807,362,158",2.02,"3,713,171,575",,,,"3,713,171,575","12,520,533,734","-1,321,113,569","-1,321,113,569",,,,,,"11,199,420,165",,2.57,"2,002,361,573",,"9,197,058,592",4.9,"477,538,865","1,798,652,434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,4,상반기,2분기,IS(별도),실적,"800,496,094,078","263,972,418,120","536,523,675,958","438,686,223.30","40,431,559,784","11,469,413,698","28,962,146,086",3.62,"-34,814,783,437","-5,166,765,894","-33,279,235,239","70,303,127","3,560,914,569","-5,852,637,351","204,862,717","-1,806,037,283",,,,,"2,010,900,000","-5,647,774,634","-5,647,774,634",-0.71,"17,086,825,271",,"-22,734,599,905",13.68,"310,418,567","2,116,455,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,5,상반기,2분기,IS(별도),계획,"413,590,808,285","209,435,012,185","204,155,796,100",,"17,452,606,151","11,951,260,197","5,501,345,954",1.33,"4,277,949,363",,,,"4,277,949,363","9,779,295,317","-1,353,681,823","-1,353,681,823",,,,,,"8,425,613,494",,2.04,"1,728,915,088",,"6,696,698,406",3,"477,243,102","1,830,924,925",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,5,상반기,2분기,IS(별도),실적,"586,223,162,685","321,933,835,993","264,289,326,692","205,088,003.90","30,174,555,131","12,764,401,903","17,410,153,228",2.97,"63,316,688,348","-21,236,617,045","35,918,897,177","-87,408,548","48,721,816,764","80,726,841,576","-2,659,315,310","-1,691,215,310",,,,,"-968,100,000","78,067,526,266","78,067,526,266",13.32,0,,"78,067,526,266",7.47,"640,448,010","2,331,663,320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,6,상반기,2분기,IS(별도),계획,"399,127,982,018","200,883,953,189","198,244,028,829",,"15,282,426,279","18,247,127,838","-2,964,701,559",-0.74,"3,768,428,036",,,,"3,768,428,036","803,726,477","-1,271,656,896","-1,271,656,896",,,,,,"-467,930,419",,-0.12,"-88,717,831",,"-379,212,588",-1.68,"497,651,445","1,769,308,341",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,6,상반기,2분기,IS(별도),실적,"627,014,451,540","295,846,331,240","331,168,120,300","259,265,836.90","23,989,894,052","17,472,859,842","6,517,034,210",1.04,"-74,015,127,125","-10,869,184,987","-18,305,016,489","12,495,063","-44,853,420,712","-67,498,092,915","59,602,375","-1,844,823,501",,,,,"1,904,425,876","-67,438,490,540","-67,438,490,540",-10.76,0,,"-67,438,490,540",2.57,"694,141,925","2,538,965,426",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,7,하반기,3분기,IS(별도),계획,"458,416,656,001","220,106,732,533","238,309,923,468",,"16,352,115,620","11,411,668,283","4,940,447,338",1.08,"3,607,931,240",,,,"3,607,931,240","8,548,378,578","-1,366,136,997","-1,366,136,997",,,,,,"7,182,241,581",,1.57,"2,002,213,789",,"5,180,027,792",2.68,"478,464,846","1,844,601,843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,7,하반기,3분기,IS(별도),실적,"724,062,366,886","347,188,801,275","376,873,565,611","289,095,097.30","51,842,831,470","12,019,121,126","39,823,710,344",5.5,"-32,675,034,792","-3,801,561,037","2,628,303,790","11,715,875","-31,513,493,420","7,148,675,552","-311,064,379","-2,013,498,180",,,,"976,362,503","726,071,298","6,837,611,173","6,837,611,173",0.94,"2,934,801,390",,"3,902,809,783",14.11,"808,511,705","2,822,009,885",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,8,하반기,3분기,IS(별도),계획,"411,506,565,471","215,383,474,657","196,123,090,814",,"15,420,077,105","10,120,852,666","5,299,224,439",1.29,"3,627,028,891",,,,"3,627,028,891","8,926,253,330","-1,594,884,821","-1,594,884,821",,,,,,"7,331,368,509",,1.78,"2,061,747,275",,"5,269,621,234",2.56,"478,913,544","2,073,798,365",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,8,하반기,3분기,IS(별도),실적,"615,890,260,317","316,124,262,052","299,765,998,265","224,271,222.00","46,224,599,377","11,546,199,034","34,678,400,343",5.63,"38,788,473,318","-5,910,306,943","-12,518,197,076","-34,970,820","57,251,948,157","73,466,873,661","-567,189,546","-2,220,440,292",,,,,"1,653,250,746","72,899,684,115","72,899,684,115",11.84,0,,"72,899,684,115",10.17,"1,190,662,862","3,411,103,154",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,9,하반기,3분기,IS(별도),계획,"406,328,359,196","211,114,924,901","195,213,434,295",,"14,151,214,472","12,738,965,190","1,412,249,282",0.35,"3,486,124,525",,,,"3,486,124,525","4,898,373,807","-1,411,677,588","-1,411,677,588",,,,,,"3,486,696,219",,0.86,"1,317,885,684",,"2,168,810,535",0.74,"498,787,202","1,910,464,790",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,9,하반기,3분기,IS(별도),실적,"584,605,463,464","270,635,139,186","313,970,324,278","222,906,941.70","64,981,089,928","12,747,345,200","52,233,744,728",8.93,"-97,052,941,202","-16,417,515,420","-12,276,042,817","60,615,993","-68,419,998,958","-44,819,196,474","610,066,427","-2,777,745,863",,,,,"3,387,812,290","-44,209,130,047","-44,209,130,047",-7.56,0,,"-44,209,130,047",13.7,"1,035,035,009","3,812,780,872",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,10,하반기,4분기,IS(별도),계획,"412,536,203,829","217,602,017,083","194,934,186,746",,"15,500,776,749","11,488,915,395","4,011,861,355",0.97,"3,467,081,395",,,,"3,467,081,395","7,478,942,750","-1,379,126,640","-1,379,126,640",,,,,,"6,099,816,110",,1.48,"1,864,194,984",,"4,235,621,126",2.16,"478,920,944","1,858,047,584",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,10,하반기,4분기,IS(별도),실적,"635,179,553,726","266,188,377,435","368,991,176,291","260,947,457.30","47,990,219,938","10,719,903,879","37,270,316,059",5.87,"72,752,348,835","-11,159,039,205","15,681,010,741","70,953,393","68,159,423,906","110,022,664,894","-2,962,199,718","-2,661,484,663",,,,,"-300,715,055","107,060,465,176","107,060,465,176",16.86,0,,"107,060,465,176",10.36,"937,534,677","3,599,019,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,11,하반기,4분기,IS(별도),계획,"357,186,479,246","162,839,570,856","194,346,908,390",,"15,539,910,967","10,630,294,571","4,909,616,396",1.37,"3,310,508,590",,,,"3,310,508,590","8,220,124,986","-1,328,845,611","-1,328,845,611",,,,,,"6,891,279,375",,1.93,"2,021,819,705",,"4,869,459,670",2.72,"479,409,954","1,808,255,565",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,11,하반기,4분기,IS(별도),실적,"631,684,806,068","266,837,760,469","364,847,045,599","266,886,190.50","3,735,359,890","12,538,465,060","-8,803,105,170",-1.39,"-14,159,519,267","18,789,440,836","2,321,607,567","127,220,350","-35,397,788,020","-22,962,624,437","-5,185,976,920","-2,307,176,920",,,,,"-2,878,800,000","-28,148,601,357","-28,148,601,357",-4.46,"160,770",,"-28,148,762,127",-2.6,"1,082,847,521","3,390,024,441",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,12,하반기,4분기,IS(별도),계획,"365,940,479,369","170,891,061,071","195,049,418,298",,"16,540,099,236","28,699,870,098","-12,159,770,862",-3.32,"3,242,183,584",,,,"3,242,183,584","-8,917,587,278","-1,346,046,246","-1,346,046,246",,,,,,"-10,263,633,524",,-2.8,"-670,835,458",,"-9,592,798,066",-6.59,"498,350,878","1,844,397,124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2022,12,하반기,4분기,IS(별도),실적,"624,474,061,388","301,112,943,887","323,361,117,501","249,368,793.40","95,439,199,087","43,243,300,257","52,195,898,830",8.36,"-46,891,803,350","12,474,158,779","553,854,913","26,917,344","-59,946,734,386","5,304,095,480","-1,925,397,521","-2,676,357,487",,,,,"750,959,966","3,378,697,959","3,378,697,959",0.54,"150,530",,"3,378,547,429",14.47,"930,250,369","3,606,607,856",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,1,상반기,1분기,IS(별도),계획,"480,020,595,497","265,508,203,897","214,512,391,600",,"33,912,097,637","15,801,244,048","18,110,853,589",3.77,"-937,351,329","-924,244,033",0,0,"-13,107,296","17,173,502,260","-3,347,352,572","-3,347,352,572",0,0,0,0,0,"13,826,149,688",,2.88,"1,934,150,073",0,"11,891,999,615",4.93,"323,246,643","3,670,599,215",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,1,상반기,1분기,IS(별도),실적,"546,466,958,930","260,436,516,663","286,030,442,267","229,328,877.30","-4,991,943,740","13,482,055,580","-18,473,999,320",-3.38,"168,617,675,249","9,453,151,809","18,554,468,890","-64,156,041","140,674,210,591","150,143,675,929","-3,868,454,279","-3,467,701,402",,,,,"-400,752,877","146,275,221,650","146,275,221,650",26.77,,,"146,275,221,650",-4.39,"737,491,841","4,205,193,243",,"1,201.67","4,462.75",2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,2,상반기,1분기,IS(별도),계획,"470,812,473,769","255,354,217,769","215,458,256,000",,"33,885,547,278","12,850,715,146","21,034,832,132",4.47,"-958,415,238","-874,538,691",0,,"-83,876,547","20,076,416,894","-4,034,259,100","-4,034,259,100",0,0,0,0,0,"16,042,157,794",,3.41,"1,934,150,073",0,"14,108,007,721",4.82,"326,069,707","4,360,328,807",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,2,상반기,1분기,IS(별도),실적,"640,737,860,300","236,508,269,056","404,229,591,244","318,931,673.50","36,981,379,706","12,517,089,287","24,464,290,419",3.82,"-62,434,058,174","-2,956,956,900","-54,573,122,138","9,597,026,924","-14,501,006,060","-37,969,767,755","-522,640,784","-3,142,221,019",,,,"1,143,189,898","1,476,390,337","-38,492,408,539","-38,492,408,539",-6.01,,,"-38,492,408,539",5.91,"995,414,207","4,137,635,226",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,3,상반기,1분기,IS(별도),계획,"438,551,412,670","224,291,902,270","214,259,510,400",,"27,240,315,478","16,282,478,000","10,957,837,478",2.5,"-920,237,828","-731,225,708",0,,"-189,012,120","10,037,599,650","-3,402,990,797","-3,402,990,797",0,0,0,0,0,"6,634,608,853",,1.51,"1,934,150,073",0,"4,700,458,780",2.88,"397,761,918","3,800,752,715",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,3,상반기,1분기,IS(별도),실적,"726,017,082,847","126,113,768,878","599,903,313,969","463,172,168.00","73,279,401,630","11,914,294,546","61,365,107,084",8.45,"-19,634,697,486","-6,635,894,549","9,065,317,868","9,935,894,003","-32,000,014,808","41,730,409,598","-2,743,649,479","-2,762,117,742",,,,"452,589,632","-434,121,369","38,986,760,119","38,986,760,119",5.37,"36,287,796,060",,"2,698,964,059",13.46,"1,796,189,430","4,558,307,172",,"1,188.21","4,947.55",1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,4,상반기,2분기,IS(별도),계획,"404,580,932,368","197,010,369,168","207,570,563,200",,"21,587,907,206","12,568,750,964","9,019,156,242",2.23,"-833,457,395","-486,292,187",0,,"-347,165,208","8,185,698,847","-2,833,318,709","-2,833,318,709",0,0,0,0,0,"5,352,380,138",,1.32,"1,934,150,073",0,"3,418,230,065",2.85,"329,341,519","3,162,660,228",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,4,상반기,2분기,IS(별도),실적,"599,789,124,806","228,267,040,506","371,522,084,300","280,290,318.00","47,813,151,168","12,827,508,167","34,985,643,001",5.83,"-7,332,702,887","-1,140,664,472","-8,090,549,336","7,742,889","1,890,768,032","27,652,940,114","472,678,344","-2,699,976,308",,,,,"3,172,654,652","28,125,618,458","28,125,618,458",4.69,0,,"28,125,618,458",8.15,"1,594,009,941","4,293,986,249",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,5,상반기,2분기,IS(별도),계획,"403,692,740,801","203,074,744,001","200,617,996,800",,"23,421,031,729","12,765,347,514","10,655,684,215",2.64,"-659,359,581","-472,531,132",0,,"-186,828,449","9,996,324,634","-3,474,085,547","-3,474,085,547",0,0,0,0,0,"6,522,239,087",,1.62,"1,934,150,073",0,"4,588,089,014",2.8,"326,423,966","3,800,509,513",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,5,상반기,2분기,IS(별도),실적,"523,273,510,016","260,881,590,929","262,391,919,087","194,498,567.30","35,508,512,245","13,832,825,918","21,675,686,327",4.14,"-33,726,257,021","-4,738,715,678","8,624,307,603","6,527,142","-37,618,376,088","-12,050,570,694","-2,803,146,420","-2,626,532,098",,,,"459,227,542","-635,841,864","-14,853,717,114","-14,853,717,114",-2.84,0,,"-14,853,717,114",4.93,"1,773,561,072","4,400,093,170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,6,상반기,2분기,IS(별도),계획,"404,130,566,494","207,461,564,094","196,669,002,400",,"23,215,475,043","19,188,870,880","4,026,604,163",1,"-667,893,061","-444,029,713",0,,"-223,863,348","3,358,711,102","-2,638,466,149","-2,638,466,149",0,0,0,0,0,"720,244,953",,0.18,"1,934,150,073",0,"-1,213,905,120",1.33,"398,658,421","3,037,124,570",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,6,상반기,2분기,IS(별도),실적,"639,509,978,190","228,976,897,307","410,533,080,883","316,608,138.50","54,403,242,300","18,916,748,707","35,486,493,593",5.55,"30,745,187,368","8,635,243,917","-10,948,442,872","55,142,267","33,003,244,056","66,231,680,961","-1,847,833,368","-1,650,085,523",,,,0,"-197,747,845","64,383,847,593","64,383,847,593",10.07,0,,"64,383,847,593",9.35,"2,146,347,752","3,796,433,275",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,7,하반기,3분기,IS(별도),계획,"429,741,607,003","234,312,118,203","195,429,488,800",,"26,424,563,723","12,068,282,362","14,356,281,361",3.34,"-629,435,953","-460,654,660",0,,"-168,781,293","13,726,845,408","-3,248,855,515","-3,248,855,515",0,0,0,0,0,"10,477,989,893",,2.44,"1,934,150,073",0,"8,543,839,820",4.01,"326,877,718","3,575,733,233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,7,하반기,3분기,IS(별도),실적,"571,914,873,246","214,324,221,151","357,590,652,095","278,179,056.90","29,563,852,335","11,381,538,273","18,182,314,062",3.18,"69,747,121,777","3,266,517,254","1,579,306,581","82,057,146","64,819,240,796","87,929,435,839","-2,957,959,218","-1,731,233,248",,,,0,"-1,226,725,970","84,971,476,621","84,971,476,621",14.86,0,,"84,971,476,621",4.95,"1,938,500,860","3,669,734,108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,8,하반기,3분기,IS(별도),계획,"414,015,880,635","221,463,104,635","192,552,776,000",,"25,822,973,148","11,485,925,397","14,337,047,751",3.46,"-647,005,776","-450,991,585",0,,"-196,014,191","13,690,041,975","-2,645,592,778","-2,645,592,778",0,0,0,0,0,"11,044,449,197",,2.67,"1,934,150,073",0,"9,110,299,124",4.82,"330,576,276","2,976,169,054",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,8,하반기,3분기,IS(별도),실적,"533,686,036,047","247,159,991,367","286,526,044,680","215,637,380.20","-26,304,381,605","13,428,987,015","-39,733,368,620",-7.45,"9,473,458,346","-1,493,733,342","-1,114,261,821","-81,225,016","12,162,678,525","-30,259,910,274","-892,553,071","-2,522,623,404",,,,0,"1,630,070,333","-31,152,463,345","-31,152,463,345",-5.84,0,,"-31,152,463,345",-9.9,"1,489,074,642","4,011,698,046",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,9,하반기,3분기,IS(별도),계획,"419,736,510,361","219,234,265,561","200,502,244,800",,"25,713,640,494","13,852,556,635","11,861,083,859",2.83,"-774,400,207","-445,252,378",0,,"-329,147,829","11,086,683,652","-3,693,804,084","-3,693,804,084",0,0,0,0,0,"7,392,879,568",,1.76,"1,934,150,073",0,"5,458,729,495",2.9,"400,120,499","4,093,924,583",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,9,하반기,3분기,IS(별도),실적,"639,950,962,123","294,082,541,500","345,868,420,623","260,105,657.70","21,428,264,411","14,988,790,939","6,439,473,472",1.01,"-16,183,119,455","-2,660,431,711","-3,005,287,509","64,182,652","-10,581,582,887","-9,743,645,983","-2,797,110,042","-3,170,852,827",,,,0,"373,742,785","-12,540,756,025","-12,540,756,025",-1.96,0,,"-12,540,756,025",1.4,"1,429,854,110","4,600,706,937",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,10,하반기,4분기,IS(별도),계획,"423,363,364,669","220,438,699,869","202,924,664,800",,"28,880,682,890","12,464,304,130","16,416,378,760",3.88,"-906,140,232","-606,339,674",0,,"-299,800,558","15,510,238,528","-3,227,376,518","-3,227,376,518",0,0,0,0,0,"12,282,862,010",,2.9,"1,934,150,073",0,"10,348,711,937",4.59,"348,128,153","3,575,504,671",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,10,하반기,4분기,IS(별도),실적,"666,332,660,070","251,007,518,723","415,325,141,347","309,065,811.90","12,994,608,984","14,590,128,572","-1,595,519,588",-0.24,"93,871,826,991","-1,562,598,536","-582,726,370","4,597,225","96,012,554,672","92,276,307,403","-2,690,191,339","-2,861,791,339",,,,0,"171,600,000","89,586,116,064","89,586,116,064",13.44,0,,"89,586,116,064",-0.38,"1,299,876,864","4,161,668,203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,11,하반기,4분기,IS(별도),계획,"435,247,661,630","230,045,823,230","205,201,838,400",,"30,351,475,223","11,459,672,350","18,891,802,873",4.34,"-907,019,077","-656,629,824",0,,"-250,389,253","17,984,783,796","-3,158,342,033","-3,158,342,033",0,0,0,0,0,"14,826,441,763",,3.41,"1,934,150,073",0,"12,892,291,690",5.37,"359,971,546","3,518,313,579",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,11,하반기,4분기,IS(별도),실적,"825,827,008,138","404,408,136,407","421,418,871,731","321,629,355.20","3,154,945,895","18,293,861,248","-15,138,915,353",-1.83,"-12,520,822,081","3,057,232,286","13,839,697,208","-2,245,412,608","-27,172,338,967","-27,659,737,434","-4,919,351,857","-2,545,535,259",,,,0,"-2,373,816,598","-32,579,089,291","-32,579,089,291",-3.95,0,,"-32,579,089,291",-3.57,"1,691,855,618","4,237,390,877",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,12,하반기,4분기,IS(별도),계획,"418,476,948,189","211,249,941,189","207,227,007,000",,"30,324,260,099","33,454,785,716","-3,130,525,617",-0.75,"-947,020,661","-694,700,990",0,,"-252,319,671","-4,077,546,278","-3,227,497,674","-3,227,497,674",0,0,0,0,0,"-7,305,043,952",,-1.75,"1,934,150,073",0,"-9,239,194,025",-0.86,"424,945,244","3,652,442,918",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2023,12,하반기,4분기,IS(별도),실적,"499,436,163,507","389,260,335,693","110,175,827,814","84,716,829.10","-2,433,666,885","47,461,237,887","-49,894,904,772",-9.99,"-10,356,637,564","-9,680,007,275","29,456,854,382","29,984,765","-30,163,469,436","-60,251,542,336","1,545,746,069","-3,040,316,798",,,,"6,962,225,000","-2,376,162,133","-58,705,796,267","-58,705,796,267",-11.75,"29,289,222,420",,"-87,995,018,687",-9.72,"2,093,056,306","5,133,373,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,1,상반기,1분기,IS(별도),계획,"387,457,917,464","287,270,583,464","100,187,334,000",,"24,054,286,353","15,418,486,247","8,635,800,106",2.23,"18,957,091,472",0,0,0,"18,957,091,472","27,592,891,578","-4,950,161,563","-4,950,161,563",0,0,0,0,0,"22,642,730,015",,5.84,"5,479,540,664",,"17,163,189,351",1.5,"804,040,224","5,754,201,787",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,1,상반기,1분기,IS(별도),실적,"659,549,243,340","310,791,529,408","348,757,713,932","263,497,747.70","74,608,855,686","13,382,221,320","61,226,634,366",9.28,"-41,607,052,943","-3,903,960,009","-8,478,028,778","-201,081,181","-29,023,982,975","19,619,581,423","-2,139,020,853","-3,681,020,853",,,,0,"1,542,000,000","17,480,560,570","17,480,560,570",2.65,0,,"17,480,560,570",11.57,"1,610,219,949","5,291,240,802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,2,상반기,1분기,IS(별도),계획,"361,005,379,128","260,371,293,628","100,634,085,500",,"23,092,291,431","13,016,138,175","10,076,153,256",2.79,"7,632,674,564",0,0,0,"7,632,674,564","17,708,827,820","-4,860,872,331","-4,860,872,331",0,0,0,0,0,"12,847,955,489",,3.56,"3,109,205,228",,"9,738,750,261",1.81,"697,368,104","5,558,240,435",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,N,Y,N,E1,2024,2,상반기,1분기,IS(별도),실적,"590,397,326,518","242,002,843,181","348,394,483,337","261,723,329.80","24,958,200,195","15,471,463,641","9,486,736,554",1.61,"-19,792,198,270","-3,802,214,407","3,344,417,836","17,308,942","-19,351,710,641","-10,305,461,716","-3,158,744,807","-3,384,020,640",,,,0,"225,275,833","-13,464,206,523","-13,464,206,523",-2.28,0,,"-13,464,206,523",1.68,"2,252,631,319","5,636,651,959",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
